EVTDESC188718953;The Hamburg-American freighter, Palatia, Capt. Kopff, which arrived this morning, was the first steamer to pass through the new Kiel canal. The canal was practically finished, and it was to test the navigability that the Palatia was sent through. She touched bottom several times, but did not stick fast and sustained no damage. The New York Times, June 23, 1895.;The Hamburg-American freighter, Palatia, Capt. Kopff, which arrived this morning, was the first steamer to pass through the new Kiel canal. The canal was practically finished, and it was to test the navigability that the Palatia was sent through. She touched bottom several times, but did not stick fast and sustained no damage. The New York Times, June 23, 1895.;The Hamburg-American freighter, Palatia, Capt. Kopff, which arrived this morning, was the first steamer to pass through the new Kiel canal. The canal was practically finished, and it was to test the navigability that the Palatia was sent through. She touched bottom several times, but did not stick fast and sustained no damage. The New York Times, June 23, 1895.;The Hamburg-American freighter, Palatia, Capt. Kopff, which arrived this morning, was the first steamer to pass through the new Kiel canal. The canal was practically finished, and it was to test the navigability that the Palatia was sent through. She touched bottom several times, but did not stick fast and sustained no damage. The New York Times, June 23, 1895.;The Hamburg-American freighter, Palatia, Capt. Kopff, which arrived this morning, was the first steamer to pass through the new Kiel canal. The canal was practically finished, and it was to test the navigability that the Palatia was sent through. She touched bottom several times, but did not stick fast and sustained no damage. The New York Times, June 23, 1895.;The Hamburg-American freighter, Palatia, Capt. Kopff, which arrived this morning, was the first steamer to pass through the new Kiel canal. The canal was practically finished, and it was to test the navigability that the Palatia was sent through. She touched bottom several times, but did not stick fast and sustained no damage. The New York Times, June 23, 1895.;The Hamburg-American freighter, Palatia, Capt. Kopff, which arrived this morning, was the first steamer to pass through the new Kiel canal. The canal was practically finished, and it was to test the navigability that the Palatia was sent through. She touched bottom several times, but did not stick fast and sustained no damage. The New York Times, June 23, 1895.;The Hamburg-American freighter, Palatia, Capt. Kopff, which arrived this morning, was the first steamer to pass through the new Kiel canal. The canal was practically finished, and it was to test the navigability that the Palatia was sent through. She touched bottom several times, but did not stick fast and sustained no damage. The New York Times, June 23, 1895.;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,
building_suez_canal_revolt_desc;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;Construction off the Suez Canal has halted until the revolt is over.;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suez_canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;Suez Canal;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiel_canal;Kiel Canal;Kiel Canal;Kiel Canal;Kiel Canal;Kiel Canal;Kiel Canal;Kiel Canal;Kiel Canal;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panama_canal;Panama Canal;Panama Canal;Panama Canal;Panama Canal;Panama Canal;Panama Canal;Panama Canal;Panama Canal;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC19049144;In order to build a canal across the Panama isthmus, we will need to come to an agreement with the nation that controls it.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC9049145;$FROMCOUNTRY$ has approached us with a treaty to build a canal across the Panama isthmus. While this would have economic benefits for $COUNTRY$, the $FROMCOUNTRY_ADJ$ negotiators have been incredibly aggressive-- and the terms they offer are almost insulting. If we agree, it will anger the $COUNTRY_ADJ$ people and embarass our country. Is this the act of a close ally?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC9049147;$COUNTRY_ADJ$ negotiators are outraged. The $FROMCOUNTRY_ADJ$ government has refused our terms, fair though they were. Some have suggested this is hardly the act of an $COUNTRY_ADJ$ ally, and that $FROMCOUNTRY$ can no longer be trusted. They say we should aid the local rebels in the isthmus in setting up an independent government of their own, and that such a nation would be far more agreeable.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC9049148;$FROMCOUNTRY$ has dealt us a treacherous hand. Believing the Panamanians will be far more agreeable to their treaty, they have prompted the rebels to declare independence from $COUNTRY$ and actively prevented us from crushing them. Some believe we should give in and repair relations with the $FROMCOUNTRY_ADJ$ while we can. Still others say we should fight!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC190419145;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC190419146;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panama_canal_treaty;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;Hay-Bunau-Varilla treaty;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panama_canal_treaty_desc;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;The Hay-Bunau-Varilla treaty was an agreement between the USA and the Panama granting exclusive canal rights to the USA across the isthmus of Panama in exchange for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC185918696;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC185918697;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC185918698;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suez_canal_treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;Suez Canal Treaty;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suez_canal_treaty_desc;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;In $YEAR$ the Suez Canal Treaty was signed exchanging canal rights for a financial reimbursement of 10,0,000 plus an annuity of 250,000.;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
