ANI_ADJ;Anishinabe;Anishinabe;Anishinabe;;Anishinabe;;;;;;;;;x;;;;;;;;;;;;;;;
ANI_ADJ;Anishinabe;Anishinabe;Anishinabe;;;;;;;;;;;x;;;;;;;;;;;;;;;
AOT;Aotearoa;Aotearoa;Aotearoa;;;;;;;;;;;x;;;;;;;;;;;;;;;
AOT_ADJ;Aotearoan;Aotearoain;Aotearoan;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARA;Aragon;Aragon;Aragon;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARA_ADJ;Aragonese;Aragonien;Aragonisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARE;Arequipa;Arequipa;Arequipa;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARE_ADJ;Arequipan;Arequipien;Arequipan;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARI;Aragon-Italy;Aragon-Italie;Aragon-Italien;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARI_ADJ;Aragonese-Italian;Aragonais-Italienne;Aragonisch-Italienisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARU;Purumauca;Purumauca;Purumauca;Purumauca;;;;;;;;;;x;;;;;;;;;;;;;;;
ARU;Purumauca;Purumauca;Purumauca;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARU_ADJ;Purumaucan;Purumaucan;Purumaucan;;Purumaucan;;;;;;;;;x;;;;;;;;;;;;;;;
ARU_ADJ;Purumaucan;Purumaucan;Purumaucan;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARY;Aryanam;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARY_ADJ;Aryan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ASG;Asgard;Asgard;Asgard;;;;;;;;;;;x;;;;;;;;;;;;;;;
ASG_ADJ;Asgardian;Asgardian;Asgardian;;;;;;;;;;;x;;;;;;;;;;;;;;;
ASH;Ashanti;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ASH_ADJ;Ashanti;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ASK;Astrakhan Khanate;Khanat d'Astrakhan;Khanat Astrachan;;;;;;;;;;;x;;;;;;;;;;;;;;;
ASK_ADJ;Astrakhan;Astrakhanien;Astrachanisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
ASM;Assam;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ASM_ADJ;Assamese;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ATL;Atlantia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ATL_ADJ;Atlantian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ATS;Athesia;Athesia;Athesia;;;;;;;;;;;x;;;;;;;;;;;;;;;
ATS_ADJ;Athesian;Athesien;Athesisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
AVA;Taragui;Taragui;Taragui;Taragui;;;;;;;;;;x;;;;;;;;;;;;;;;
AVA;Taragui;Taragui;Taragui;;;;;;;;;;;x;;;;;;;;;;;;;;;
AVA_ADJ;Guarani;Guarani;Guarani;;Guarani;;;;;;;;;x;;;;;;;;;;;;;;;
AVA_ADJ;Guarani;Guarani;Guarani;;;;;;;;;;;x;;;;;;;;;;;;;;;
AZB_absolute_monarchy;Safavid Empire;Safavid Empire;Safavid Empire;;;;;;;;;;;x;;;;;;;;;;;;;;;
AZB_absolute_monarchy_ADJ;Safavid;Safavid;Safavid;;;;;;;;;;;x;;;;;;;;;;;;;;;
AZB_feudal_monarchy;Safavid Empire;Safavid Empire;Safavid Empire;;;;;;;;;;;x;;;;;;;;;;;;;;;
AZB_feudal_monarchy_ADJ;Safavid;Safavid;Safavid;;;;;;;;;;;x;;;;;;;;;;;;;;;
AZB_prussian_constitutionalism;Safavid Empire;Safavid Empire;Safavid Empire;;;;;;;;;;;x;;;;;;;;;;;;;;;
AZB_prussian_constitutionalism_ADJ;Safavid;Safavid;Safavid;;;;;;;;;;;x;;;;;;;;;;;;;;;
AZT;Aztlan;Aztlan;Aztlan;;;;;;;;;;;x;;;;;;;;;;;;;;;
AZT;Aztlan;Aztlan;Aztlan;Aztlan;;;;;;;;;;x;;;;;;;;;;;;;;;
AZT_ADJ;Nahuatl;Nahuatl;Nahuatl;;;;;;;;;;;x;;;;;;;;;;;;;;;
AZT_ADJ;Nahuatl;Nahuatl;Nahuatl;;Nahuatl;;;;;;;;;x;;;;;;;;;;;;;;;
BEG;Berg;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BEG_ADJ;Bergian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BEN;Bengal;Bengale;Bengalen;;;;;;;;;;;x;;;;;;;;;;;;;;;
BEN_ADJ;Bengali;Bengali;Bengalisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
BHA;Bharata;Bharata;Bharata;;;;;;;;;;;x;;;;;;;;;;;;;;;
BHA_ADJ;Bharatese;Bharatese;Bharatese;;;;;;;;;;;x;;;;;;;;;;;;;;;
BHO;Maharashtra;Maharashtra;Maharashtra;;;;;;;;;;;x;;;;;;;;;;;;;;;
BHO_ADJ;Maharashtran;Maharashtrien;Maharashtran;;;;;;;;;;;x;;;;;;;;;;;;;;;
BIH;Bihar;Bihar;Bihar;;;;;;;;;;;x;;;;;;;;;;;;;;;
BIH_ADJ;Bihari;Bihari;Bihari;;;;;;;;;;;x;;;;;;;;;;;;;;;
BKF;Ashikaga Bakufu;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BKF_ADJ;Ashikaga;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BLC;Kalat;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BLC_ADJ;Baluchi;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BLF;Belfast;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BLF_ADJ;Belfastian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BLR;Byelorussia;Bi・lorussie;Weiﾟrussland;;;;;;;;;;;x;;;;;;;;;;;;;;;
BLR_ADJ;Byelorussian;Bi・lorusse;Weiﾟrussisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
BRG;Burgundy;Bourgogne;Burgund;;;;;;;;;;;x;;;;;;;;;;;;;;;
BRG_ADJ;Burgundian;Bourguinion;Burgundisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
BRG_ADJ;Burgundian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BRN;Brandenburg;Brandebourg;Brandenburg;;;;;;;;;;;x;;;;;;;;;;;;;;;
BRN_ADJ;Brandenburgian;Brandebourgien;Brandenburgisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
BRT;Brittany;Bretagne;Brittany;;;;;;;;;;;x;;;;;;;;;;;;;;;
BRT_ADJ;Breton;Breton;Breton;;;;;;;;;;;x;;;;;;;;;;;;;;;
BTV;Batavia;Batavie;Batavia;;;;;;;;;;;x;;;;;;;;;;;;;;;
BTV_ADJ;Batavian;Batavien;Batavian;;;;;;;;;;;x;;;;;;;;;;;;;;;
BUR;Taungu;Myanmar;Myanmar;;;;;;;;;;;x;;;;;;;;;;;;;;;
BUR_ADJ;Burmese;Birman;Burmesisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAM;Khmer Empire;Empire Khmer;Khmer-Reich;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAM_ADJ;Khmer;Khmer;Khmerisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAM_bourgeois_dictatorship;Khmer Republic;R・publique Khmer;Khmer-Republik;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAM_democracy;Khmer Republic;R・publique Khmer;Khmer-Republik;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAM_presidential_dictatorship;Khmer Republic;R・publique Khmer;Khmer-Republik;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAM_proletarian_dictatorship;Khmer Republic;R・publique Khmer;Khmer-Republik;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAS;Castilla;Castille;Castilla;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAS_ADJ;Castillan;Castillan;Castillan;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHE;Tsalagihi Ayeli;Tsalagihi Ayeli;Tsalagihi Ayeli;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHE_ADJ;Cherokee;Cherokee;Cherokee;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHP;Champa;Champa;Champa;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHP_ADJ;Champan;Champa;Champaisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHU;Chu;Chu;Chu;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHU_ADJ;Chu;Chu;Chu;;;;;;;;;;;x;;;;;;;;;;;;;;;
CIR;Circassia;Circassia;Circassia;;;;;;;;;x;;;;;;;;;;;;;;;;;
CIR_ADJ;Circassian;Circassian;Circassian;;;;;;;;;;;x;;;;;;;;;;;;;;;
COR;Corsica;Corse;Corsica;;;;;;;;;;;x;;;;;;;;;;;;;;;
COR_ADJ;Corsican;Corse;Corsican;;;;;;;;;;;x;;;;;;;;;;;;;;;
CRC;Curacao;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CRC_ADJ;Curacaoan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CRO;Illyria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CRO_ADJ;Illyrian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CUB;Cuba;Cuba;Cuba;;;;;;;;;;;x;;;;;;;;;;;;;;;
CUB_ADJ;Cuban;Cuban;Cuban;;;;;;;;;;;x;;;;;;;;;;;;;;;
CYR;Cyrenaica;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CYR_ADJ;Cyrenaican;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CZH;Bohemia;Boh・me;B・hmen;;;;;;;;;;;x;;;;;;;;;;;;;;;
CZH_ADJ;Bohemian;Boh・mien;B・hmisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAG;Dagestan;Dagestan;Dagestan;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAG_absolute_monarchy;Caucasian Imamate;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAG_ADJ;Dagestani;Dagestani;Dagestani;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAR;Darfour;Darfour;Darfour;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAR;Darfour;Darfour;Darfour;;Darfour;;;;;;;;;x;;;;;;;;;;;;;;;
DAR_ADJ;Darfour;Darfour;Darfour;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAR_ADJ;Darfour;Darfour;Darfour;;Darfour;;;;;;;;;x;;;;;;;;;;;;;;;
DAX;Sichuan;Daxi;Daxi;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_absolute_monarchy;Daxi;Daxi;Daxi;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_absolute_monarchy_ADJ;Daxian;Daxian;Daxian;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_ADJ;Sichuanian;Daxien;Daxisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_feudal_monarchy;Daxi;Daxi;Daxi;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_feudal_monarchy_ADJ;Daxian;Daxian;Daxian;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_hms_government;Daxi;Daxi;Daxi;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_hms_government_ADJ;Daxian;Daxian;Daxian;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_prussian_constitutionalism;Daxi;Daxi;Daxi;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_prussian_constitutionalism_ADJ;Daxian;Daxian;Daxian;;;;;;;;;;;x;;;;;;;;;;;;;;;
DHY;Dahomey;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
DHY_ADJ;Dahomey;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
DIN;Dine Bikeyah;Dine Bikeyah;Dine Bikeyah;;;;;;;;;;;x;;;;;;;;;;;;;;;
DIN;Dine Bikeyah;Dine Bikeyah;Dine Bikeyah;Dine Bikeyah;;;;;;;;;;x;;;;;;;;;;;;;;;
DIN_ADJ;Navajo;Navajo;Navajo;;;;;;;;;;;x;;;;;;;;;;;;;;;
DIN_ADJ;Navajo;Navajo;Navajo;;Navajo;;;;;;;;;x;;;;;;;;;;;;;;;
DNG;Qingqiu;Qingqiu;Qingqiu;;;;;;;;;;;x;;;;;;;;;;;;;;;
DNG_ADJ;Qingqiu;Qingqiu;Qingqiu;;;;;;;;;;;x;;;;;;;;;;;;;;;
DRA;Dravida;Dravida;Dravida;;;;;;;;;;;x;;;;;;;;;;;;;;;
DRA_ADJ;Dravidian;Dravidian;Dravidian;;;;;;;;;;;x;;;;;;;;;;;;;;;
DUA;The Dual Monarchy;La Double-Monarchie;Die Doppel-Monarchie;;;;;;;;;;;x;;;;;;;;;;;;;;;
DUA_ADJ;Anglo-French;Franco-Anglais;Franco-Englisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
ELS;San Salvador;San Salvador;San Salvador;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENG_prussian_constitutionalism;England;Anglais;Englisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENL;England;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ENL_ADJ;English;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
EQN;Equinoxea;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
EQN_ADJ;Equinoxean;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ERI;Eritrea;Eritrea;Eritrea;;;;;;;;;;;x;;;;;;;;;;;;;;;
ERI_ADJ;Eritrean;Eritrien;Eritreisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
EST;Estland;Estonie;Estland;;;;;;;;;;;x;;;;;;;;;;;;;;;
EST_ADJ;Estonian;Estonien;Estisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FIJ;Fiji;Fiji;Fidschi;;;;;;;;;;;x;;;;;;;;;;;;;;;
FIJ_ADJ;Fijian;Fidjien;Fidschianisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FJA;Fuuta Jallon;Fuuta Jallon;Fuuta Jallon;;;;;;;;;;;x;;;;;;;;;;;;;;;
FJA;Fuuta Jallon;Fuuta Jallon;Fuuta Jallon;;Fuuta Jallon;;;;;;;;;x;;;;;;;;;;;;;;;
FJA_ADJ;Fuuta Jallon;Fuuta Jallon;Fuuta Jallon;;;;;;;;;;;x;;;;;;;;;;;;;;;
FJA_ADJ;Fuuta Jallon;Fuuta Jallon;Fuuta Jallon;;Fuuta Jallon;;;;;;;;;x;;;;;;;;;;;;;;;
FRA;France;France;France;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRA_ADJ;French;French;French;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRE;The Free Republics;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRE_absolute_monarchy;The Free Provinces;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRE_ADJ;Nord;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRE_feudal_monarchy;The Free Provinces;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRE_hms_government;The Free Provinces;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRE_prussian_constitutionalism;The Free Provinces;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRI;East Frisia;Frise orientale;Ostfriesland;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRI_ADJ;Frisian;Frisien;Friesisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRR;Ferrara;Ferrare;Ferrara;;;;;;;;;;;x;;;;;;;;;;;;;;;
FRR_ADJ;Ferrara;Ferrare;Ferrara;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN;Soudan;Soudan;Sudan;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_absolute_monarchy;Funj Sultanate;Sultanat de Funj;Sultanat von Funji;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_absolute_monarchy_ADJ;Funjian;Funjien;Funjisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_ADJ;Soudanese;Soudanais;Sudanesisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_feudal_monarchy;Funj Sultanate;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_feudal_monarchy_ADJ;Funjian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_hms_government;Funj Sultanate;Sultanat de Funj;Sultanat von Funji;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_hms_government_ADJ;Funjian;Funjien;Funjisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_prussian_constitutionalism;Funj Sultanate;Sultanat de Funj;Sultanat von Funji;;;;;;;;;;;x;;;;;;;;;;;;;;;
FUN_prussian_constitutionalism_ADJ;Funjian;Funjien;Funjisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
GAL;Galicia;Galice;Galicia;;;;;;;;;;;x;;;;;;;;;;;;;;;
GAL_ADJ;Galician;Galicien;Galician;;;;;;;;;;;x;;;;;;;;;;;;;;;
GAN;Zhourao;Zhourao;Zhourao;;;;;;;;;;;x;;;;;;;;;;;;;;;
GAN_ADJ;Zhourao;Zhourao;Zhourao;;;;;;;;;;;x;;;;;;;;;;;;;;;
GER;The German Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
GER_ADJ;German;Allemand;Deutsch;;;;;;;;;;;x;;;;;;;;;;;;;;;
GER_proletarian_dictatorship;The Protectorate;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
GLS;Galles;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
GLS_ADJ;Gallois;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
GNV;Geneva;Gen・ve;Geneva;;;;;;;;;;;x;;;;;;;;;;;;;;;
GNV_ADJ;Genevan;Gen・vois;Genevan;;;;;;;;;;;x;;;;;;;;;;;;;;;
GRA;Granada;Granada;Granada;;;;;;;;;;;x;;;;;;;;;;;;;;;
GRA_ADJ;Granadan;Granadien;Granadan;;;;;;;;;;;x;;;;;;;;;;;;;;;
GUY;Essequibo;Essequibo;Essequibo;;;;;;;;;;;x;;;;;;;;;;;;;;;
GUY_ADJ;Essequiban;Essequiban;Essequiban;;;;;;;;;;;x;;;;;;;;;;;;;;;
HBE;The Holy Britannian Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
HBE_ADJ;Britannian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
HBE_democracy;Britannia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
HBE_proletarian_dictatorship;The PDRB;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
HHR;R・hnnst;R・hnnst;R・hnnst;;;;;;;;;;;x;;;;;;;;;;;;;;;
HHR;R・hnnst;R・hnnst;R・hnnst;R・hnnst;;;;;;;;;;x;;;;;;;;;;;;;;;
HHR_ADJ;R・hnnst;R・hnnst;R・hnnst;;;;;;;;;;;x;;;;;;;;;;;;;;;
HHR_ADJ;R・hnnst;R・hnnst;R・hnnst;;R・hnnst;;;;;;;;;x;;;;;;;;;;;;;;;
HND;Hindustan;Hindustan;Hindustan;;;;;;;;;;;x;;;;;;;;;;;;;;;
HND_absolute_monarchy;Hindustan;Hindustan;Hindustan;;;;;;;;;;;x;;;;;;;;;;;;;;;
HND_absolute_monarchy_ADJ;Hindustani;Hindustani;Hindustanisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
HND_fascist_dictatorship;Hindustan;Hindustan;Hindustan;;;;;;;;;;;x;;;;;;;;;;;;;;;
HND_fascist_dictatorship_ADJ;Hindustani;Hindustani;Hindustanisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
HND_feudal_monarchy;Hindustan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
HND_feudal_monarchy_ADJ;Hindustani;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
HND_hms_government;Hindustan;Hindustan;Hindustan;;;;;;;;;;;x;;;;;;;;;;;;;;;
HND_hms_government;India;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
HND_hms_government_ADJ;Hindustani;Hindustani;Hindustanisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
HND_prussian_constitutionalism;Hindustan;Hindustan;Hindustan;;;;;;;;;;;x;;;;;;;;;;;;;;;
HND_prussian_constitutionalism_ADJ;Hindustani;Hindustani;Hindustanisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
HNX;Han;Han;Han;;;;;;;;;;;x;;;;;;;;;;;;;;;
HNX_ADJ;Han;Han;Han;;;;;;;;;;;x;;;;;;;;;;;;;;;
ILO;Ilorin;Ilorin;Ilorin;;;;;;;;;;;x;;;;;;;;;;;;;;;
ILO_ADJ;Ilorini;Ilorin;Ilorin;;;;;;;;;;;x;;;;;;;;;;;;;;;
INC;Tawantinsuyu;Inca;Inka;;;;;;;;;;;x;;;;;;;;;;;;;;;
INC_ADJ;Inca;Inca;Inka;;;;;;;;;;;x;;;;;;;;;;;;;;;
IRO;Haudenosaunee;Haudenosaunee;Haudenosaunee;;;;;;;;;;;x;;;;;;;;;;;;;;;
IRO;Haudenosaunee;Haudenosaunee;Haudenosaunee;;Haudenosaunee;;;;;;;;;x;;;;;;;;;;;;;;;
IRO_ADJ;Haudenosaunee;Haudenosaunee;Haudenosaunee;;;;;;;;;;;x;;;;;;;;;;;;;;;
IRO_ADJ;Haudenosaunee;Haudenosaunee;Haudenosaunee;;Haudenosaunee;;;;;;;;;x;;;;;;;;;;;;;;;
IRQ;Iraq;Iraq;Irak;;;;;;;;;;;x;;;;;;;;;;;;;;;
IRQ_ADJ;Iraqi;Iraqien;Irakisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
JAM;Eendrachtsland;Eendrachtsland;Eendrachtsland;;;;;;;;;;;x;;;;;;;;;;;;;;;
JAM_ADJ;Eendrachtslander;Eendrachtslander;Eendrachtslander;;;;;;;;;;;x;;;;;;;;;;;;;;;
JAP_absolute_monarchy;The Japanese Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JAP_feudal_monarchy;The Japanese Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JAP_prussian_constitutionalism;The Japanese Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JLS;Jalisco;Jalisco;Jalisco;;;;;;;;;;;x;;;;;;;;;;;;;;;
JLS_ADJ;Jaliscan;Jaliscien;Jaliscan;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOH;Malacca;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOH_ADJ;Malaccan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR;Jordan;Jordanie;Jordanien;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR_absolute_monarchy;Al-Urdan;Al-Urdan;Al-Urdan;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR_ADJ;Jordanian;Jordanien;Jordanisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR_feudal_monarchy;Al-Urdan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR_hms_government;Al-Urdan;Al-Urdan;Al-Urdan;;;;;;;;;;;x;;;;;;;;;;;;;;;
JOR_prussian_constitutionalism;Al-Urdan;Al-Urdan;Al-Urdan;;;;;;;;;;;x;;;;;;;;;;;;;;;
KAL;Herat;Herat;Herat;;;;;;;;;;;x;;;;;;;;;;;;;;;
KAL_ADJ;Herati;Herati;Herati;;;;;;;;;;;x;;;;;;;;;;;;;;;
