AFS;Afsharid Dynasty;Afsharid Dynasty;Afsharid Dynasty;;;;;;;;;;x;;;;;;;;;;;;;;;;
AFS;Afsharid Dynasty;Afsharid Dynasty;Afsharid Dynasty;;;;;;;;;;;;x;;;;;;;;;;;;;;
AFS;Askhabad;Askhabad;Askhabad;;;;;;;;;;;;x;;;;;;;;;;;;;;
AFS_ADJ;Afsharid;Afsharid;Afsharid;;;;;;;;;;;;x;;;;;;;;;;;;;;
AFS_ADJ;Afsharid;Afsharid;Afsharid;;;;;;;;;;;;x;;;;;;;;;;;;;;
AFS_ADJ;Afsharid;Afsharid;Afsharid;;;;;;;;;;;;x;;;;;;;;;;;;;;
AIN;Ainu;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AIN_ADJ;Ainu;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AJU;Ajuuraan State;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
AJU_absolute_monarchy;Ajuuraan Empire;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AJU_absolute_monarchy;The Ajuuraan Empire;The Ajuuraan Empire;The Ajuuraan Empire;;;;;;;;;;;;x;;;;;;;;;;;;;;
AJU_ADJ;Ajuuraan;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AJU_democracy;The Ajuuraan Republic;The Ajuuraan Republic;The Ajuuraan Republic;;;;;;;;;;;;x;;;;;;;;;;;;;;
AJU_fascist_dictatorship;The Islamic Courts of Somalia;The Islamic Courts of Somalia;The Islamic Courts of Somalia;;;;;;;;;;;;x;;;;;;;;;;;;;;
AJU_fascist_dictatorship_ADJ;Somali;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AJU_feudal_monarchy;The Ajuuraan Sultanate;The Ajuuraan Sultanate;The Ajuuraan Sultanate;;;;;;;;;;;;x;;;;;;;;;;;;;;
AJU_hms_government;The Ajuuraan Sultanate;The Ajuuraan Sultanate;The Ajuuraan Sultanate;;;;;;;;;;;;x;;;;;;;;;;;;;;
AJU_proletarian_dictatorship;The People's Republic of Somalia;The People's Republic of East Somalia;The People's Republic of East Somalia;;;;;;;;;;;;x;;;;;;;;;;;;;;
AJU_proletarian_dictatorship_ADJ;East Somali;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AJU_prussian_constitutionalism;The Ajuuraan Empire;The Ajuuraan Empire;The Ajuuraan Empire;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALD;Numidia;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALD_ADJ;Numidian;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALH;Al Haasa;Al Haasa;Al Haasa;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALH_ADJ;Haasalese;Haasalien;Haasaisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
AMA;Amazonie;Amazonie;Amazonien;;;;;;;;;;x;;;;;;;;;;;;;;;;
AMA_ADJ;Amazonian;Amazonien;Amazonisch;;;;;;;;;;x;;;;;;;;;;;;;;;;
AMT;Amatsa;Amatsa;Amatsa;;;;;;;;;;;;x;;;;;;;;;;;;;;
AMT_ADJ;Amatsa;Amatsa;Amatsa;;;;;;;;;;;;x;;;;;;;;;;;;;;
ANG;Angola;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ANG_ADJ;Angolan;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ANI;Anishinabe;Anishinabe;Anishinabe;;;;;;;;;;;;x;;;;;;;;;;;;;;
ANI;Anishinabe;Anishinabe;Anishinabe;Anishinabe;;;;;;;;;;x;;;;;;;;;;;;;;;
ANI_ADJ;Anishinabe;Anishinabe;Anishinabe;;;;;;;;;;;x;;;;;;;;;;;;;;;
ANI_ADJ;Anishinabe;Anishinabe;Anishinabe;;Anishinabe;;;;;;;;;x;;;;;;;;;;;;;;;
AOT;Aotearoa;Aotearoa;Aotearoa;;;;;;;;;;;x;;;;;;;;;;;;;;;
AOT_ADJ;Aotearoan;Aotearoain;Aotearoan;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARA;Aragon;Aragon;Aragon;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARA_ADJ;Aragonese;Aragonien;Aragonisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARC;Arcadia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARC_absolute_monarchy;The Arcadian Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARC_ADJ;Arcadian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARC_democracy;The Arcadian Union;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARC_fascist_dictatorship;The Arcadian Freehold;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARC_feudal_monarchy;The Arcadian Empire;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ARC_hms_government;The Arcadian Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARC_proletarian_dictatorship;The CSRA;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARC_prussian_constitutionalism;The Arcadian Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARE;Arequipa;Arequipa;Arequipa;;;;;;;;;;;x;;;;;;;;;;;;;;;
ARE_ADJ;Arequipan;Arequipien;Arequipan;;;;;;;;;;;;x;;;;;;;;;;;;;;
ARI;Aragon-Italy;Aragon-Italie;Aragon-Italien;;;;;;;;;;;;x;;;;;;;;;;;;;;
ARI_ADJ;Aragonese-Italian;Aragonais-Italienne;Aragonisch-Italienisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
ARI_fascist_dictatorship;The Latin Empire;;;;;;;;;;;;;x
ARI_fascist_dictatorship_ADJ;Latin;;;;;;;;;;;;;x
ARI_proletarian_dictatorship;The Mediterranean People's Union;;;;;;;;;;;;;x
ARI_proletarian_dictatorship_ADJ;Mediterranean;;;;;;;;;;;;;x
ARU;Purumauca;Purumauca;Purumauca;;;;;;;;;;;;x;;;;;;;;;;;;;;
ARU_ADJ;Purumaucan;Purumaucan;Purumaucan;;;;;;;;;;;;x;;;;;;;;;;;;;;
ARY;Aryanam;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ARY_ADJ;Aryan;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ASH;Ashanti;Ashanti;Aschanti;;Asantia;;;;;;;;;;x;;;;;;;;;;;;;;
ASH_ADJ;Ashanti;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ASH_bourgeois_dictatorship;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;;x;;;;;;;;;;;;;;
ASH_bourgeois_dictatorship_ADJ;Ghanaian;Ghanaian;Ghanaisch;;Ghanés;;;;;;;;;;x;;;;;;;;;;;;;;
ASH_democracy;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;;x;;;;;;;;;;;;;;
ASH_democracy_ADJ;Ghanaian;Ghanaian;Ghanaisch;;Ghanés;;;;;;;;;;x;;;;;;;;;;;;;;
ASH_fascist_dictatorship;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;;x;;;;;;;;;;;;;;
ASH_fascist_dictatorship_ADJ;Ghanaian;Ghanaian;Ghanaisch;;Ghanés;;;;;;;;;;x;;;;;;;;;;;;;;
ASH_presidential_dictatorship;Ghana;Ghana;Ghana;;Ghana;;;;;;;;x;;;;;;;;;;;;;;;;
ASH_presidential_dictatorship_ADJ;Ghanaian;Ghanaian;Ghanaisch;;Ghanés;;;;;;;;;;x;;;;;;;;;;;;;;
ASH_proletarian_dictatorship;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;;x;;;;;;;;;;;;;;
ASH_proletarian_dictatorship_ADJ;Ghanaian;Ghanaian;Ghanaisch;;Ghanés;;;;;;;;;;x;;;;;;;;;;;;;;
ASK;Astrakhan;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ASK;Astrakhan;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ASK_absolute_monarchy;Astrakhan Khanate;Khanat d'Astrakhan;Khanat Astrachan;;;;;;;;;;;;x;;;;;;;;;;;;;;
ASK_ADJ;Astrakhan;Astrakhanien;Astrachanisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
ASK_feudal_monarchy;Astrakhan Khanate;Khanat d'Astrakhan;Khanat Astrachan;;;;;;;;;;;;x;;;;;;;;;;;;;;
ASM;Assam;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ASM_ADJ;Assamese;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ATL;Atlantia;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ATL_ADJ;Atlantian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
ATS;Athesia;Athesia;Athesia;;;;;;;;;;;x;;;;;;;;;;;;;;;
ATS_ADJ;Athesian;Athesien;Athesisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
AVA;Taragui;Taragui;Taragui;;;;;;;;;;;x;;;;;;;;;;;;;;;
AVA;Taragui;Taragui;Taragui;Taragui;;;;;;;;;;x;;;;;;;;;;;;;;;
AVA_ADJ;Guarani;Guarani;Guarani;;;;;;;;;;;;x;;;;;;;;;;;;;;
AVA_ADJ;Guarani;Guarani;Guarani;;Guarani;;;;;;;;;;x;;;;;;;;;;;;;;
AZA;Azande;Azande;Azande;;Azande;;;;;;;;;;x;;;;;;;;;;;;;;
AZA_ADJ;Zande;Zande;Zande;;;;;;;;;;x;;;;;;;;;;;;;;;;
AZB;Azerbaidjan;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZB;Azerbaijan;Azerbaidjan;Aserbaidschan;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZB_absolute_monarchy;The Safavid Empire;The Safavid Empire;The Safavid Empire;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZB_absolute_monarchy_ADJ;Safavid;Safavid;Safavid;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZB_ADJ;Azeri;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZB_feudal_monarchy;The Safavid Empire;The Safavid Empire;The Safavid Empire;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZB_feudal_monarchy_ADJ;Safavid;Safavid;Safavid;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZB_prussian_constitutionalism;The Safavid Empire;The Safavid Empire;The Safavid Empire;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZB_prussian_constitutionalism_ADJ;Safavid;Safavid;Safavid;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZL;The Amerigan Federation;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZL_absolute_monarchy;The Amerigan Empire;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZL_ADJ;Ameriguain;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZL_fascist_dictatorship;The Amerigan State;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZL_hms_government;The Amerigan Empire;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZL_proletarian_dictatorship;The USRA;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZL_prussian_constitutionalism;The Amerigan Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
AZT;Aztlan;Aztlan;Aztlan;Aztlan;;;;;;;;;;x;;;;;;;;;;;;;;;
AZT_ADJ;Nahuatl;Nahuatl;Nahuatl;;Nahuatl;;;;;;;;;x;;;;;;;;;;;;;;;
AZT_fascist_dictatorship;Aztec Empire;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
BEG;Berg;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BEG_ADJ;Bergian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BEN;Bengal;Bengale;Bengalen;;;;;;;;;;;x;;;;;;;;;;;;;;;
BEN_ADJ;Bengali;Bengali;Bengalisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
BHA;Bharata;Bharata;Bharata;;;;;;;;;;;x;;;;;;;;;;;;;;;
BHA_ADJ;Bharatiya;Bharatiya;Bharatiya;;;;;;;;;;;x;;;;;;;;;;;;;;;
BHA_proletarian_dictatorship;Bharatiya Commune;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BHO;Maharashtra;Maharashtra;Maharashtra;;;;;;;;;;;x;;;;;;;;;;;;;;;
BHO_ADJ;Maharashtran;Maharashtrien;Maharashtran;;;;;;;;;;;x;;;;;;;;;;;;;;;
BIH;Bihar;Bihar;Bihar;;;;;;;;;;;x;;;;;;;;;;;;;;;
BIH_ADJ;Bihari;Bihari;Bihari;;;;;;;;;;;x;;;;;;;;;;;;;;;
BLC;Kalat;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
BLC_ADJ;Baluchi;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
BLR;Byelorussia;Biélorussie;Weißrussland;;;;;;;;;;;;x;;;;;;;;;;;;;;
BLR_ADJ;Byelorussian;Biélorusse;Weißrussisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
BOH;Bohemia;Boheme;Böhmen;;;;;;;;;;;x;;;;;;;;;;;;;;;
BOH_ADJ;Bohemian;Bohémien;Böhmisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
BOH_fascist_dictatorship;Greater Bohemia;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BOH_proletarian_dictatorship;Popular Bohemian Republic;;;;;;;;;;;;;x
BOH_democracy;Bohemia-Moravia;;;;;;;;;;;;;x
BOH_presidential_dictatorship;Bohemia-Moravia;;;;;;;;;;;;;x
BOH_bourgeois_dictatorship;Bohemia-Moravia;;;;;;;;;;;;;x
BRD;Burundi;Burundi;Burundi;;Burundi;;;;;;;;;;x;;;;;;;;;;;;;;
BRD_ADJ;Burundian;Burundaise;Burundische;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRG;Burgundy;Bourgogne;Burgund;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRG_ADJ;Burgundian;Bourguinion;Burgundisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRG_bourgeois_dictatorship;The Burgundian Republic;;;;;;;;;;;;;x
BRG_democracy;The Burgundian Republic;;;;;;;;;;;;;x
BRG_fascist_dictatorship;The Directorate of Anvers;;;;;;;;;;;;;x
BRG_presidential_dictatorship;The Burgundian Republic;;;;;;;;;;;;;x
BRG_proletarian_dictatorship;The DPRB;;;;;;;;;;;;;x
BRG_ADJ;Burgundian;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRN;Brandenburg;Brandebourg;Brandenburg;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRN_ADJ;Brandenburgian;Brandebourgien;Brandenburgisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRT;Brittany;Bretagne;Brittany;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRT_ADJ;Breton;Breton;Breton;;;;;;;;;;;;x;;;;;;;;;;;;;;
BSH;Lesotho;Basotho;Basotho;;Basotho;;;;;;;;;x;;;;;;;;;;;;;;;
BSH_ADJ;Basotho;Basotho;Basotho;;;;;;;;;;;x;;;;;;;;;;;;;;;
BTV;Batavia;Batavie;Batavia;;;;;;;;;;;x;;;;;;;;;;;;;;;
BTV_ADJ;Batavian;Batavien;Batavian;;;;;;;;;;;x;;;;;;;;;;;;;;;
BUG;Buganda;Buganda;Buganda;;Buganda;;;;;;;;;x;;;;;;;;;;;;;;;
BUG_absolute_monarchy;Buganda;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
BUG_absolute_monarchy_ADJ;Baganda;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
BUG_ADJ;Bugandan;Bugandaise;Bugandische;;;;;;;;;;;;x;;;;;;;;;;;;;;
BUG_prussian_constitutionalism;Buganda;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
BUG_prussian_constitutionalism_ADJ;Baganda;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
BUR;Taungu;Myanmar;Myanmar;;;;;;;;;;;;x;;;;;;;;;;;;;;
BUR_ADJ;Burmese;Birman;Burmesisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAE;The Elbian Confederation ;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAE_ADJ;Elbian;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAM;Khmer Empire;Empire Khmer;Khmer-Reich;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAM;The Khmer Empire;Empire Khmer;Khmer-Reich;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAM_ADJ;Khmer;Khmer;Khmerisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAM_ADJ;Khmer;Khmer;Khmerisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAM_bourgeois_dictatorship;Khmer Republic;République Khmer;Khmer-Republik;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAM_bourgeois_dictatorship;The Khmer Republic;Republique Khmer;Khmer-Republik;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAM_democracy;Khmer Republic;République Khmer;Khmer-Republik;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAM_democracy;The Khmer Republic;Republique Khmer;Khmer-Republik;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAM_presidential_dictatorship;Khmer Republic;République Khmer;Khmer-Republik;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAM_presidential_dictatorship;The Khmer Republic;Republique Khmer;Khmer-Republik;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAM_proletarian_dictatorship;Khmer Republic;République Khmer;Khmer-Republik;;;;;;;;;;;;x;;;;;;;;;;;;;;
CAM_proletarian_dictatorship;The Khmer Republic;Republique Khmer;Khmer-Republik;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAS;Castilla;Castille;Castilla;;;;;;;;;;;x;;;;;;;;;;;;;;;
CAS_ADJ;Castillan;Castillan;Castillan;;;;;;;;;;;;x;;;;;;;;;;;;;;
CHE;Tsalagihi Ayeli;Tsalagihi Ayeli;Tsalagihi Ayeli;;;;;;;;;;;;x;;;;;;;;;;;;;;
CHE_ADJ;Cherokee;Cherokee;Cherokee;;;;;;;;;;;;x;;;;;;;;;;;;;;
CHG;The Dzungar Khanate;Khanat Dzoungare;Tschagatai Khanat;;;;;;;;;;;;x;;;;;;;;;;;;;;
CHG_ADJ;Dzungar;Djaghat;Tschagataiisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
CHG_bourgeois_dictatorship;Dzungaria;Dzungaria;Dzungaria;;;;;;;;;;;;x;;;;;;;;;;;;;;
CHG_democracy;Dzungaria;Dzungaria;Dzungaria;;;;;;;;;;;;x;;;;;;;;;;;;;;
CHG_fascist_dictatorship;Dzungaria;Dzungaria;Dzungaria;;;;;;;;;;;;x;;;;;;;;;;;;;;
CHG_presidential_dictatorship;Dzungaria;Dzungaria;Dzungaria;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHG_proletarian_dictatorship;Dzungaria;Dzungaria;Dzungaria;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHG_proletarian_dictatorship;Dzungaria;Dzungaria;Dzungaria;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHK;Champassak;Champassak;Champassak;Champasak;Champasak;Champassak;Champassak;Champassak;;;;;;x;;;;;;;;;;;;;;;
CHK_ADJ;Champassaki;champassak;Champassaki;Champasak;de Champasak;Champassak;Champassaki;Champassakijsky;;;;;;x;;;;;;;;;;;;;;;
CHK_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHK_communist;The Communist Faction;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHK_conservative;Royal Faction;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHK_fascist;The Fascist Faction;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHK_liberal;The Liberal Faction;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHK_reactionary;The Nationalist Faction;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHK_socialist;The Socialist Faction;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHP;Champa;Champa;Champa;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHP_ADJ;Champan;Champa;Champaisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHR;Christiania;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHR_ADJ;Christianian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHU;Chu;Chu;Chu;;;;;;;;;;;x;;;;;;;;;;;;;;;
CHU_ADJ;Chu;Chu;Chu;;;;;;;;;;;x;;;;;;;;;;;;;;;
CIR;Circassia;Circassia;Circassia;;;;;;;;;;x;;;;;;;;;;;;;;;;
CIR_ADJ;Circassian;Circassian;Circassian;;;;;;;;;;;x;;;;;;;;;;;;;;;
CLM;Gran Colombia;Gran Colombia;Großkolumbien;;;;;;;;;;;x;;;;;;;;;;;;;;;
CLM_absolute_monarchy;The Colombian Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CLM_absolute_monarchy;The Colombian Empire;The Colombian Empire;The Colombian Empire;;;;;;;;;;;x;;;;;;;;;;;;;;;
CLM_hms_government;The Colombian Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CLM_hms_government;The Colombian Empire;The Colombian Empire;The Colombian Empire;;;;;;;;;;;x;;;;;;;;;;;;;;;
CLM_proletarian_dictatorship;Colombian Workers' Union;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CLM_proletarian_dictatorship;The Colombian Workers' Union;The Colombian Workers' Union;The Colombian Workers' Union;;;;;;;;;;;x;;;;;;;;;;;;;;;
CLM_prussian_constitutionalism;The Colombian Empire;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CLM_prussian_constitutionalism;The Colombian Empire;The Colombian Empire;The Colombian Empire;;;;;;;;;;;x;;;;;;;;;;;;;;;
COR;Corsica;Corse;Corsica;;;;;;;;;;;x;;;;;;;;;;;;;;;
COR_ADJ;Corsican;Corse;Corsican;;;;;;;;;;;x;;;;;;;;;;;;;;;
CRC;Curacao;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CRC_ADJ;Curacaoan;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CRO;Illyria;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CRO_ADJ;Illyrian;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CUB;Kuba;Kuba;Kuba;;;;;;;;;;;x;;;;;;;;;;;;;;;
CUB_ADJ;Kuban;Kuban;Kuban;;;;;;;;;;;x;;;;;;;;;;;;;;;
CYR;Cyrenaica;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
CYR_ADJ;Cyrenaican;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAG;Dagestan;Dagestan;Dagestan;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAG_absolute_monarchy;Caucasian Imamate;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAG_ADJ;Dagestani;Dagestani;Dagestani;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAR;Darfour;Darfour;Darfour;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAR_ADJ;Darfour;Darfour;Darfour;;Darfour;;;;;;;;;x;;;;;;;;;;;;;;;
DAX;Sichuan;Daxi;Daxi;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_absolute_monarchy;Daxi;Daxi;Daxi;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_absolute_monarchy_ADJ;Daxian;Daxian;Daxian;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_ADJ;Sichuanian;Daxien;Daxisch;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_feudal_monarchy;Daxi;Daxi;Daxi;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_feudal_monarchy_ADJ;Daxian;Daxian;Daxian;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_hms_government;Daxi;Daxi;Daxi;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_hms_government_ADJ;Daxian;Daxian;Daxian;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_prussian_constitutionalism;Daxi;Daxi;Daxi;;;;;;;;;;;x;;;;;;;;;;;;;;;
DAX_prussian_constitutionalism_ADJ;Daxian;Daxian;Daxian;;;;;;;;;;;x;;;;;;;;;;;;;;;
DHY;Dahomey;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
DHY_ADJ;Dahomey;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
DIN;Dine Bikeyah;Dine Bikeyah;Dine Bikeyah;;;;;;;;;;;x;;;;;;;;;;;;;;;
DIN_ADJ;Navajo;Navajo;Navajo;;Navajo;;;;;;;;;x;;;;;;;;;;;;;;;
DNG;Qingqiu;Qingqiu;Qingqiu;;;;;;;;;;;x;;;;;;;;;;;;;;;
DNG_ADJ;Qingqiu;Qingqiu;Qingqiu;;;;;;;;;;;x;;;;;;;;;;;;;;;
DNG_fascist_dictatorship;The New Chinese Empire;;;;;;;;;;;;;x
DNG_proletarian_dictatorship;The West Arcadian People's Republic;;;;;;;;;;;;;x
DNG_proletarian_dictatorship_ADJ;West Arcadian;;;;;;;;;;;;;x
DRA;Dravida;Dravida;Dravida;;;;;;;;;;;x;;;;;;;;;;;;;;;
