skyscrapers_desc;Modern skyscrapers are built with steel or reinforced concrete frameworks and curtain walls of glass or polished stone. They utilize mechanical equipment such as water pumps and elevators. Until the 19th century, buildings of over six storeys were rare, as having great numbers of stairs to climb was impractical for inhabitants, and water pressure was usually insufficient to supply running water above 50 m (164 ft). Most early skyscrapers emerged in the land-strapped areas of Chicago, London, and New York toward the end of the 19th century. A land boom in Melbourne, Australia between 1888–1891 spurred the creation of a significant number of early skyscrapers, though none of these were steel reinforced and few remain today.;;;;;;;;;;;;x,,
social_engineering;Social Engineering;;;;;;;;;;;;x,,
social_engineering_desc;Social engineering is a discipline in social science that refers to efforts to influence popular attitudes and social behaviors on a large scale, whether by governments or private groups. In the political arena, the counterpart of social engineering is political engineering. Virtually all law and governance has the effect of seeking to change behavior and could be considered ''social engineering'' to some extent. Governments also influence behavior more subtly through incentives and disincentives built into economic policy and tax policy, for instance, and have done so for centuries.;;;;;;;;;;;;x,,
technocracy;Technocracy;;;;;;;;;;;;x,,
technocracy_desc;Technocracy is a form of government in which experts in technology would be in control of all decision making. Scientists, engineers, and technologists who have knowledge, expertise, or skills, would compose the governing body, instead of politicians, businessmen, and economists. In a technocracy, decision makers would be selected based upon how knowledgeable and skillful they are in their field. The term technocracy was originally used to designate the application of the scientific method to solving social problems, in counter distinction to the traditional economic, political, or philosophic approaches.;;;;;;;;;;;;x,,
roaring_twenties;Roaring Twenties;;;;;;;;;;;;x,,
roaring_twenties_desc;The Roaring Twenties is a term sometimes used to refer to the 1920s, characterizing the era's distinctive cultural edge in most of the world's major cities for a period of sustained economic prosperity. ''Normalcy'' returned to politics in the wake of hyper-emotional patriotism during World War I, jazz music blossomed, the flapper redefined modern womanhood, and Art Deco peaked. Economically, the era saw the large-scale diffusion and use of automobiles, telephones, motion pictures, and electricity, unprecedented industrial growth, accelerated consumer demand and aspirations, and significant changes in lifestyle and culture. Finally the Wall Street Crash of 1929 ended the era, as the Great Depression set in worldwide, bringing years of worldwide gloom and hardship.;;;;;;;;;;;;x,,
art_deco;Art Deco;;;;;;;;;;;;x,,
art_deco_desc;Art Deco is an influential visual arts design style which first appeared in France during the 1920s, flourished internationally during the 30s and 40s, then waned in the post-World War II era. It is an eclectic style that combines traditional craft motifs with Machine Age imagery and materials. The style is often characterized by rich colors, bold geometric shapes and lavish ornamentation. Deco emerged from the Interwar period when rapid industrialization was transforming culture. One of its major attributes is an embrace of technology. This distinguishes Deco from the organic motifs favored by its predecessor Art Nouveau.;;;;;;;;;;;;x,,
social_liberal_focus;Party loyality towards social liberal;;;;;;;;;;;;x,,
modern_infrastructure;Modern Infrastructure;;;;;;;;;;;;x,,
modern_infrastructure_desc;What is better than roads and highways? MORE roads and highways. Always!;;;;;;;;;;;;x,,
early_1930_army_armament;Early 1930 Armament;;;;;;;;;;;;x,,
early_1930_army_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
mid_1930_army_armament;Mid 1930 Armament;;;;;;;;;;;;x,,
mid_1930_army_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
late_1930_army_armament;Late 1930 Armament;;;;;;;;;;;;x,,
late_1930_army_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
early_1930_army_doctrine;Early 1930 Doctrines;;;;;;;;;;;;x,,
early_1930_army_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
mid_1930_army_doctrine;Mid 1930 Doctrines;;;;;;;;;;;;x,,
mid_1930_army_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
late_1930_army_doctrine;Late 1930 Doctrines;;;;;;;;;;;;x,,
late_1930_army_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
early_1930_army_leadership;Early 1930 Leadership;;;;;;;;;;;;x,,
early_1930_army_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
mid_1930_army_leadership;Mid 1930 Leadership;;;;;;;;;;;;x,,
mid_1930_army_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
late_1930_army_leadership;Late 1930 Leadership;;;;;;;;;;;;x,,
late_1930_army_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
early_1930_navy_armament;Early 1930 Armament;;;;;;;;;;;;x,,
early_1930_navy_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
mid_1930_navy_armament;Mid 1930 Armament;;;;;;;;;;;;x,,
mid_1930_navy_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
late_1930_navy_armament;Late 1930 Armament;;;;;;;;;;;;x,,
late_1930_navy_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
early_1930_navy_doctrine;Early 1930 Doctrines;;;;;;;;;;;;x,,
early_1930_navy_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
mid_1930_navy_doctrine;Mid 1930 Doctrines;;;;;;;;;;;;x,,
mid_1930_navy_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
late_1930_navy_doctrine;Late 1930 Doctrines;;;;;;;;;;;;x,,
late_1930_navy_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
early_1930_navy_leadership;Early 1930 Leadership;;;;;;;;;;;;x,,
early_1930_navy_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
mid_1930_navy_leadership;Mid 1930 Leadership;;;;;;;;;;;;x,,
mid_1930_navy_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
late_1930_navy_leadership;Late 1930 Leadership;;;;;;;;;;;;x,,
late_1930_navy_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
early_1930_navy_logistics;Early 1930 Logistics;;;;;;;;;;;;x,,
early_1930_navy_logistics_desc;Time goes on - and so does our logistics development.;;;;;;;;;;;;x,,
mid_1930_navy_logistics;Mid 1930 Logistics;;;;;;;;;;;;x,,
mid_1930_navy_logistics_desc;Time goes on - and so does our logistics development.;;;;;;;;;;;;x,,
late_1930_navy_logistics;Late 1930 Logistics;;;;;;;;;;;;x,,
late_1930_navy_logistics_desc;Time goes on - and so does our logistics development.;;;;;;;;;;;;x,,
early_1940_army_armament;Early 1940 Armament;;;;;;;;;;;;x,,
early_1940_army_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
mid_1940_army_armament;Mid 1940 Armament;;;;;;;;;;;;x,,
mid_1940_army_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
late_1940_army_armament;Late 1940 Armament;;;;;;;;;;;;x,,
late_1940_army_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
early_1940_army_doctrine;Early 1940 Doctrines;;;;;;;;;;;;x,,
early_1940_army_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
mid_1940_army_doctrine;Mid 1940 Doctrines;;;;;;;;;;;;x,,
mid_1940_army_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
late_1940_army_doctrine;Late 1940 Doctrines;;;;;;;;;;;;x,,
late_1940_army_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
early_1940_army_leadership;Early 1940 Leadership;;;;;;;;;;;;x,,
early_1940_army_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
mid_1940_army_leadership;Mid 1940 Leadership;;;;;;;;;;;;x,,
mid_1940_army_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
late_1940_army_leadership;Late 1940 Leadership;;;;;;;;;;;;x,,
late_1940_army_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
early_1940_navy_armament;Early 1940 Armament;;;;;;;;;;;;x,,
early_1940_navy_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
mid_1940_navy_armament;Mid 1940 Armament;;;;;;;;;;;;x,,
mid_1940_navy_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
late_1940_navy_armament;Late 1940 Armament;;;;;;;;;;;;x,,
late_1940_navy_armament_desc;Time goes on - and so does our weapon development.;;;;;;;;;;;;x,,
early_1940_navy_doctrine;Early 1940 Doctrines;;;;;;;;;;;;x,,
early_1940_navy_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
mid_1940_navy_doctrine;Mid 1940 Doctrines;;;;;;;;;;;;x,,
mid_1940_navy_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
late_1940_navy_doctrine;Late 1940 Doctrines;;;;;;;;;;;;x,,
late_1940_navy_doctrine_desc;Time goes on - and so does our doctrine development.;;;;;;;;;;;;x,,
early_1940_navy_leadership;Early 1940 Leadership;;;;;;;;;;;;x,,
early_1940_navy_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
mid_1940_navy_leadership;Mid 1940 Leadership;;;;;;;;;;;;x,,
mid_1940_navy_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
late_1940_navy_leadership;Late 1940 Leadership;;;;;;;;;;;;x,,
late_1940_navy_leadership_desc;Time goes on - and so does our leadership development.;;;;;;;;;;;;x,,
early_1940_navy_logistics;Early 1940 Logistics;;;;;;;;;;;;x,,
early_1940_navy_logistics_desc;Time goes on - and so does our logistics development.;;;;;;;;;;;;x,,
mid_1940_navy_logistics;Mid 1940 Logistics;;;;;;;;;;;;x,,
mid_1940_navy_logistics_desc;Time goes on - and so does our logistics development.;;;;;;;;;;;;x,,
late_1940_navy_logistics;Late 1940 Logistics;;;;;;;;;;;;x,,
late_1940_navy_logistics_desc;Time goes on - and so does our logistics development.;;;;;;;;;;;;x,,
build_museum_title;An Archaeological Museum;;;;;;;;;;;;x;
build_museum_desc;Now that we have excavation rights for our expedition, we should establish a National Museum in our capital to house and display the artifacts we plunder--- er, uncover.;;;;;;;;;;;;x;
maya_excavations_title;The Mysterious Ruins of Yucatan;;;;;;;;;;;;x;
maya_excavations_desc;When the Panama Canal was planned, several expeditions were sent into the depths of Central America. The inhabitants of the deep jungles of Yucatan told them stories of ruined cities and ancient treasures. What precious artifacts may be waiting in the depths of the jungle? We should outfit an expedition and seek permission to explore these ruins--- for the advancement of science, naturally!;;;;;;;;;;;;x;
forced_maya_excavations_title;The Mysterious Ruins of Yucatan;;;;;;;;;;;;x;
forced_maya_excavations_desc;When the Panama Canal was planned, several expeditions were sent into the depths of Central America. The inhabitants of the deep jungles of Yucatan told them stories of ruined cities and ancient treasures. What precious artifacts may be waiting in the depths of the jungle? We should outfit an expedition and explore these ruins--- for the advancement of science, naturally! And since we control the region, we can begin directly.;;;;;;;;;;;;x;
pompeji_fiorelli_title;Pompeii Entombed;;;;;;;;;;;;x;
pompeji_fiorelli_desc;Since the rediscovery of the buried city of Pompeii in the 18th century, treasure-hunters, tomb raiders and adventurers have searched for valuable artefacts in the old Roman civitas. A new generation of archaeologists, diligent and experienced in new techniques and with a broader consciousness of scientific approaches, awaits to start new excavations. Giuseppe Fiorelli---one of those archaeologists, and a patriot, too---will develop a new kind of conservation and excavation in the Campanian fields, from which our nation and science will benefit.;;;;;;;;;;;;x;
mesopotamian_excavations_title;The Cradle of Civilization;;;;;;;;;;;;x;
mesopotamian_excavations_desc;Mesopotamia: the onetime home of Babylonia, Akkadia and Assyria holds great promise for archaeological discovery. We've moved beyond the old methods of tomb-raiding and amateur excavations--- we should outfit a modern expedition and seek permission to explore these lands. We might bring back a few trophies for the museum... and learn something along the way.;;;;;;;;;;;;x;
forced_mesopotamian_excavations_title;The Cradle of Civilization;;;;;;;;;;;;x;
forced_mesopotamian_excavations_desc;Mesopotamia: the onetime home of Babylonia, Akkadia and Assyria holds great promise for archaeological discovery. We've moved beyond the old methods of tomb-raiding and amateur excavations--- we should outfit a modern expedition and explore these lands. We might bring back a few trophies for the museum... and learn something along the way. And since we control the region, we can begin directly.;;;;;;;;;;;;x;
inca_excavations_title;The Golden Andes;;;;;;;;;;;;x;
inca_excavations_desc;The discovery of Machu Picchu has sparked new interest in archaeological exploration in the Andes Mountains. Legends tell of lost cities, vast golden treasures and priceless artifacts--- yes, we've heard it all before, but at least we might learn something about history by studying the ruins. We should outfit an expedition and seek permission to explore these ruins--- actually for science, this time.;;;;;;;;;;;;x;
forced_inca_excavations_title;The Golden Andes;;;;;;;;;;;;x;
forced_inca_excavations_desc;The discovery of Machu Picchu has sparked new interest in archaeological exploration in the Andes Mountains. Legends tell of lost cities, vast golden treasures and priceless artifacts--- yes, we've heard it all before, but at least we might learn something about history by studying the ruins. We should outfit an expedition to explore these ruins--- actually for science, this time. And since we control the region, we can begin directly.;;;;;;;;;;;;x;
early_archaeology;Early Archaeology;;;;;;;;;;;;x;
early_archaeology_desc;Archaeology is the study of the activity of ancient civilizations, primarily through the recovery and analysis of the objects and records left behind, including artifacts, architecture, biofacts and cultural landscapes (the archaeological record). Organized study of human antiquity dates back to the days of the Renaissance, but in the 19th century archaeology evolved into a true science. Archaeologists began to investigate various ruins around the world, with the study of ancient Aegean civilization being stimulated by the excavations of Heinrich Schliemann at Troy and of Arthur Evans at Crete, while John Lloyd Stephens was a pivotal figure in the rediscovery of the Maya civilization throughout Central America. However, the methodologies employed by these early archaeologists were problematic by the standards of the 20th century.;;;;;;;;;;;;x;
modern_archaeology;Modern Archaeology;;;;;;;;;;;;x;
modern_archaeology_desc;Archaeological field methods underwent further developments in the late 19th century. One of the leading figures in modern archaeology was Augustus Pitt Rivers, who meticulously excavated Cranborne Chase in southern England, emphasizing that not only items of beauty or value should be recorded, but mundane items as well. He thus helped to differentiate archaeology from mere antiquarianism. Flinders Petrie pioneered a new level of meticulousness in the examination and preservation of artifacts. Archaeologists---once nothing more than tomb raiders---became reputable scientists.;;;;;;;;;;;;x;
EVTNAME201020;A hidden chamber;;;;;;;;;;;;x;
EVTDESC201020;Our archaeologists in Egypt have found a tomb, which seemed plundered by tomb raiders. But when they made further investigations, they found a chamber behind a false wall - full with ancient artefacts.;;;;;;;;;;;;x;
EVTNAME201003;Archaeological expedition;;;;;;;;;;;;x;
EVTDESC201003;A foreign power has asked for access to the jungle region of Yucatan. An expedition of archaeologists was send, lead by representative of the National $FROMCOUNTRY_ADJ$ Museum. They are willing to pay and are also willing to share some of their newly made discoveries.;;;;;;;;;;;;x;
EVTNAME201004;$FROMCOUNTRY$ gives access;;;;;;;;;;;;x;
EVTDESC201004;The government of $FROMCOUNTRY$ has decided to give full access regarding our expedition in the jungle of Yucatan. Our researches can begin.;;;;;;;;;;;;x;
EVTNAME201005;$FROMCOUNTRY$ denies access;;;;;;;;;;;;x;
EVTDESC201005;Unfortunately, $FROMCOUNTRY$ has refused to give us access to the jungle of Yucatan. That was an official statement of the $FROMCOUNTRY_ADJ$ Minister of foreign affairs. Nevertheless, there may be still a chance to get a permission. Our diplomats were able to talk with some deputies, who would talk with the $FROMCOUNTRY_ADJ$ head of state. But without bribing and a share of our research findings, it will be impossible to convince him. And if we succeed, we will be viewed as dishonest in the archaeological and international scene.;;;;;;;;;;;;x;
EVTNAME201006;Presents from $FROMCOUNTRY$;;;;;;;;;;;;x;
EVTDESC201006;$FROMCOUNTRY_ADJ$ diplomats made an offer that we can refuse. They are willing to pay the fivefold price, and will us give even more access to their examination. However, we will be seen as a corrupt country in the archaeological scene.;;;;;;;;;;;;x;
EVTNAME201007;Archaeological expedition;;;;;;;;;;;;x;
EVTDESC201007;A foreign power has asked for access to the Andes Mountains. An expedition of archaeologists was send, lead by representative of the National $FROMCOUNTRY_ADJ$ Museum. They are willing to pay and are also willing to share some of their newly made discoveries.;;;;;;;;;;;;x;
EVTNAME201008;$FROMCOUNTRY$ gives access;;;;;;;;;;;;x;
EVTDESC201008;The government of $FROMCOUNTRY$ has decided to give full access regarding our expedition. Our researches can begin.;;;;;;;;;;;;x;
EVTNAME201009;$FROMCOUNTRY$ denies access;;;;;;;;;;;;x;
EVTDESC201009;Unfortunately, $FROMCOUNTRY$ has refused to give us access to the Andes.;;;;;;;;;;;;x;
EVTNAME201010;Archaeological expedition;;;;;;;;;;;;x;
EVTDESC201010;A foreign power has asked for access to the old ruins of Mesopotamia. An expedition of archaeologists was send, lead by representative of the National $FROMCOUNTRY_ADJ$ Museum. They are willing to pay and are also willing to share some of their newly made discoveries.;;;;;;;;;;;;x;
EVTNAME201011;$FROMCOUNTRY$ gives access;;;;;;;;;;;;x;
EVTDESC201011;The government of $FROMCOUNTRY$ has decided to give full access regarding our expedition in the region of Mesopotamia. Our researches can begin.;;;;;;;;;;;;x;
EVTNAME201012;$FROMCOUNTRY$ denies access;;;;;;;;;;;;x;
EVTDESC201012;The evil $FROMCOUNTRY_ADJ$ are not willing to give us access. In fact, they have denied us every right to visit their lands for now and forever!;;;;;;;;;;;;x;
EVTNAME201013;Archaeological exhibition;;;;;;;;;;;;x;
EVTDESC201013;$COUNTRY$ has become a leading nation in the field of Archaeology. Excavations are held in many exotic places, and our National Museum in $CAPITAL$ has become a major place of archaeological artefacts. A high regarded exhibition is held this week, to celebrate our newly made researchs in Africa, Asia and Southern America.  In fact, $COUNTRY_ADJ$ archaeologists are highly regarded in the world. Precious artefacts, amazing sarcophagues and ancient steles or sculptures are exposed by them on this occasion. People of our nation, neighbours, and even other great powers are guests. Our efforts cause recognition, pride and envy.;;;;;;;;;;;;x;
EVTNAME201014;Archaeological exhibition;;;;;;;;;;;;x;
EVTDESC201014;In $FROMCOUNTRY$, a major archaeological exhibition is held. Finest artefacts and spectacular items are exposed, and it seems, that it becomes a worldwide event. Our own scientists are ashamed.;;;;;;;;;;;;x;
EVTNAME201015;$COUNTRY$, a backward country?;;;;;;;;;;;;x;
EVTDESC201015;The last archaeological exhibition was not without it side effects. We were mocked as 'backward scientists'. Without excavations and expeditions, our prestige has suffered in the international scene. To make things worse: we lack even the basics of archaeological science. If we want to catch up, we must better our methods and educate a new generation of scientists. But without practice, we won't get further. As we can't get access to the exotic places of this world, a commission has proposed to gain experience in a local excavation. If we have an organized and professional troop of archaeologists, we may have more chances in the future.;;;;;;;;;;;;x;
EVTNAME201017;Local excavation;;;;;;;;;;;;x;
EVTDESC201017;It seems, that after years of practising and studying, our scientists have found an interesting place, which was mostly neglected in the past. After weeks of work, we have managed to find old tombs of a prehistoric times. Our archaeologists have gained experience and are looking forward. It seems, that we have started our own archaeological project.;;;;;;;;;;;;x;
EVTNAME201018;Archaeological society;;;;;;;;;;;;x;
EVTDESC201018;Modern science is on the rise. $COUNTRY$, a high regarded nation of historians, philologues and archaeologists, is well-known for its researches. The $COUNTRY_ADJ$ Archaeological Institute was founded today as an association of these groups to make our efforts even more effective.;;;;;;;;;;;;x;
EVTNAME201019;A famous Archaeologist;;;;;;;;;;;;x;
EVTDESC201019;A member of our Archaeological society has become a leading expert with worldwide reputation and many successful excavations all around the world. He introduced new methods and wrote a guide for future generations. He is seen as the most talented man in this field, and $COUNTRY$ is proud of his famous son.;;;;;;;;;;;;x;
EVTNAME201021;An old stele;;;;;;;;;;;;x;
EVTDESC201021;Deep in the jungle, our archaeologists have found an old stele of the classical period. This artefact is not only a wonderful piece of art, but will give us new insight in the ancient world of the Mayas.;;;;;;;;;;;;x;
EVTNAME201022;Mysterious Maya Pyramid;;;;;;;;;;;;x;
EVTDESC201022;Haze lays above the forests and hills of Yucatan. The mist clears up, as our expedition keeps going through the wild and awkward jungle. Jaguars and other ferocious beasts are living in this unspoiled nature. Savages has hunted a group of our team and injured many. They were doomed. Others were infected by Malaria, victims of the feared and bloodthirsty Mosquitos. Only a little grouplet of three persons has survived the exertions. The leader, a man with three-day stubble and a bull-whip in his hand, gives a sign to rest for a while. Steles and rocks with engravings. The whole territory is marked by them. The archaeologist's eyes flit over stairs, destroyed and mossy. The ancient ruin of a Maya pyramid. He pricks up his ears, as one of the heavers raises his hand and shouts: 'Hombre, I think I found the entrance!';;;;;;;;;;;;x;
EVTDESC201023;Our expedition has found an ancient Maya Pyramid in the middle of the jungle of Yucatan. And even more, our chief-archaeologist, René Emile Belloq, was able to get a holy idol, which was coincidentally in the hand of a fedora-wearing american archaeologist. Unfortunately, this poor man was slained by savages of the local Hovito tribe, as Belloq affirms. Now, this wonderful idol will be our new tourist attraction in the Mesoamerican section of the Louvre!;;;;;;;;;;;;x;
EVTNAME201025;Expedition members eaten by Dinosaurs?;;;;;;;;;;;;x;
