EVTDESC140501;A highly respected university professor has written an increasingly influential theory supporting a laissez-faire economic policy. His theory has gained many supporters from the artisans of the state who feel threatened by government ties to factory owners. Through our contacts we have learned that this man is a secret homosexual. We could use this against him publically but doing so will anger the artisans and atheists of the state.;;;;;;;;;;;;;x,,,,,,,
EVTOPTA140501;His private affairs are none of our business.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB140501;Contact a newspaper immediately.;;;;;;;;;;;;;x,,,,,,,
EVTOPTC140501;Throw him in jail for deviant behavior.;;;;;;;;;;;;;x,,,,,,,
EVTNAME140601;Wretched Craftsmen;;;;;;;;;;;;;x,,,,,,,
EVTNAME140601_sub;Workers in Woe;;;;;;;;;;;;;x,,,,,,,
EVTDESC140601;Many of the factory workers in $STATENAME$ live a tragic life. Miserable and dejected," these poor souls are unable to fulfill even the most basic life needs. Among their flimsy shanties and squalid alleys a champion has risen among them. He preaches a new system to the hopeless masses in which every willing man and woman has a job and is provided for. A system in which the rich do not prey upon the weak. Factory workers across the state are heeding his words and the capitalists are fearful of the consequences. We could arrange an ""accident"" during his shift but that will cause great unrest among the workers.;;;;;;;;;;;;;x",,,,,,
EVTOPTA140601;His next shift will be his last.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB140601;Their opinions matter not.;;;;;;;;;;;;;x,,,,,,,
EVTNAME140701;Evil at the Altar;;;;;;;;;;;;;x,,,,,,,
EVTNAME140701_sub;There's Something Rotten in the Choir;;;;;;;;;;;;;x,,,,,,,
EVTDESC140701;A dark and terrible secret has been brooding among the clergy in $STATENAME$. Whispers in dark corners speak of a deranged priest molesting young children. This pedophile has gone unchecked for quite some time while the rest of the clergy maintained disbelief. Now he is being shuffled about, moved from one parish to another, in order to cover up the story and secure the church's reputation. Rumours of his existence are spreading throughout the populace and the church is begging us to let them handle the matter. They claim that a public hearing would cause their flock to lose faith.;;;;;;;;;;;;;x,,,,,
EVTOPTA140701;If the church will not provide justice, the state gallows will.;;;;;;;;;;;;;x,,,,,,
EVTOPTB140701;This is a great evil, but the faithful must not fall into unholy disbelief.;;;;;;;;;;;;;x,,,,,,
EVTNAME140801;Tensions in the Graveyard;;;;;;;;;;;;;x,,,,,,,
EVTNAME140801_sub;Corpses Recourses;;;;;;;;;;;;;x,,,,,,,
EVTDESC140801;One of the larger places of worship for our predominant faith in $STATENAME$ has started construction on an expansion. The construction workers have discovered a previously unknown graveyard on the expansion's land that houses the dead of a religious minority. The minority's leaders have insisted that the government halt the expansion. Doing so will appease the minority, but the clergy and moralists will be upset that a chance to put our faith forcefully above all others was missed, especially since the ground has already been consecrated.;;;;;;;;;;;;;x,,,,,
EVTOPTA140801;Corpses make excellent foundations.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB140801;We will respect their ancestors.;;;;;;;;;;;;;x,,,,,,,
EVTNAME140901;Tablets at the Courthouse;;;;;;;;;;;;;x,,,,,,,
EVTNAME140901_sub;Engravings Causing Ravings;;;;;;;;;;;;;x,,,,,,,
EVTDESC140901;In order to emphasize the multi-religious makeup of $STATENAME$ and the law's relationship with the divine, a courthouse in $STATENAME$ has taken upon itself to install a series of reliefs along its walls detailing great lawbringers from various faiths. The placement of such large and overtly religious carvings has caused a fiery debate to break out between those advocating a seperatation of religion and state and those who applaud the addition of pluralistic religious ideals to the courthouse. With whom shall we side?;;;;;;;;;;;;;x,,,,,,
EVTOPTA140901;Smash the reliefs into little bits.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB140901;You shall not call religion to the bench.;;;;;;;;;;;;;x,,,,,,,
EVTNAME141001;Alleyway Brutality;;;;;;;;;;;;;x,,,,,,,
EVTNAME141001_sub;Minorities Under Attack;;;;;;;;;;;;;x,,,,,,,
EVTDESC141001;A teenage girl was found beaten and raped in a cultural minority's section of a city in $STATENAME$. Since the authorities have no leads, members of our primary culture have taken it upon themselves to seek retribution on the minority and anti-minority sentiments are becoming widespread. The local government has turned a blind eye to the whole matter and let the attacks of retribution be carried out. Many people in $STATENAME$ are now calling for severe restrictions to be placed upon the minorities in the nation. Bringing the retribution-seeking attackers to justice probably will not abate the anti-minority sentiments. However, we could falsify an investigation into the rape and claim it was in fact not committed by a minority.;;;;;;;;;;;;;x,,,,,
EVTOPTA141001;Let the bigotry flow high and wide.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB141001;Bring the retribution-seekers to justice.;;;;;;;;;;;;;x,,,,,,,
EVTOPTC141001;Falsify a rape investigation to calm the masses.;;;;;;;;;;;;;x,,,,,,,
EVTNAME141101;A Place to Call Home;;;;;;;;;;;;;x,,,,,,,
EVTNAME141101_sub;My Four Walls and Nobody Else's;;;;;;;;;;;;;x,,,,,,,
EVTDESC141101;Minorities in $STATENAME$ are starting to gather and protest over the right to own property. Dishonest landowners in the state have repeatedly abused the minorities by collecting rent and then evicting them on false charges. The minorities have little legal recourse as their rights are almost non-existant. Recently, a family of immigrants who were wrongfully evicted from their residence died from exposure during an extremely cold night. Newspapers have picked up the story and are inflaming public opinion against our residency laws. We could let the anti-residency sentiments grow," or we could pay off some newspapers to run an opposing story detailing the ""uncouth and devious"" nature of the minority's culture.;;;;;;;;;;;;;x",,,,,
EVTOPTA141101;These people are humans and they deserve rights.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB141101;Run the counter-story and keep them repressed.;;;;;;;;;;;;;x,,,,,,,
EVTNAME141201;Every Man's Right;;;;;;;;;;;;;x,,,,,,,
EVTNAME141201_sub;The Minority Vote;;;;;;;;;;;;;x,,,,,,,
EVTDESC141201;Minorities in $STATENAME$ have gradually lifted themselves out of poverty and into the middle class. They have started their own sports organizations, newspapers, and religious centers. A particularly racist and sharply divided town in $STATENAME$ has voted in a series of laws that effectively bans a large minority's most important cultural festival. The laws probably would not have garnered enough votes if cultural minorities were allowed to vote. The debate about spreading full citizenship to minorities is raging among the state's newspapers and those in favor of full citizenship seem to be gaining the most sympathy. To stop this movement we could stage an arson attack on the racist town's city hall and make it look like the minority was behind it.;;;;;;;;;;;;;x,,,,,
EVTOPTA141201;Framing an arson attack on minorities? Brilliant.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB141201;Let the debate take its course.;;;;;;;;;;;;;x,,,,,,,
EVTNAME141301;Foreign Goods;;;;;;;;;;;;;x,,,,,,,
EVTNAME141301_sub;Made in Where?;;;;;;;;;;;;;x,,,,,,,
EVTDESC141301;Artisans in $STATENAME$ fear for their livelihoods. In every stall in every market there seems to be more and more goods stocked from abroad. The artisans have started a public campaign to sway the rest of the population towards protectionism. Their rallying cry is simple and blunt: 'our nation, our markets, and our goods'. We could launch a public relations campaign detailing the importance of free trade to our export industry but such a move will disgruntle our artisans.;;;;;;;;;;;;;x,,,,,
EVTOPTA141301;Launch the counter-campaign.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB141301;Our nation, our markets, and our goods indeed.;;;;;;;;;;;;;x,,,,,
EVTNAME141401;An Open Market;;;;;;;;;;;;;x,,,,,,,
EVTNAME141401_sub;Factories Push for Free Trade;;;;;;;;;;;;;x,,,,,,,
EVTDESC141401;An association of capitalists in $STATENAME$ have begun a public relations campaign educating their workers on the value of free trade. They have quite successfully persuaded the clerks and craftsmen of the state that free trade is in their and the factories' best interest. The free trade campaign has begun to make an impact on the population as a whole. We could launch a counter campaign emphasizing the necessity of protectionism to many facets of our economy but that would greatly upset the capitalists.;;;;;;;;;;;;;x,,,,,,,
EVTOPTA141401;Launch the counter campaign.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB141401;Free trade is the path to prosperity.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999000;National Debate: Trade Policy;;;;;;;;;;;;;x,,,,,,,
EVTDESC999000;The intensive election campaign has reached the boiling point in $COUNTRY$, where a fierce trade policy debate pits the friends of free trade against the pals of protectionism in a rough rumble-and-tumble to determine the future of our nation's traders. Free-traders argue that goods must be allowed to freely cross all borders, while protectionists argue that our nation's fragile industries need protection from dangerous foreign competition threatening to undo them. Which path will $COUNTRY$ tread, as it decides on: Free trade, or Protectionism?;;;;;;;;;;;;;x,,,
EVTOPTA999000;Our trade must be protected from destructive foreign competition!;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999000;Let the debate take its own course, and let the chips fall where they may!;;;;;;;;;;;;;x,,,,,,
EVTOPTC999000;Freedom of trade shall not perish from this Earth!;;;;;;;;;;;;;x,,,,,,,
EVTNAME999001;National Debate: Economic Policy;;;;;;;;;;;;;x,,,,,,,
EVTDESC999001;The debate had been going on for several hours, when a candidate stepped forward and presented arguments for their cause which silenced all opponents.;;;;;;;;;;;;;x,,,,,,
EVTOPTA999001;Decisive arguments for Laissez Faire.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999001;Decisive arguments for Interventionism.;;;;;;;;;;;;;x,,,,,,,
EVTOPTC999001;Decisive arguments for State Capitalism.;;;;;;;;;;;;;x,,,,,,,
EVTOPTD999001;Decisive arguments for Planned Economy.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999002;National Debate: Religious Policy;;;;;;;;;;;;;x,,,,,,,
EVTDESC999002;'The morality and virtue of our people have started to decline!' This statement caused much stir among the debaters of toleration and religious plurality. They have started to question the country's view on religion.;;;;;;;;;;;;;x,,,,,,,
EVTOPTA999002;There are no Gods!;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999002;Religion is not a political issue!;;;;;;;;;;;;;x,,,,,,,
EVTOPTC999002;Let the people have their faith.;;;;;;;;;;;;;x,,,,,,,
EVTOPTD999002;There is one faith and one faith only!;;;;;;;;;;;;;x,,,,,,,
EVTNAME999003;National Debate: Citizenship Policy;;;;;;;;;;;;;x,,,,,,,
EVTDESC999003;Two debaters are arguing heatedly about their views. The rest of the hall sits dumbfounded when words like aliens, minorities, ethnic and cultural groups are thrown between the two. One wish that immigrants should adapt to the dominant culture while the other believes that they should retain their cultural heritage.;;;;;;;;;;;;;x,,,,,
EVTOPTA999003;Give them residency.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999003;We need to limit their citizenship.;;;;;;;;;;;;;x,,,,,,,
EVTOPTC999003;Let them have full citizenship.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999004;National Debate: War Policy;;;;;;;;;;;;;x,,,,,,,
EVTDESC999004;Patriots and pacifists are fighting in the townhouse, using words to hurt and kill their enemies. A long since dead and buried dispute between $COUNTRY$ and its neighbor has once again shown its ugly head. Patriots wish to invade the country while pacifists believe that there are other ways to resolve the dispute.;;;;;;;;;;;;;x,,,,,,
EVTOPTA999004;We are patriots and we are going to fight for our country!;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999004;Violence can be used, but in this situation it would be meaningless.;;;;;;;;;;;;;x,,,,,,
EVTOPTC999004;War between countries is never good.;;;;;;;;;;;;;x,,,,,,,
EVTOPTD999004;This can be solved without violence.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999010;The Political Campaign Of $YEAR$;;;;;;;;;;;;;x,,,,,,,
EVTDESC999010;The $COUNTRY_ADJ$ political parties have begun a nationwide election campaign. So far, the effects have been quite limited, but in the end, one party will gain the upper hand. Advisors state that we could try to influence the outcome ourselves.;;;;;;;;;;;;;x,,,,
EVTOPTA999010;Support the Conservative parties!;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999010;Support the Reactionary parties!;;;;;;;;;;;;;x,,,,,,,
EVTOPTC999010;Support the Liberal parties!;;;;;;;;;;;;;x,,,,,,,
EVTOPTD999010;Let the campaigns take their course and do not intervene.;;;;;;;;;;;;;x,,,,,,,
EVTOPTE999011;Support the Anarcho-Liberal parties!;;;;;;;;;;;;;x,,,,,,,
EVTOPTF999012;Support the Socialist parties!;;;;;;;;;;;;;x,,,,,,,
EVTOPTG999014;Support the Communist parties!;;;;;;;;;;;;;x,,,,,,,
EVTOPTH999015;Support the Fascist parties!;;;;;;;;;;;;;x,,,,,,,
EVTNAME999020;Calm Elections;;;;;;;;;;;;;x,,,,,,,
EVTDESC999020;The remaining election campaign of $YEAR$ has been unusually quiet. The political parties have had no pressing issues which have gripped the country's attention,  and the election seems to be passing without any national debates or events.;;;;;;;;;;;;;x,,,,,,
EVTOPTA999020;There shall be peace and quite in our time.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999021;Violent Elections;;;;;;;;;;;;;x,,,,,,,
EVTDESC999021;The election campaign of $YEAR$ has been unusually violent. Only a few days after the campaign had begun, the first incidents started. Strikes occured in several large factories, with incidents of streetfighting in most major cities. Paramilitary groups have threatened voters of opposing ideologies, while radicals have staged attacks on political enemies. The $COUNTRY_ADJ$ police are tirelessly to get the situation under control, but it looks as if $COUNTRY$ is in for a contentious election.;;;;;;;;;;;;;x,,,
EVTOPTA999021;Outrageous!;;;;;;;;;;;;;x,,,,,,,
EVTNAME999022;Riots!;;;;;;;;;;;;;x,,,,,,,
EVTDESC999022;The tensions from the current election campaign have escalated, with disorder spreading fast in $CAPITAL$ and spreading elsewhere. Advisors are recommending that the military be brought into the capital to restore order, though doing so will only contain the violence at best.;;;;;;;;;;;;;x,,,,,
EVTOPTA999022;Send in the army. Order must be restored.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999022;Let the riots play their course.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999030;Surge Of Socialism;;;;;;;;;;;;;x,,,,,,,
EVTDESC999030;It looks like the socialists have a talent in the current election to find the right words when and where they are needed: All over $COUNTRY$ their new agenda has persuaded a lot of people to join their cause.;;;;;;;;;;;;;x,,,,,,,
EVTOPTA999030;We will have an eye on this.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999031;Surge Of Communism;;;;;;;;;;;;;x,,,,,,,
EVTDESC999031;It looks like the communists have a talent in the current election to find the right words when and where they are needed: All over $COUNTRY$, their new agenda has persuaded a lot of people to join their cause.;;;;;;;;;;;;;x,,,,,,
EVTOPTA999031;We will have an eye on this.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999032;Surge Of Fascism;;;;;;;;;;;;;x,,,,,,,
EVTDESC999032;It looks like the fascists have a talent in the current election to find the right words when and where they are needed: All over$COUNTRY$, their new agenda has persuaded a lot of people to join their cause.;;;;;;;;;;;;;x,,,,,,
EVTOPTA999032;We will have an eye on this.;;;;;;;;;;;;;x,,,,,,,
election_cooldown;Ongoing Elections;;;;;;;;;;;;;x,,,,,,,
desc_election_cooldown;Our voters are currently debating and discussing all important issues.;;;;;;;;;;;;;x,,,,,,,
violent_elections;Violent Elections;;;;;;;;;;;;;x,,,,,,,
desc_violent_elections;The current elections turned out have a quite violent undertone in the ongoing campaigns.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999033;Surge Of Liberalism;;;;;;;;;;;;;x,,,,,,,
EVTDESC999033;It looks like the liberals have a talent in the current election to find the right words when and where they are needed: All over $COUNTRY$ their new agenda has persuaded a lot of people to join their cause.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999040;National Debate: Voting Rights;;;;;;;;;;;;;x,,,,,,,
EVTDESC999040;'Why should only the rich be allowed to vote? We also pay taxes, so why shouldn't we have something to say in politics?' \n\nThe industrial revolution has empowered the middle class. More and more businessmen are making more and more money. It seems only natural that they demand voting rights.;;;;;;;;;;;;;x,,,,,,
EVTOPTA999040;They are right - support their reform.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999040;Voting rights for the middle class? Nay!;;;;;;;;;;;;;x,,,,,,,
EVTOPTC999040;A reform is long past due - issue a new voting right.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999041;Voting Rights Discussion;;;;;;;;;;;;;x,,,,,,,
EVTDESC999041;'...and mind you, we even pay way higher taxes then they do! Still, their votes are worth more than ours - I ask you: is that really fair?' \n\nWhile being allowed to vote, the middle class feels diminished by the current weighted voting rights, and the subject has been repeatedly raised in the current election.;;;;;;;;;;;;;x,,,
EVTOPTA999041;Sounds like a good idea, I guess.;;;;;;;;;;;;;x,,,,,,
EVTOPTB999041;Stop these ungrateful wretches!;;;;;;;;;;;;;x,,,,,,,
EVTOPTC999041;We shall do this right away!;;;;;;;;;;;;;x,,,,,,,
EVTNAME999042;Voting Rights Discussion;;;;;;;;;;;;;x,,,,,,,
EVTDESC999042;'Why is everyone trying to keep us out of politics? Because we are uneducated? They call us minors, but that is a lie! Our sweet and toil has brought the nation forward! We have waited long enough - now we demand our just due!' \n\nThe subject of voting rights for the poor has been repeatedly raised in the current election.;;;;;;;;;;;;;x,,,,,,
EVTOPTA999042;Better late then never.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999042;Better never than ever.;;;;;;;;;;;;;x,,,,,,,
EVTOPTC999042;Better now than later.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999043;Voting Rights Discussion;;;;;;;;;;;;;x,,,,,,,
EVTDESC999043;'We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty, and the Pursuit of Happiness. That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed' \n - Thomas Jefferson;;;;;;;;;;;;;x
EVTOPTA999043;A rightful initiative.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999043;Enough is enough! Stop that nonsense!;;;;;;;;;;;;;x,,,,,,,
EVTOPTC999043;Equal votes for equal chances - NOW!;;;;;;;;;;;;;x,,,,,,,
EVTNAME999044;Right In The Face;;;;;;;;;;;;;x,,,,,,,
EVTDESC999044;'They have beaten me, again and again. Why? Because I am a proud citizen who will speak the truth! I don't believe that the ruling party will save us. And my weapon is logic, but theirs is the stick.'\n\nThe issue of political party harassment has been repeatedly raised in the current election.;;;;;;;;;;;;;x,,,,,
EVTOPTA999044;This has to stop!;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999044;There is no need to change the system.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999045;Election Fraud!;;;;;;;;;;;;;x,,,,,,,
EVTDESC999045;'Why are they allowed to change the rules during an election? Drawing random borders to scatter those who won't vote for them is not fair. It is fraud, I tell you! They divided our district between four others, because they knew how we would vote. FRAUD! That's what it is, I tell you!'\n\nThe issue of voter district gerrymandering has been repeatedly raised in the current election.;;;;;;;;;;;;;x,,,,
EVTOPTA999045;You are right, we have to do something.;;;;;;;;;;;;;x,,,,,,
EVTOPTB999045;Want me to play the world's smallest violin?;;;;;;;;;;;;;x,,,,,,,
EVTNAME999046;Request For Privacy;;;;;;;;;;;;;x,,,,,,,
EVTDESC999046;'Why does everyone stare at me when I make my vote? Do they really need to know? It is not like I am committing a crime or something, I simply want to vote in peace. Without having half of the polling station looking at me, that is.';;;;;;;;;;;;;x,,,,,
EVTOPTA999046;I guess some privacy would be in order.;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999046;What's next? Blindfolds?;;;;;;;;;;;;;x,,,,,,,
EVTNAME999049;National Debate: Unemployment;;;;;;;;;;;;;x,,,,,,,
EVTDESC999049;The election is almost over, but liberals and socialists are still arguing about the current state of affairs. Unemployment is a problem, but both sides have decisive arguments for what they think has to be done.;;;;;;;;;;;;;x,,,,,
EVTOPTA999049;The liberals are right!;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999049;The socialists are right!;;;;;;;;;;;;;x,,,,,,,
EVTOPTC999049;Do not get involved in the debate.;;;;;;;;;;;;;x,,,,,,,
EVTNAME999050;Unemployment Issues;;;;;;;;;;;;;x,,,,,,,
EVTDESC999050;Unemployment is still an important issue in $COUNTRY$, but all our recent attempts to crate new jobs have failed. During the election of $YEAR$, communists and fascists argued that their dogma is the only one that will give work to the people.;;;;;;;;;;;;;x,,,,,
EVTOPTA999050;Communism is our only hope!;;;;;;;;;;;;;x,,,,,,,
EVTOPTB999050;Fascism is our only hope!;;;;;;;;;;;;;x,,,,,,,
EVTOPTC999050;Social reform can be achieved without radicalism.;;;;;;;;;;;;;x,,,,,,,
EVTOPTD999049;Do not get involved in the debate.;;;;;;;;;;;;;x,,,,,,,
social_reform_movement;Social Reform Movement;;;;;;;;;;;;;x,,,,,,,
desc_social_reform_movement;Socialists and communists have initiated a countrywide agenda for better living conditions.;;;;;;;;;;;;;x,,,,,,,
