#Tech and invention localisation;;;;;;;;;;;;;;
post_nelsonian_thought_desc;Post-Nelsonian Thought;Pensée post-nelsonnienne;Postnelsonianischer Gedanke;;;;;;;;;;;
battleship_column_doctrine;Battleship Column Doctrine;Doctrine de colonne de cuirassés;Schlachtschiffkonzentrations-Doktrin;;;;;;;;;;;
battleship_column_doctrine_desc;Battleship Column Doctrine;Doctrine de colonne de cuirassés;Schlachtschiffkonzentrations-Doktrin;;;;;;;;;;;
raider_group_doctrine;Raider Group Doctrine;Doctrine de groupe de chasse;Kapergruppendoktrin;;;;;;;;;;;
raider_group_doctrine_desc;Raider Group Doctrine;Doctrine de groupe de chasse;Kapergruppendoktrin;;;;;;;;;;;
blue_and_brown_water_schools;Blue and Brown Water Schools;École des eaux brunes;Blau- und Braunwasserschulen;;;;;;;;;;;
blue_and_brown_water_schools_desc;Blue and Brown Water Schools;École des eaux brunes;Blau- und Braunwasserschulen;;;;;;;;;;;
high_sea_battle_fleet;High Sea Battle Fleet;Flotte de guerre de haute mer;Hochsee-Schlachtflotte;;;;;;;;;;;
high_sea_battle_fleet_desc;High Sea Battle Fleet;Flotte de guerre de haute mer;Hochsee-Schlachtflotte;;;;;;;;;;;
modern_naval_doctrine;Modern Naval Doctrine;Doctrine navale moderne;Moderne Marinedoktrin;;;;;;;;;;;
modern_naval_doctrine_desc;Modern Naval Doctrine;Doctrine navale moderne;Moderne Marinedoktrin;;;;;;;;;;;
clipper_design;Clipper Design;Clipper;Klipper-Design;;;;;;;;;;;
clipper_design_desc;Clipper Design;Clipper;Klipper-Design;;;;;;;;;;;
steamers;Steamers;Steamers;Dampfschiffe;;;;;;;;;;;
steamers_desc;Steamers;Steamers;Dampfschiffe;;;;;;;;;;;
iron_steamers;Iron Steamers;Steamers en fer;Eisendampfer;;;;;;;;;;;
iron_steamers_desc;Iron Steamers;Steamers en fer;Eisendampfer;;;;;;;;;;;
