#Localisations that are probably not used in-game anymore;;;;;;;;;;;;;;
#Kept as redundancy and in order to find misnamed/-spelled keys;;;;;;;;;;;;;;
#events;;;;;;;;;;;;;;
EVTNAME999000;National Debate: Trade Policy;;;;;;;;;;;;;
EVTOPTB999003;We need to limit their citizenship.;;;;;;;;;;;;;
EVTOPTC999003;Let them have full citizenship.;;;;;;;;;;;;;
EVTNAME999004;National Debate: War Policy;;;;;;;;;;;;;
EVTDESC999004;Patriots and pacifists are fighting in the townhouse, using words to hurt and kill their enemies. A long since dead and buried dispute between $COUNTRY$ and its neighbor has once again shown its ugly head. Patriots wish to invade the country while pacifists believe that there are other ways to resolve the dispute.;;;;;;;;;;;;;
EVTOPTA999004;We are patriots and we are going to fight for our country!;;;;;;;;;;;;;
EVTOPTB999004;Violence can be used, but in this situation it would be meaningless.;;;;;;;;;;;;;
EVTOPTC999004;War between countries is never good.;;;;;;;;;;;;;
EVTOPTD999004;This can be solved without violence.;;;;;;;;;;;;;
EVTNAME999020;Calm Elections;;;;;;;;;;;;;
EVTDESC999020;The remaining election campaign of $YEAR$ has been unusually quiet. The political parties have had no pressing issues which have gripped the country's attention,  and the election seems to be passing without any national debates or events.;;;;;;;;;;;;;
EVTOPTA999020;There shall be peace and quite in our time.;;;;;;;;;;;;;
EVTNAME999021;Violent Elections;;;;;;;;;;;;;
EVTDESC999021;The election campaign of $YEAR$ has been unusually violent. Only a few days after the campaign had begun, the first incidents started. Strikes occured in several large factories, with incidents of streetfighting in most major cities. Paramilitary groups have threatened voters of opposing ideologies, while radicals have staged attacks on political enemies. The $COUNTRY_ADJ$ police are tirelessly to get the situation under control, but it looks as if $COUNTRY$ is in for a contentious election.;;;;;;;;;;;;;
EVTOPTA999021;Outrageous!;;;;;;;;;;;;;
EVTOPTA999032;We will have an eye on this.;;;;;;;;;;;;;
EVTOPTC999040;A reform is long past due - issue a new voting right.;;;;;;;;;;;;;
EVTNAME999041;Voting Rights Discussion;;;;;;;;;;;;;
EVTOPTC999041;We shall do this right away!;;;;;;;;;;;;;
EVTNAME999042;Voting Rights Discussion;;;;;;;;;;;;;
EVTOPTC999042;Better now than later.;;;;;;;;;;;;;
EVTNAME999043;Voting Rights Discussion;;;;;;;;;;;;;
EVTOPTC999043;Equal votes for equal chances - NOW!;;;;;;;;;;;;;
EVTNAME999050;Unemployment Issues;;;;;;;;;;;;;
EVTOPTD999049;Do not get involved in the debate.;;;;;;;;;;;;;
EVTNAME10222;The French Revolution of $YEAR$;;;;;;;;;;;;;
EVTDESC10222;Angry crowds have flooded the streets of Paris, shouting cries of 'Down with the King!' and 'Long live the Reform!'. They have erected barricades in the streets and fighting has broken out with the Parisian municipal guards. With the city having been completely closed off from outside help, these crowds have begun to march on the royal palace. Our king has had no choice but to abdicate and flee the country.;;;;;;;;;;;;;
EVTNAME10223;Louis-Napoleon's Coup d'Etat;;;;;;;;;;;;;
EVTDESC10223;Facing the prospect of losing the presidential election, the popular Louis-Napoleon has launched a coup d'etat and overthrown the French government. Loyal members of the army have locked down strategic locations in Paris, and the Assemblée Nationale has been dissolved, leaving Louis-Napoleon as the undisputed ruler of the country. He has been christened Napoléon III, regaining his uncle's throne as the Emperor of France.;;;;;;;;;;;;;
EVTNAME10224;Emperor Napoleon Deposed;;;;;;;;;;;;;
EVTDESC10224;Angered by the inability of France to prevent the formation of Germany, as well as the humiliating loss of Alsace-Lorraine, the government has deposed Emperor Napoleon. We must choose what form our new government is to take.;;;;;;;;;;;;;
EVTNAME11104;Revolution in $FROMCOUNTRY$!;;;;;;;;;;;;;
EVTDESC11104;A pro-$UNION_ADJ$ revolution has taken hold in $FROMCOUNTRY$. Its liberal leaders believe that $COUNTRY$ is the nation best-suited to unite all of $CULTURE_GROUP_UNION$, and thus have sworn to support us until the union is ready to occur.;;;;;;;;;;;;;
EVTNAME11106;The $FROMCOUNTRY_ADJ$ Proposal;;;;;;;;;;;;;
EVTDESC11106;$MONARCHTITLE$, the $FROMCOUNTRY_ADJ$ ambassador has presented us with news from the recent parliament of German revolutionaries. $FROMCOUNTRY$ has agreed to assemble a federation of German states, with the goal of eventually forming a greater Germany. If we do not agree,it is possible that $FROMCOUNTRY$ will attempt to take our lands by force.;;;;;;;;;;;;;
EVTNAME11108;Slavic Unification;;;;;;;;;;;;;
EVTDESC11108;The call has gone out for the Slavic nations of the Balkans to finally unite under a common banner, to resist the encroachment of the Austrians and Turks as well as other European powers. Yugoslavia, it is said, will be a power to rival even its most powerful neighbours. Whether this new nation would succeed in holding together a people divided by centuries of bitter warfare is best left for speculation.;;;;;;;;;;;;;
EVTNAME11109;The Creation of Greater Finland;;;;;;;;;;;;;
EVTDESC11109;The call has gone out for the Ugric nations of Greater Finland to finally unite under a common banner, to resist the encroachment of the Russians as well as other European powers. This new nation, it is said, will be a power to rival even its most powerful neighbours.;;;;;;;;;;;;;
EVTNAME11110;A North German Union?;;;;;;;;;;;;;
EVTDESC11110;An open discussion amongst liberals in $COUNTRY$ has been occurring regarding the formation of a confederation of North German states. Conditions have never been right for it in the past, but many believe such a union is needed if the Germans are ever to have true security and take their place among the powers of the world. A $COUNTRY_ADJ$-led movement to create such a confederation might go over well with our neighbours, if we made the attempt to create it.;;;;;;;;;;;;;
EVTDESC13240_NEW;The oil lamp flickered, casting an orange, sooty glow across the moist brown of the cargo hold. The average ship docking in $COUNTRY$ carried very little to raise an eyebrow, but years of being fooled and fooled again by foreign merchants, trying to dodge some excise or other, had left him with a sixth sense for when things were out of order. A rat scurrying between some crates tipped him off. A sweet, pungent scent too familiar not to be alluring. Opium. A cargo hold full of opium.;;Die Öllampe flackerte und schien ein rußig-oranges Glühen über das feuchte Braun des Frachtraums. Das durchschnittlich aussehende Schiff, das in $PROVINCENAME$ vor Anker lag, führte wenig mit sich, das auch nur ein Augenbrauenheben verursachen würde, doch Jahre der Erfahrung mit ausländischen Kaufleuten, die immer wieder versuchten, ihn aufs Kreuz zu legen und Steuern zu umgehen, hatten ihm einen sechsten Sinn dafür eingebracht, wann etwas nicht in Ordnung war. Eine zwischen einigen Kisten umherhuschende Ratte hatte es ihm verraten. Ein süßlicher Geruch, zu vertraut, um nicht verlockend zu wirken. Opium. Ein ganzer Frachtraum voller Opium.;;;;;;;;;;;
EVTNAME13365;Boxers Occupy Foreign-Held Lands;;;;;;;;;;;;;
EVTDESC13365;The Righteous Society of Harmonious Fists have invaded lands currently owned by a colonial power, but which rightfully belong to the Chinese. More than that, they have successfully occupied the territory and rebuffed efforts by westerners to take it back. We can attempt to stake our claim over the land once again," though if we do it is all but tantamount to a declaration of war-- and, considering the state the Qing Empire is in", it might be a war in which we stand to lose more than we gained.;;;;;;;;;;;;;
EVTNAME13370;The Boxers Victorious!;;;;;;;;;;;;;
EVTDESC13370;$CAPITAL$ has been occupied by the Righteous Society of Harmonious Fists, who have successfully driven foreign influence out of the country and restored it to its traditional policies of isolationism. What repercussions this will cause with the western powers remains to be seen, but for the moment the Empire stands triumphant.;;;;;;;;;;;;;
EVTNAME16401;$FROMCOUNTRY$ Applies For Statehood!;;;;;;;;;;;;;
EVTDESC16401;Yesterday morning we recieved a petition from the $FROMCOUNTRY_ADJ$ government, requesting Statehood in the United States of Central America. A state constitution has been submitted, along with maps defining the state's territorial boundries. Common opinion seems to hold it a forgone conclusion that we will accept this petition for statehood and forever join $FROMCOUNTRY$ into our prosperous $COUNTRY_ADJ$ republic.;;;;;;;;;;;;;
EVTNAME32509_NEW;the Alaskan Purchase;;;;;;;;;;;;;
EVTDESC32509_NEW;We hear word from the Russian ambassador that they are willing to sell their Alaskan colony to us, for the right price. Perhaps we should consider making an offer before someone else snaps it up? The land isn't worth much at the moment, but owning Alaska would be a boon to our prestige.;;;;;;;;;;;;;
EVTNAME32510_NEW;the Alaskan Purchase;;;;;;;;;;;;;
EVTDESC32510_NEW;We have received an offer from $FROMCOUNTRY$ to purchase the Alaskan colony. Should we accept?;;;;;;;;;;;;;
EVTNAME32512;Intervention in Hungary?;;;;;;;;;;;;;
EVTDESC32512;The Hungarian revolution in Austria sets a dangerous precedent. There are far too many minorities in $COUNTRY$ who might look to the Hungarians as an inspiration, and who would rise up as well if we do not set a firm example. No matter our relation with the Austrian government, we must consider intervention against the Hungarian rebels or possibly face similar uprisings at home.;;;;;;;;;;;;;
EVTNAME32513;The Caucasian War;;;;;;;;;;;;;
EVTDESC32513;The Russian annexation of the Caucasus twenty years ago has met with increasing bitterness and anger among the local populace, tribal groups that are angry with the Russian administration and have declared that their homelands shall be freed from our rule. This has become a problem as rebels take to the highlands, and rooting them out may take a very long time indeed.;;;;;;;;;;;;;
EVTNAME32515;the Treaty of Tartu;;;;;;;;;;;;;
EVTDESC32515;Now that Finland is free from $COUNTRY_ADJ$ rule, their government has approached us to engage in territorial talks. They are interested in the northern strip of land known as Petsamo, and the access to the Arctic Ocean it offers, as well as discussing Russian claims to Viipuri. If we give them what they're looking for, $COUNTRY$ looks good in the eyes of the international community and we gain an ally-- but perhaps we do not need Finland as an ally?;;;;;;;;;;;;;
EVTNAME32516;Russia Has Refused;;;;;;;;;;;;;
EVTDESC32516;Russia has refused to sign the Treaty of Tartu, raising the spectre of war between our nations. Perhaps we should consider surrendering southern Karelia before the Russians come and take it from us?;;;;;;;;;;;;;
EVTNAME32550;The Belize Purchase?;;;;;;;;;;;;;
EVTDESC32550;Central American delegates have recently come in from London in hopes of purchasing British Belize. What should we do?;;;;;;;;;;;;;
EVTNAME32551;$FROMCOUNTRY$ Accepts!;;;;;;;;;;;;;
EVTDESC32551;$FROMCOUNTRY$ has agreed to sell Belize to us! Long live the United States of Central America!;;;;;;;;;;;;;
EVTNAME32552;$FROMCOUNTRY$ Declines!;;;;;;;;;;;;;
EVTDESC32552;$MONARCHTITLE$, negotiations with $FROMCOUNTRY$ over Belize have stalled, and they have declined to sell us the colony.;;;;;;;;;;;;;
EVTNAME33006;Trade For Heligoland?;;;;;;;;;;;;;
EVTDESC33006;$FROMCOUNTRY$ has approached us with a proposition: a trade of one of our colonial states in exchange for the island of Heligoland. It's an exorbitant price for such a small island, but the alternative would be to go to war. Shall we agree to the treaty?;;;;;;;;;;;;;
EVTNAME33007;Germany Agrees;;;;;;;;;;;;;
EVTDESC33007;Germany has agreed to the proposed trade for Heligoland.;;;;;;;;;;;;;
EVTNAME33008;Germany Has Refused;;;;;;;;;;;;;
EVTDESC33008;Germany has refused the proposed trade for Heligoland.;;;;;;;;;;;;;
EVTNAME33009;For the Glory of Germany;;;;;;;;;;;;;
EVTDESC33009;The lands of Alsace-Lorraine rightfully belong in the hands of the German people. Perhaps the time has come to reclaim them from the French, and show the world what a united and glorious Germany can achieve? Either that or perhaps we should renounce our claims to those lands once and for all, despite the blow to our prestige and our pride.;;;;;;;;;;;;;
EVTNAME33010;Alsace-Lorraine is Lost;;;;;;;;;;;;;
EVTDESC33010;We have failed to recover Alsace-Lorraine from the hated French. Many are suggesting we should renounce our claims and move on, despite the blow to our national pride.;;;;;;;;;;;;;
EVTNAME33020;The League of Three Emperors;;;;;;;;;;;;;
EVTDESC33020;The German Kaiser has sent a delegation to $COUNTRY$ with a proposal: a resurrection of the Holy Alliance formed between Prussia, Austria and Russia which once existed after the defeat of Napoleon. It seems doubtful that such an alliance could bear fruit, but perhaps it is time to consider this idea. $COUNTRY$ has other concerns than constant conflict with the Germans, after all.;;;;;;;;;;;;;
EVTNAME35305;The Guerra di Libia;;;;;;;;;;;;;
EVTDESC35305;The lands of Tripoli and Cyrenaica once belonged to Italy, and should again. We deserve a place in the sun!;;;;;;;;;;;;;
EVTNAME36215_NEW;Home Rule for Iceland;;;;;;;;;;;;;
EVTDESC36215_NEW;The Icelandic Althing has voted to request they be granted home rule, saying the time has come for greater independence. Under their plan, $COUNTRY$ would continue to manage the nation's foreign affairs and defense interests.;;;;;;;;;;;;;
EVTNAME36710;The Treaty of London;;;;;;;;;;;;;
EVTDESC36710;In a meeting mediated by the British, the Netherlands has offered to sign a treaty which would see them relinquish all claims to Belgian territory-- but at the cost of surrendering Luxembourg to them as a vassal. Some are claiming this is too high a price, and that we should not allow ourselves to be bullied into such a treaty... but this may also be the only chance we have at peace with the Dutch.;;;;;;;;;;;;;
EVTNAME36711;Belgium Has Signed the Treaty;;;;;;;;;;;;;
EVTDESC36711;The Belgian government has agreed to the terms of the Treaty of London. We have surrendered all claims to their territory, in return for control over Luxembourg.;;;;;;;;;;;;;
EVTNAME36712;Belgium Has Refused the Treaty;;;;;;;;;;;;;
EVTDESC36712;The Belgian government has refuse the terms of the Treaty of London. This has angered the British, but it seems the Belgians will not be moved.;;;;;;;;;;;;;
EVTNAME36943;The New Zealand Colony;;;;;;;;;;;;;
EVTDESC36943;The arrival of European settlers, known locally as Pakeha, has resulted in an increasing amount of land purchased from the Maori. While this has improved local conditions, it has angered a large portion of the Maori portion who resent the European presence and accuse the British of breaking the Treaty of Waitingi.;;;;;;;;;;;;;
EVTNAME36950;The Danish Gold Coast;;;;;;;;;;;;;
EVTDESC36950;The Danish Gold Coast exists on the coast of the Ashanti Union, primarily the fortress of Chistiansborg near the city of Accra. The Danish are willing to sell their holdings to us, though that is likely to result in conflict with the Ashanti government-- who will see the move as encroachment of their territory.;;;;;;;;;;;;;
EVTNAME36955;Conflict with Burma;;;;;;;;;;;;;
EVTDESC36955;A British Commodore who was recently dispatched to Burma to negotiate several matters regarding the Treaty of Yandabo, signed in 1826 after the First Anglo-Burmese War, has initiated a naval confrontation with the Burmese under questionable circumstances. While many are calling this Commodore an 'irrational jingoist', the British cannot let this matter drop without losing a great deal of prestige.;;;;;;;;;;;;;
EVTNAME36960;The Gold Coast Treaty;;;;;;;;;;;;;
EVTDESC36960;The $FROMCOUNTRY_ADJ$ government has approached us with the hopes of negotiating a treaty. They want to solidify control over the Gold Coast in Africa, specifically by annexing our colony at Sekondi. In return, they will recognize our colonial holdings elsewhere and encourage greater cooperation between our nations.;;;;;;;;;;;;;
EVTNAME36965;The Lagos Slave Trade;;;;;;;;;;;;;
EVTDESC36965;We outlawed the $COUNTRY_ADJ$ slave trade many years ago, but it continues in many African nations-- and the coastal city of Lagos in particular. Lagos has been a haven for slavers, providing unwilling natives to the trade on markets in defiance of all decent conventions. The notion has arisen that we should consider sending our ships in to liberate the natives there and establish a colony where they can receive civilized government.;;;;;;;;;;;;;
EVTNAME36966;$FROMCOUNTRY$ Seizes Lagos!;;;;;;;;;;;;;
EVTDESC36966;$FROMCOUNTRY_ADJ$ ships have sailed into Lagos, seizing the city and driving off the $COUNTRY_ADJ$ garrison. They claim they are 'liberating' the city from slavers, extending their benevolent rule on behalf of the locals. Resisting means war, but submitting would do nothing more than prove our lack of ability to face these foreigners. What should we do?;;;;;;;;;;;;;
EVTNAME37219_NEW;Persecution of French Missionaries;;;;;;;;;;;;;
EVTDESC37219_NEW;The Paris Foreign Missions Society has been actively spreading Catholicism in Asia for many years now, but they have encountered considerable persecution at the hands of Asian authorities. In Dai Nam, the execution of several missionaries has prompted the society to ask the French government for diplomatic intervention. This has gone nowhere, leaving us with little choice but to consider armed intervention.;;;;;;;;;;;;;
EVTNAME37710;Carlism Prevails;;;;;;;;;;;;;
EVTDESC37710;A new line of the Bourbon family has been established on the Spanish throne, descending from the Infante Carlos. To many traditionalists, this signals a rebirth of the true Spanish Empire. Others are not so optimistic.;;;;;;;;;;;;;
EVTNAME37711;The First Carlist War;;;;;;;;;;;;;
EVTDESC37711;The death of King Ferdinand in 1833 and the ascension of young Isabela (only three years old at the time) to the throne of Spain sparked a revolt by supporters of the King's brother, the Infante Carlos. He intends to depose Isabela and establish a separate branch of the Bourbon family, as well as restore the Spanish Empire to its traditional glory-- something liberals say simply cannot be done.;;;;;;;;;;;;;
EVTNAME37712;The Carlists Defeated!;;;;;;;;;;;;;
EVTDESC37712;The Carlists have been routed and peace has been restored to Spain-- for now.;;;;;;;;;;;;;
EVTNAME37713;Return of the Carlists;;;;;;;;;;;;;
EVTDESC37713;We thought the supporters of the Infante Carlos and his descendants had been completely routed, yet once again there are reports of a cell having been established in one of our provinces. Supporters of the current pretender are busy drumming up recruits and calling for the overthrow of the Spanish government. Rooting them out will not be easy.;;;;;;;;;;;;;
EVTNAME37714;Carlist Sympathies;;;;;;;;;;;;;
EVTDESC37714;It seems that sympathies for the Carlists among the locals in $PROVINCENAME$ have been increasing. Reports have it that another rebel cell has been established, and that a campaign of resistance against Spanish authorities has begun.;;;;;;;;;;;;;
EVTNAME37715;Carlist Cell Discovered!;;;;;;;;;;;;;
EVTDESC37715;The Carlist cell in $PROVINCENAME$ has been found! After a battle with authorities, the majority of the rebels have been either captured or executed. We have found good information in their base, including the names of many of their supporters throughout $PROVINCENAME$.;;;;;;;;;;;;;
EVTNAME37716;The Christinos Prevail!;;;;;;;;;;;;;
EVTDESC37716;The capital has been overrun, the pretender king driven into the provinces, and the original royal line descending from Ferdinand VII has been restored to the Spanish throne. Many liberals are breathing a sigh of relief, but reactionaries are furious. Already supporters of the pretender are seeking new allies in the countryside.;;;;;;;;;;;;;
EVTNAME37717;Rise of the Christinos;;;;;;;;;;;;;
EVTDESC37717;The supporters of the former royal line still exist, and we have begun to receive reports of a Christino cell having been established in one of our provinces. They are gaining a great deal of support among liberals in the province with their calls for an overthrow of the 'pretender' on the throne. The cell is well-hidden, and rooting them out will not be easy.;;;;;;;;;;;;;
EVTNAME37718;Christino Sympathies;;;;;;;;;;;;;
EVTDESC37718;It seems that sympathies for the Christinos among the locals in $PROVINCENAME$ have been increasing. Reports have it that another rebel cell has been established, and that a campaign of resistance against Spanish authorities has begun.;;;;;;;;;;;;;
EVTNAME37719;Christino Cell Discovered!;;;;;;;;;;;;;
EVTDESC37719;The Christino cell in $PROVINCENAME$ has been found! After a battle with authorities, the majority of the rebels have been either captured or executed. We have found good information in their base, including the names of many of their supporters throughout $PROVINCENAME$.;;;;;;;;;;;;;
EVTNAME37720;The Glorious Revolution;;;;;;;;;;;;;
EVTDESC37720;The death of Leopoldo O'Donnell has eroded Queen Isabella's support, to the point where a movement to overthrow her has rapidly developed. A mutiny by naval officers in Cadiz has provided the spark for a widespread revolt against Isabella's rule. Her chief minister and generals have deserted her, and Isabella was forced to flee into exile. For the moment, Spain stands without a ruler, and the provisional government argues over what its next step should be. Some favor abandoning the monarchy altogether, but most feel a new king should be selected. Isabella's heir, Prince Alfonso, is thought by many to be too much under her influence. Other choices are the moderate Prince Leopold of Hohenzollern and the liberal Prince Amadeo of Savoy.;;;;;;;;;;;;;
EVTNAME37721;The Spanish Succession;;;;;;;;;;;;;
EVTDESC37721;With Queen Isabella II having been deposed by a revolt, the Spanish provisional government has been busy seeking a new monarch to assume the throne... and among the candidates considered was Prince Leopold of Hohenzollern. Our government objected strongly to the move, as this would spread Prussian influence to our southern border, and while this did convince Prince Leopold to turn down the throne it has not endeared us to the Prussians.;;;;;;;;;;;;;
EVTNAME37722;King Leopold of Spain;;;;;;;;;;;;;
EVTDESC37722;With Queen Isabella II having been deposed by a revolt, the Spanish provisional government has been busy seeking a new monarch... and the candidate they have chosen is none other than Prince Leopold of Hohenzollern. A German prince on the Spanish throne is a direct threat to our nation's security. We must do something about this immediately!;;;;;;;;;;;;;
EVTNAME37725;King Leopold Assassinated!;;;;;;;;;;;;;
EVTDESC37725;The Hohenzollern king of Spain, controversial since his ascension to the throne and constantly balked in the royal courts by moarchists advocating a return to the Bourbon line, was shot dead in his carriage shortly after arriving in Madrid following a country outing. The country is left in chaos and once again without a monarch on the throne.;;;;;;;;;;;;;
EVTNAME37730;The Abdication of Amadeo;;;;;;;;;;;;;
EVTDESC37730;King Amadeo, controversial since his ascension and constantly balked in the royal courts by moarchists advocating a return to the Bourbon line, has angrily declared Spain to be 'ungovernable' after the Hidalgo Affair forced him into conflict with the nation's military and has abdicated the throne. The country is left in chaos and once again without a monarch.;;;;;;;;;;;;;
EVTNAME37735;A Return to Bourbon Rule;;;;;;;;;;;;;
EVTDESC37735;The Spanish Republic has been contentious since its inception. After a series of failed governments, many Spaniards have come to favor a return to the stability of Bourbon rule. In a coup led by Brigadier General Martinez Campos, the Republican army has declared its alliegiance to Prince Alfonso-- son of the exiled Queen Isabella II-- and named him King of Spain.;;;;;;;;;;;;;
EVTNAME37740;The Treaty of Paris, $YEAR$;;;;;;;;;;;;;
EVTDESC37740;We are losing the war with $FROMCOUNTRY$, and it's only a matter of time before we're forced to submit to a humiliating defeat. The $FROMCOUNTRY_ADJ$ government has made it clear it considers our colonial holdings to be beyond our ability to control, and is willing to purchase them for a 'fair' price. Failure to submit to their demands will mean the war dragging on to its inevitable conclusion.;;;;;;;;;;;;;
EVTNAME37741;$FROMCOUNTRY$ Has Agreed;;;;;;;;;;;;;
EVTDESC37741;$FROMCOUNTRY$ has signed the Treaty of Paris. Their colonial holdings are ours, for a price.;;;;;;;;;;;;;
EVTNAME37742;$FROMCOUNTRY$ Has Refused!;;;;;;;;;;;;;
EVTDESC37742;$FROMCOUNTRY$ has refused to sign the Treaty of Paris. The war continues!;;;;;;;;;;;;;
EVTNAME37743;Carlist Propaganda;;;;;;;;;;;;;
EVTDESC37743;The Carlists have been spreading their propaganda into neighboring $PROVINCENAME$, and reports have it that their lies are finding a ready audience among the locals. We can put a stop to their efforts, though not without being rather indiscriminate in our arrests and reprisals among $PROVINCENAME$'s poor. Still, radical measures may be called for in order to stop the Carlists from gaining headway here.;;;;;;;;;;;;;
EVTNAME37744;Christino Propaganda;;;;;;;;;;;;;
EVTDESC37744;The Christinos have been spreading their propaganda into neighboring $PROVINCENAME$, and reports have it that their lies are finding a ready audience among the locals. We can put a stop to their efforts, though not without being rather indiscriminate in our arrests and reprisals among $PROVINCENAME$'s poor. Still, radical measures may be called for in order to stop the Christinos from gaining headway here.;;;;;;;;;;;;;
EVTNAME37745;Moroccan Border Dispute;;;;;;;;;;;;;
EVTDESC37745;A heated dispute has arisen between the Moroccans and our government over the boundaries of our holdings in Melilla. Some believe the Moroccans are attempting to gain sympathy from the French, but we have it on good authority that there will be no aid coming for them. Now may be the time for us to exert some of our authority over this African upstart.;;;;;;;;;;;;;
EVTNAME38505;Death of the Sultan;;;;;;;;;;;;;
EVTDESC38505;The death of Sa'id bin Sultan Al-Busaid has left him with two sons, each of which has claimed Oman as their own to rule. The result of this struggle has brought in foreign mediation, with the resulting decree that the nation will be split into two sultanates: one in Zanzibar and one in Muscat, each ruled by one of Al-Basaid's sons.;;;;;;;;;;;;;
EVTNAME44122;Webster–Ashburton Treaty;;;;;;;;;;;;;
EVTDESC44122;We have concluded a treaty with $FROMCOUNTRY$, resolving several long-standing border disputes between our nations. In particular, the treaty has clearly established the border between Maine and the British colony of New Brunswick.;;;;;;;;;;;;;
EVTNAME44150;54-40 or Fight!;;;;;;;;;;;;;
EVTDESC44150;As American and British settlers begin to move to the west coast of North America, there has been a growing dispute as to who owns the Oregon Country. The entire region west of the Rockies (called Columbia by the British) has been explored by both countries and there are legitimate claims on either side. The British claim all the way south to the 42nd Parallel and the Americans north to the 54th Parallel. It's clearly a tense situation, and the specter of war with the British looms as politicians in the current election campaign are banging the drums of Manifest Destiny in order to gain support.;;;;;;;;;;;;;
EVTNAME44151;The Columbia District;;;;;;;;;;;;;
EVTDESC44151;As American and British settlers begin to move to the west coast of North America, there has been a growing dispute as to who owns the Columbia District. The entire region west of the Rockies (called the Oregon Country by the Americans) has been explored by both countries and there are legitimate claims on either side. The British claim all the way south to the 42nd Parallel and the Americans north to the 54th Parallel. The situation is tense, and made more so by jingoistic American politicians calling for sovereignty over the entire continent. Even so, the American government has sent a delegation seeking a compromise in the region.;;;;;;;;;;;;;
EVTNAME44152;The Oregon Treaty;;;;;;;;;;;;;
EVTDESC44152;The British have agreed to a compromise, splitting the Oregon Country between us at the 49th Parallel. Any British lands held by us will be turned over to them, and vice-versa. Though some Americans are upset, many others are breathing a sigh of relief.;;;;;;;;;;;;;
EVTNAME44153;Oregon Negotiations Break Down;;;;;;;;;;;;;
EVTDESC44153;The talks with the British have broken down, primarily due to the continuing calls by war-mongering politicians. Neither of our options now is very pleasant: either we abandon our claims to Oregon no matter what some might think, or we press ahead with the claims and brace for eventual war.;;;;;;;;;;;;;
EVTNAME44154;American Claims in Columbia;;;;;;;;;;;;;
EVTDESC44154;As American and British settlers begin to move to the west coast of North America, there has been a growing dispute as to who owns the Columbia District. The entire region west of the Rockies (called the Oregon Country by the Americans) has been explored by both countries and there are legitimate claims on either side. Recently the situation has been exacerbated by American politicians rattling their sabres over their idea of 'Manifest Destiny', and they have pressed their claim all the way north to the 54th Parallel. It will almost certainly mean war, and our only consideration should probably be whether we wish to pursue another costly war with the Americans in North America when our time could better be spent elsewhere.;;;;;;;;;;;;;
EVTNAME44155;Oregon Country is Ours;;;;;;;;;;;;;
EVTDESC44155;The British have elected to withdraw from Oregon and have signed a treaty to hand any American land over to us.;;;;;;;;;;;;;
EVTNAME44303;Pacification of the Metis;;;;;;;;;;;;;
EVTDESC44303;It has taken time to settle the grievances following the Riel Rebellion, but treaties with the various Metis groups throughout the North-West territories have managed to properly incorporate them into Canada.;;;;;;;;;;;;;
EVTNAME44305;Rebellions of $YEAR$;;;;;;;;;;;;;
EVTDESC44305;Perhaps inspired by the American Revolution, colonists in both the Lower Canada and Upper Canada colonies have risen up in rebellion. They are frustrated by the lack of political reform, as well as the entrenched power held by the reactionary elites of the 'Family Compact', and agitators are demanding responsible government if not outright independence. The colonial government has moved to arrest the perpetrators as traitors to the crown.;;;;;;;;;;;;;
