combat_engineers;Combat Engineers;Sapeurs;Pioniere;;;;;;;;;;;x
paddle_wheel_propulsion_desc;Paddle-Wheel Propulsion;Propulsion par roues à aubes;Raddampfer;;;;;;;;;;;x
screw_propellers;Screw Propellers;Propulsion à hélice;Schraubenpropeller;;;;;;;;;;;x
screw_propellers_desc;Screw Propellers;Propulsion à hélice;Schraubenpropeller;;;;;;;;;;;x
compound_engines;Compound Engines;Moteurs à double action;Verbundmaschinen;;;;;;;;;;;x
compound_engines_desc;Compound Engines;Moteurs à double action;Verbundmaschinen;;;;;;;;;;;x
naval_steam_turbines;Naval Steam Turbines;Turbines à vapeur navales;Schiffs-Dampfturbine;;;;;;;;;;;x
naval_steam_turbines_desc;Naval Steam Turbines;Turbines à vapeur navales;Schiffs-Dampfturbine;;;;;;;;;;;x
oil_fired_naval_engines;Oil-Fired Naval Engines;Moteurs navals à essence;Ölbefeuerte Schiffsmaschine;;;;;;;;;;;x
oil_fired_naval_engines_desc;Oil-Fired Naval Engines;Moteurs navals à essence;Ölbefeuerte Schiffsmaschine;;;;;;;;;;;x
nelsonian_naval_armament;Nelsonian Naval Armament;Armement naval nelsonien;Frühe Schiffsbewaffnung;;;;;;;;;;;x
nelsonian_naval_armament_desc;Nelsonian Naval Armament;Armement naval nelsonien;Frühe Schiffsbewaffnung;;;;;;;;;;;x
explosive_shells;Explosive Shells;Obus explosifs;Artilleriegranaten;;;;;;;;;;;x
explosive_shells_desc;Explosive Shells;Obus explosifs;Artilleriegranaten;;;;;;;;;;;x
armour_piercing_weaponry;Armour-Piercing Weaponry;Armement anti-armure;Panzerbrechende Munition;;;;;;;;;;;x
armour_piercing_weaponry_desc;Armour-Piercing Weaponry;Armement anti-armure;Panzerbrechende Munition;;;;;;;;;;;x
mixed_battery_armament;Mixed Battery Armament;Batteries mixtes;Gemischte Batterien;;;;;;;;;;;x
mixed_battery_armament_desc;Mixed Battery Armament;Batteries mixtes;Gemischte Batterien;;;;;;;;;;;x
all_big_gun_armament;All Big Gun Armament;Cannons lourds uniquement;Schwere Geschütze;;;;;;;;;;;x
all_big_gun_armament_desc;All Big Gun Armament;Cannons lourds uniquement;Schwere Geschütze;;;;;;;;;;;x
modern_naval_armament;Modern Naval Armament;Armement naval moderne;Moderne Marinebewaffung;;;;;;;;;;;x
modern_naval_armament_desc;Modern Naval Armament;Armement naval moderne;Moderne Marinebewaffung;;;;;;;;;;;x
industrial_shipyards;Industrial Shipyards;Chantiers navals industriels;Industrieller Schiffsbau;;;;;;;;;;;x
industrial_shipyards_desc;Industrial Shipyards;Chantiers navals industriels;Industrieller Schiffsbau;;;;;;;;;;;x
iron_reinforced_hulls;Iron-Reinforced Hulls;Coques renforcées à l’acier;Eisenverstärkte Panzerung;;;;;;;;;;;x
iron_reinforced_hulls_desc;Iron-Reinforced Hulls;Coques renforcées au fer;Eisenverstärkte Panzerung;;;;;;;;;;;x
iron_plating;Iron Plating;Plaques de fer;Eisenplatten-Panzerung;;;;;;;;;;;x
iron_plating_desc;Iron Plating;Plaques de fer;Eisenplatten-Panzerung;;;;;;;;;;;x
all_metal_hulls;All-Metal Hulls;Coques métal uniquement;Vollmetall-Panzerung;;;;;;;;;;;x
all_metal_hulls_desc;All-Metal Hulls;Coques métal uniquement;Vollmetall-Panzerung;;;;;;;;;;;x
advanced_metal_armour;Advanced Metal Armour;Armures métaliques avançées;Fortschr. Metall-Panzerung;;;;;;;;;;;x
advanced_metal_armour_desc;Advanced Metal Armour;Armures métaliques avançées;Fortschr. Metall-Panzerung;;;;;;;;;;;x
modern_naval_protection;Modern Naval Protection;Protection naval moderne;Moderne Schutzpanzerung;;;;;;;;;;;x
modern_naval_protection_desc;Modern Naval Protection;Protection naval moderne;Moderne Schutzpanzerung;;;;;;;;;;;x
steam_frigates;Steam Frigates;Frégates à vapeur;Dampf-Fregatten;;;;;;;;;;;x
steam_frigates_desc;These are the first steam-powered warships, using a combination of steam and sail for high speed and maximum operational versatility. While they do not yet outclass sailships, they are a step towards a completely steam-powered navy.;Ce sont les premiers vaisseaux à vapeur, utilisant une combinaison de voile et vapeur pour des vitesses élevées et une flexibilité opérationnelle maximum. Ils ne surpassent pas encore les navires à voile, mais sont un premier pas vers une flotte marchant à la vapeur.;These are the first steam-powered warships, using a combination of steam and sail for high speed and maximum operational versatility. While they do not yet outclass sailships, they are a step towards a completely steam-powered navy.;;;;;;;;;;;x
ironclads_vrrp;Ironclads;Cuirassés primitifs;Panzerschiffe;;;;;;;;;;;x
ironclads_vrrp_desc;When steam engines became powerful enough to propel a ship completely encased in metal, the nature of naval warfare changed profoundly. Wooden warships quickly became obsolete, and armament developers were faced with the necessity to develop armour-piercing weaponry.;A partir du moment où les moteurs à vapeur sont devenus assez puissants pour propulser des navires entièrement en métal, la nature des guerres navales a complètement changée. Les navires en bois devinrent obsolètes, et les développeurs d'armement durent concevoir des armes perce-blindage.;When steam engines became powerful enough to propel a ship completely encased in metal, the nature of naval warfare changed profoundly. Wooden warships quickly became obsolete, and armament developers were faced with the necessity to develop armour-piercing weaponry.;;;;;;;;;;;x
battleships;Battleships;Cuirassés;Schlachtschiffe;;;;;;;;;;;x
battleships_desc;Further advances in naval propulsion have made it possible for the ironclad to mature into a full-grown battleship, being larger as well as faster as well as capable of supporting an all-metal hull.;De nouveaux progrès en propulsion navale ont rendu possibles la création de vrais cuirassés, plus grands, plus rapides, et avec des coques entièrement en métal.;Further advances in naval propulsion have made it possible for the ironclad to mature into a full-grown battleship, being larger as well as faster as well as capable of supporting an all-metal hull.;;;;;;;;;;;x
dreadnoughts_vrrp;Dreadnoughts;Dreadnoughts;Großkampfschiffe;;;;;;;;;;;x
dreadnoughts_vrrp_desc;Steam turbines allow for even more power per unit of fuel than compound engines, in turn allowing us to build even larger and faster warships. If we undertake armament and hull development that makes use of this advantage, we will soon be able to build a warship that outclasses everything built up to this point. With it, we will be all-powerful and need dread nought. Dreadnought. Has a nice ring to it, don't you think?;"Les turbines à vapeur permettent une puissance encore plus grande par unité d'essence que les moteurs à actions multiples, nous permettant de construire des vaisseaux encore plus grands et plus rapides. Si nous développons des armements et blindages exploitant cet avantage, nous pourront bientôt construire un vaisseau dépassant tous ceux déjà lancés. Un vaisseau qui ne craindrait rien... ""Dreadnought"", ça sonne bien, non?";Steam turbines allow for even more power per unit of fuel than compound engines, in turn allowing us to build even larger and faster warships. If we undertake armament and hull development that makes use of this advantage, we will soon be able to build a warship that outclasses everything built up to this point. With it, we will be all-powerful and need dread nought. Dreadnought. Has a nice ring to it, don't you think?;;;;;;;;;;;x
triple_expansion_engine;Triple-Expansion Engine;Moteurs à triple action;Drei-Wege-Zylinder Maschine;;;;;;;;;;;x
triple_expansion_engine_desc;By dividing the adiabatic expansion of steam in a steam engine into several stages, a higher energetic efficiency can be achieved. In practical terms, this means more powerful engines and faster warships.;En divisant l'expension de la vapeur dans un moteur en plusieurs stages, une plus grande efficacité énergétique est possible. En d'autres termes: des vaisseaux plus puissants et plus rapides.;By dividing the adiabatic expansion of steam in a steam engine into several stages, a higher energetic efficiency can be achieved. In practical terms, this means even faster warships.;;;;;;;;;;;x
large_calibre_guns;Large Calibre Guns;Cannons à gros calibres;Großkalibrige Geschütze;;;;;;;;;;;x
Large_calibre_guns_desc;The introduction of iron plating made warships nearly impervious to existing naval guns. The most straightforward solution was simply to make bigger guns.;L'utilisation de blindages en fer a rendu les vaisseaux presque insensibles aux canons navals existants. La solution la plus simple est de créer des canons plus gros.;The introduction of iron plating made warships nearly impervious to existing naval guns. The most straightforward solution was simply to make bigger guns.;;;;;;;;;;;x
torpedoes_vrrp;Torpedoes;Torpilles;Torpedos;;;;;;;;;;;x
torpedoes_vrrp_desc;A novel solution to the problem of overcoming the armour plating of ironclads is the use of larger, self-propelled explosive charges to blast holes in the enemy hull under the waterline. While hardly the most accurate of weapons, they make up for it with their destructive power.;Une nouvelle solution au problème posé par les blindages des cuirassés est l'utilisation de charges explosives plus grosses et autopropulsées pour attaquer la coque ennemie sous la ligne de flottaison. Ce n'est pas l'arme la plus précise, mais elle compense par sa puissance destructive.;A novel solution to the problem of overcoming the armour plating of ironclads is the use of larger, self-propelled explosive charges to blast holes in the enemy hull under the waterline. While hardly the most accurate of weapons, they make up for it with their destructive power.;;;;;;;;;;;x
ramming_vrrp;Ramming;Éperonnage;Rammpanzerung;;;;;;;;;;;x
ramming_vrrp_desc;With ship armour being what it is nowadays, it is possible to actually get close to an enemy ship without getting shot up too badly on the way. This not only makes ramming possible, but a quite effective way of sinking the enemy too.;Avec les blindages navals modernes, il est même possible de s'approcher d'un navire ennemie sans se faire trop abîmer en route. Non seulement l'éperonner devient possible, mais c'est même un moyen plutôt efficace de couler l'ennemie.;With ship armour being what it is nowadays, it is possible to actually get close to an enemy ship without getting shot up too badly on the way. This not only makes ramming possible, but a quite effective way of sinking the enemy too.;;;;;;;;;;;x
breech_loading_ship_guns;Breech-Loading Ship Guns;Canons marins à culasse;Hinterlader-Schiffsgeschütze;;;;;;;;;;;x
breech_loading_ship_guns_desc;Breech-loading guns provide many benefits over muzzle-loading guns, such as higher rate of fire and fitting into a smaller space. Technical difficulties impeded their initial adaptation but by the 1880s, they had all but superseded muzzle-loading guns.;Les canons chargés par la culasse ont beaucoup d'avantages par rapport à ceux chargés par la gueule, comme une cadence supérieure et un gain de place. Des difficultés techniques avaient ralenties leur adaptation initiale, mais à partir de 1880, ils s'étaient complétement imposés.;Breech-loading guns provide many benefits over muzzle-loading guns, such as higher rate of fire and fitting into a smaller space. Technical difficulties impeded their initial adaptation but by the 1880s, they had all but superseded muzzle-loading guns.;;;;;;;;;;;x
quick_firing_guns;Quick-Firing Guns;Canons à tirs rapides;Schnellfeuergeschütze;;;;;;;;;;;x
quick_firing_guns_desc;Developments such as breech-loading, cartridges and recoil buffering have permitted low-calibre guns to achieve a very high rate of fire, making them supreme weapons at close range.;Developments such as breech-loading, cartridges and recoil buffering have permitted low-calibre guns to achieve a very high rate of fire, making them supreme weapons at close range.;Developments such as breech-loading, cartridges and recoil buffering have permitted low-calibre guns to achieve a very high rate of fire, making them supreme weapons at close range.;;;;;;;;;;;x
superfiring_turret_layout;Superfiring Turret Layout;Tourelles superposées;Superschwere Geschütztürme;;;;;;;;;;;x
superfiring_turret_layout_desc;By raising a few turrets onto elevated platforms and having them fire over the others, a larger number of turrets can be fit on the deck of a dreadnought while still bringing all of them to bear against a target in almost any direction.;By raising a few turrets onto elevated platforms and having them fire over the others, a larger number of turrets can be fit on the deck of a dreadnought while still bringing all of them to bear against a target in almost any direction.;By raising a few turrets onto elevated platforms and having them fire over the others, a larger number of turrets can be fit on the deck of a dreadnought while still bringing all of them to bear against a target in almost any direction.;;;;;;;;;;;x
centralized_fire_control;Centralized Fire Control;Contrôle de tir centralisé;Zentralisierte Feuerkontrolle;;;;;;;;;;;x
centralized_fire_control_desc;With all guns that matter being of equal calibre, fire control and direction can effectively be centralized for greater accuracy.;With all guns that matter being of equal calibre, fire control and direction can effectively be centralized for greater accuracy.;With all guns that matter being of equal calibre, fire control and direction can effectively be centralized for greater accuracy.;;;;;;;;;;;x
cruiser_torpedo_armament;Cruiser Torpedo Armament;Torpilles pour Croiseurs;Kreuzer-Torpedobewaffnung;;;;;;;;;;;x
cruiser_torpedo_armament_desc;To maintain their relevancy in the era of dreadnoughts, smaller ships were equipped with anti-capital torpedoes as their main armament.;To maintain their relevancy in the era of dreadnoughts, smaller ships were equipped with anti-capital torpedoes as their main armament.;To maintain their relevancy in the era of dreadnoughts, smaller ships were equipped with anti-capital torpedoes as their main armament.;;;;;;;;;;;x
optical_rangefinders_vrrp;Optical Rangefinders;Télémètres optiques;Optische Zielerfassung;;;;;;;;;;;x
optical_rangefinders_vrrp_desc;The use of optical instruments greatly improves measurement of range to a target, improving the accuracy of gunnery.;The use of optical instruments greatly improves measurement of range to a target, improving the accuracy of gunnery.;The use of optical instruments greatly improves measurement of range to a target, improving the accuracy of gunnery.;;;;;;;;;;;x
triple_turrets;Triple Turrets;Triple tourelles;Drillings-Geschütztürme;;;;;;;;;;;x
triple_turrets_desc;Why settle for two per turret when you can have three? More guns!;Why settle for two per turret when you can have three? More guns!;Why settle for two per turret when you can have three? More guns!;;;;;;;;;;;x
underwater_subdivision_vrrp;Underwater Subdivision;Coques compartimentées;Unterwasserpanzerung;;;;;;;;;;;x
underwater_subdivision_vrrp_desc;With a hull divided into sealable, watertight compartments, a ship can withstand more outer hull breaches under the waterline without sinking.;With a hull divided into sealable, watertight compartments, a ship can withstand more outer hull breaches under the waterline without sinking.;With a hull divided into sealable, watertight compartments, a ship can withstand more outer hull breaches under the waterline without sinking.;;;;;;;;;;;x
sandwich_armour_vrrp;Sandwich Armour;Blindages à couches;Sandwich-Stahlpanzerung;;;;;;;;;;;x
sandwich_armour_vrrp_desc;By alternating layers of wood and metal, a structure is achieved which is almost as shock-resistant as pure metal armour, while being significantly lighter and cheaper to build.;By alternating layers of wood and metal, a structure is achieved which is almost as shock-resistant as pure metal armour, while being significantly lighter and cheaper to build.;By alternating layers of wood and metal, a structure is achieved which is almost as shock-resistant as pure metal armour, while being significantly lighter and cheaper to build.;;;;;;;;;;;x
armoured_turrets_vrrp;Armoured Turrets;Tourelles blindées;Gepanzerte Geschütztürme;;;;;;;;;;;x
armoured_turrets_vrrp_desc;The change in armament to fewer, larger guns requires them to be mounted in ways giving them wide arcs of fire. This effectively requires them to be outside the main hull and the protection it offers. Fully enclosed armoured turrets provide the required protection for the guns and their crew, allowing the ship to retain its firing capability even after sustaining hits.;The change in armament to fewer, larger guns requires them to be mounted in ways giving them wide arcs of fire. This effectively requires them to be outside the main hull and the protection it offers. Fully enclosed armoured turrets provide the required protection for the guns and their crew, allowing the ship to retain its firing capability even after sustaining hits.;The change in armament to fewer, larger guns requires them to be mounted in ways giving them wide arcs of fire. This effectively requires them to be outside the main hull and the protection it offers. Fully enclosed armoured turrets provide the required protection for the guns and their crew, allowing the ship to retain its firing capability even after sustaining hits.;;;;;;;;;;;x
harvey_armour;Harvey Armour;Blindage Harvey;Harvey-Stahlpanzerung;;;;;;;;;;;x
harvey_armour_desc;Consisting of a single steel plate with a hardened surface, Harvey Armour effectively provides the benefit of multi-layer compound armour without the drawback of compound layer separation under strain.;Consisting of a single steel plate with a hardened surface, Harvey Armour effectively provides the benefit of multi-layer compound armour without the drawback of compound layer separation under strain.;Consisting of a single steel plate with a hardened surface, Harvey Armour effectively provides the benefit of multi-layer compound armour without the drawback of compound layer separation under strain.;;;;;;;;;;;x
krupp_armour;Krupp Armour;Blindage Krupp;Krupp-Stahlpanzerung;;;;;;;;;;;x
krupp_armour_desc;Krupp armour offers a further improvement over Harvey armour by direct infusing of carbon gas into the steel under production, achieving a face-hardening with greater depth and thus higher stopping power.;Krupp armour offers a further improvement over Harvey armour by direct infusing of carbon gas into the steel under production, achieving a face-hardening with greater depth and thus higher stopping power.;Krupp armour offers a further improvement over Harvey armour by direct infusing of carbon gas into the steel under production, achieving a face-hardening with greater depth and thus higher stopping power.;;;;;;;;;;;x
krupp_cemented_armour;Krupp Cemented Armour;Blindage Krupp avancé;Krupp-Zementstahlpanzerung;;;;;;;;;;;x
krupp_cemented_armour_desc;By fine-tuning the mix of elements used in Krupp armour, greater elasticity can be achieved without sacrificing resilience and stopping power. This decreases armour degradation from non-penetrating hits, a particularly useful trait during long naval engagements.;By fine-tuning the mix of elements used in Krupp armour, greater elasticity can be achieved without sacrificing resilience and stopping power. This decreases armour degradation from non-penetrating hits, a particularly useful trait during long naval engagements.;By fine-tuning the mix of elements used in Krupp armour, greater elasticity can be achieved without sacrificing resilience and stopping power. This decreases armour degradation from non-penetrating hits, a particularly useful trait during long naval engagements.;;;;;;;;;;;x
citadel_superstructure;Citadel Superstructure;Superstructure Citadelle;Festungs-Verbundpanzerung;;;;;;;;;;;x
citadel_superstructure_desc;Experiments and real-life experience has shown that by distributing armour unevenly to maximize the protection of vital parts of the ship, maximum survivability is achieved for a given armour weight. Our warships are from now on being built based on this paradigm.;Experiments and real-life experience has shown that by distributing armour unevenly to maximize the protection of vital parts of the ship, maximum survivability is achieved for a given armour weight. Our warships are from now on being built based on this paradigm.;Experiments and real-life experience has shown that by distributing armour unevenly to maximize the protection of vital parts of the ship, maximum survivability is achieved for a given armour weight. Our warships are from now on being built based on this paradigm.;;;;;;;;;;;x
torpedo_defence_systems;Torpedo Defence Systems;Systèmes de défense anti-torpilles;Torpedoabwehr-Systeme;;;;;;;;;;;x
torpedo_defence_systems_desc;Torpedoes hit ships below the waterline, where thick armour protection is impractical. By the use of external bulges and buffering internal bulkhead layouts, the ability of warships to withstand torpedo hits can be increased without significantly increasing ship weight.;Torpedoes hit ships below the waterline, where thick armour protection is impractical. By the use of external bulges and buffering internal bulkhead layouts, the ability of warships to withstand torpedo hits can be increased without significantly increasing ship weight.;Torpedoes hit ships below the waterline, where thick armour protection is impractical. By the use of external bulges and buffering internal bulkhead layouts, the ability of warships to withstand torpedo hits can be increased without significantly increasing ship weight.;;;;;;;;;;;x
turtle_deck_structure;Turtle Deck Structure;"Structure de pont ""tortue""";Schildkröten-Design;;;;;;;;;;;x
turtle_deck_structure_desc;By placing internal bulkheads at non-parallel angles to each other, the force of any hit is guaranteed to hit at least one of the bulkheads at a disadvantageous angle, decreasing internal damage caused by any hit penetrating the outermost armour belt.;By placing internal bulkheads at non-parallel angles to each other, the force of any hit is guaranteed to hit at least one of the bulkheads at a disadvantageous angle, decreasing internal damage caused by any hit penetrating the outermost armour belt.;By placing internal bulkheads at non-parallel angles to each other, the force of any hit is guaranteed to hit at least one of the bulkheads at a disadvantageous angle, decreasing internal damage caused by any hit penetrating the outermost armour belt.;;;;;;;;;;;x
culture_assimilation_1;Cultural Achievements;Succès Culturels;Kulturelle Errungenschaften;;;;;;;;;;;x
culture_assimilation_2;Cultural Achievements;Succès Culturels;Kulturelle Errungenschaften;;;;;;;;;;;x
culture_assimilation_3;Cultural Achievements;Succès Culturels;Kulturelle Errungenschaften;;;;;;;;;;;x
culture_assimilation_4;Cultural Achievements;Succès Culturels;Kulturelle Errungenschaften;;;;;;;;;;;x
culture_assimilation_5;Cultural Achievements;Succès Culturels;Kulturelle Errungenschaften;;;;;;;;;;;x
culture_assimilation_1_desc;Our accumulated cultural achievements strengthen our national identity and increase social consciousness.;Nos succès culturels cumulés fortifient notre identité nationale et augmentent notre conscience sociale.;Unsere kulturellen Errungenschaften stärken unsere nationale Identität und das gesellschaftliche Bewußtsein.;;;;;;;;;;;x
culture_assimilation_2_desc;Our accumulated cultural achievements strengthen our national identity and increase social consciousness.;Nos succès culturels cumulés fortifient notre identité nationale et augmentent notre conscience sociale.;Unsere kulturellen Errungenschaften stärken unsere nationale Identität und das gesellschaftliche Bewußtsein.;;;;;;;;;;;x
culture_assimilation_3_desc;Our accumulated cultural achievements strengthen our national identity and increase social consciousness.;Nos succès culturels cumulés fortifient notre identité nationale et augmentent notre conscience sociale.;Unsere kulturellen Errungenschaften stärken unsere nationale Identität und das gesellschaftliche Bewußtsein.;;;;;;;;;;;x
culture_assimilation_4_desc;Our accumulated cultural achievements strengthen our national identity and increase social consciousness.;Nos succès culturels cumulés fortifient notre identité nationale et augmentent notre conscience sociale.;Unsere kulturellen Errungenschaften stärken unsere nationale Identität und das gesellschaftliche Bewußtsein.;;;;;;;;;;;x
culture_assimilation_5_desc;Our accumulated cultural achievements strengthen our national identity and increase social consciousness.;Nos succès culturels cumulés fortifient notre identité nationale et augmentent notre conscience sociale.;Unsere kulturellen Errungenschaften stärken unsere nationale Identität und das gesellschaftliche Bewußtsein.;;;;;;;;;;;x
#culture_research_1;Philosophical Tradition;Tradition philosophique;Philosophische Tradition;;;;;;;;;;;x
#culture_research_2;Philosophical Tradition;Tradition philosophique;Philosophische Tradition;;;;;;;;;;;x
#culture_research_3;Philosophical Tradition;Tradition philosophique;Philosophische Tradition;;;;;;;;;;;x
#culture_research_4;Philosophical Tradition;Tradition philosophique;Philosophische Tradition;;;;;;;;;;;x
#culture_research_5;Philosophical Tradition;Tradition philosophique;Philosophische Tradition;;;;;;;;;;;x
#culture_research_1_desc;Our accumulated philosophical tradition accelerates our intellectual development.;Notre tradition philosophique continue accélère nos progrès intellectuels.;Unsere philosophischen Traditionen befördern die geistige Entwicklung unseres Landes.;;;;;;;;;;;x
#culture_research_2_desc;Our accumulated philosophical tradition accelerates our intellectual development.;Notre tradition philosophique continue accélère nos progrès intellectuels.;Unsere philosophischen Traditionen befördern die geistige Entwicklung unseres Landes.;;;;;;;;;;;x
#culture_research_3_desc;Our accumulated philosophical tradition accelerates our intellectual development.;Notre tradition philosophique continue accélère nos progrès intellectuels.;Unsere philosophischen Traditionen befördern die geistige Entwicklung unseres Landes.;;;;;;;;;;;x
#culture_research_4_desc;Our accumulated philosophical tradition accelerates our intellectual development.;Notre tradition philosophique continue accélère nos progrès intellectuels.;Unsere philosophischen Traditionen befördern die geistige Entwicklung unseres Landes.;;;;;;;;;;;x
#culture_research_5_desc;Our accumulated philosophical tradition accelerates our intellectual development.;Notre tradition philosophique continue accélère nos progrès intellectuels.;Unsere philosophischen Traditionen befördern die geistige Entwicklung unseres Landes.;;;;;;;;;;;x
wind_of_nationalism;Wind of Nationalism;Souffle nationaliste;Winde des Nationalismus;;;;;;;;;;;x
wind_of_nationalism_desc;Notions of national fraternity are taking hold in our great country!;L'idée de fraternité nationale progresse dans notre grand pays!;Die Idee der nationalen Einheit verliert an Ausstrahlung in unserem Land!;;;;;;;;;;;x
EVTNAME128001;Romanticist Cultural Achievements;Réalisations culturelles romantiques;Kulturelle Errungenschaft: Romantizismus;;;;;;;;;;;x
EVTDESC128001;The cultural achievements of our Romanticists have strengthened the national identity of our country. Or, as the cynics would put it, invented one where none existed before. In any case, their efforts will make us into more of a national fraternity than we used to be. Also, art and literature being powerful means of expressing ideas, we can expect their achievements to increase the consciousness of our population, for good and ill.;Les réalisations culturelles de nos romantiques ont renforcés notre identité nationale. Ou, pour être plus cynique, en ont créé une de toute pièce. De toute façon, leurs efforts consolident notre solidarité nationale. De plus, l'art et la littérature étant des moyens puissants d'exprimer des idées, nous pouvons nous attendre à ce que leurs réalisations augmentent la conscience de notre population, pour le meilleur ou pour le pire.;The cultural achievements of our Romanticists have strengthened the national identity of our country. Or, as the cynics would put it, invented one where none existed before. In any case, their efforts will make us into more of a national fraternity than we used to be. Also, art and literature being powerful means of expressing ideas, we can expect their achievements to increase the consciousness of our population, for good and ill.;;;;;;;;;;;x
EVTOPTA128001;Interesting;Intéressant;Interessant;;;;;;;;;;;x
EVTNAME128002;Realist Cultural Achievements;Réalisations culturelles réalistes;Kulturelle Errungenschaft: Realismus;;;;;;;;;;;x
EVTDESC128002;The cultural achievements of our Realists have strengthened the national identity of our country. Or, as the cynics would put it, invented one where none existed before. In any case, their efforts will make us into more of a national fraternity than we used to be. Also, art and literature being powerful means of expressing ideas, we can expect their achievements to increase the consciousness of our population, for good and ill.;Les réalisations culturelles de nos réalistes ont renforcés notre identité nationale. Ou, pour être plus cynique, en ont créé une de toute pièce. De toute façon, leurs efforts consolident notre solidarité nationale. De plus, l'art et la littérature étant des moyens puissants d'exprimer des idées, nous pouvons nous attendre à ce que leurs réalisations augmentent la conscience de notre population, pour le meilleur ou pour le pire.;The cultural achievements of our Realists have strengthened the national identity of our country. Or, as the cynics would put it, invented one where none existed before. In any case, their efforts will make us into more of a national fraternity than we used to be. Also, art and literature being powerful means of expressing ideas, we can expect their achievements to increase the consciousness of our population, for good and ill.;;;;;;;;;;;x
EVTOPTA128002;Realist culture telling them like it is? Oh my!;Un mouvement réaliste montrant la réalité crue? Osé!;Realismus sagt es, wie es ist? Oje.;;;;;;;;;;;x
EVTNAME128003;Impressionist Cultural Achievements;Réalisations culturelles impressionnistes;Kulturelle Errungenschaft: Impressionismus;;;;;;;;;;;x
EVTDESC128003;The cultural achievements of our Impressionists have strengthened the national identity of our country. Or, as the cynics would put it, invented one where none existed before. In any case, their efforts will make us into more of a national fraternity than we used to be. Also, art and literature being powerful means of expressing ideas, we can expect their achievements to increase the consciousness of our population, for good and ill.;Les réalisations culturelles de nos impressionnistes ont renforcés notre identité nationale. Ou, pour être plus cynique, en ont créé une de toute pièce. De toute façon, leurs efforts consolident notre solidarité nationale. De plus, l'art et la littérature étant des moyens puissants d'exprimer des idées, nous pouvons nous attendre à ce que leurs réalisations augmentent la conscience de notre population, pour le meilleur ou pour le pire.;The cultural achievements of our Impressionists have strengthened the national identity of our country. Or, as the cynics would put it, invented one where none existed before. In any case, their efforts will make us into more of a national fraternity than we used to be. Also, art and literature being powerful means of expressing ideas, we can expect their achievements to increase the consciousness of our population, for good and ill.;;;;;;;;;;;x
EVTOPTA128003;I'm Impressioned!;Je suis impressionné!;Ich bin beeindruckt.;;;;;;;;;;;x
EVTNAME128004;Expressionist Cultural Achievements;Réalisations culturelles expressionnistes;Kulturelle Errungenschaft: Expressionismus;;;;;;;;;;;x
