EVTDESC2070_NEW;"I pledge allegiance, to the flag of $COUNTRY$, and to the government for which it stands'\n\nNot one eye dry in the audience today, as some of our immigrants today took the pledge of allegiance,"" and confirmed their loyalty to the $COUNTRY_ADJ$ state.";"Je prête allégeance au drapeau de $COUNTRY$ et au gouvernement qui le dirige"""""""".\n\nBeaucoup d'émotion aujourd'hui en $PROVINCENAME$"","" alors que nos immigrants ont prêté allégeance et confirmé leur loyauté envers l'État $COUNTRY_ADJ$.""""";"Ich schwöre der Flagge und Regierung von $COUNTRY$ die Treue'.\n\nHeute blieb beim Publikum in $PROVINCENAME$ kein Auge trocken"", als einige unserer Immigranten einen Treueschwur ablegten und ihre Loyalität für den $COUNTRY_ADJ$ Staat bekräftigten.";;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTDESC2080_NEW;Immigrants arriving in $COUNTRY$ often have small means both in terms of money and in terms of opportunity. Many of them have wound up in poor quarters, and those quarters are increasingly taking on the characteristics of a ghetto. It could be a good idea to do something about these squalid living conditions, lest they worsen.;Les immigrants qui arrivent en $COUNTRY$ sont souvent démunis. Bon nombre d'entre eux se sont installés dans les quartiers pauvres de $PROVINCENAME$ et ceux-ci ressemblent de plus en plus à des ghettos. Il serait bon d'agir pour améliorer ces conditions de vie déplorable avant que la situation ne s'aggrave.;Neuankömmlingen in $COUNTRY$ fehlt es oft an Geld und Gelegenheiten. Viele von ihnen sind in den Armenvierteln von $PROVINCENAME$ gelandet, die zunehmend die Eigenschaften von Ghettos annehmen. Es wäre vielleicht eine gute Idee, etwas gegen diese verwahrlosten Lebensbedingungen zu unternehmen, sonst könnten sie schlechter werden.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTDESC2090_NEW;Newly arrived immigrants in of our provinces are finding it hard to assimilate into the broader $COUNTRY_ADJ$ populace, and many among the local population have come to view them as an alien presence. Immigrants live in separate areas of the city, go to separate schools and shops, and generally have very little contact with the extended community.;Les immigrants nouvellement arrivés en $PROVINCENAME$ ont bien du mal à s'intégrer à la population $COUNTRY_ADJ$, au sein de laquelle nombreux sont ceux à les considérer comme des étrangers. Les immigrants vivent dans les quartiers bien distincts de la ville, fréquentent des écoles et des magasins différents et ont, de manière générale, que très peu de contact avec la communauté au sens large.;Kürzlich eingetroffene Immigranten in $PROVINCENAME$ finden es schwierig, sich der breiteren $COUNTRY_ADJ$ Bevölkerung anzupassen, und viele Mitglieder der lokalen Bevölkerung nehmen sie mittlerweile aus ausländische Präsenz wahr. Einwanderer leben in gesonderten Stadtteilen, gehen auf andere Schulen und kaufen in anderen Geschäften ein. Generell haben sie kaum Kontakt zur allgemeinen Bevölkerung.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTDESC2100_NEW;Following an extended period of civil unrest in one of our provinces, local anti-immigrant sentiments have exploded into a full scale riot. Shop windows have been smashed, and several of the recently arrived have been murdered, as immigrants are blamed for all manner of social ills, real or perceived;Suite à l'agitation civile dont a été victime $PROVINCENAME$, des sentiments xénophobes se sont manifestés au cours d'une manifestation d'envergure. Des portes de magasins ont été défoncées et plusieurs immigrants ont été assassinés, ceux-ci étant jugés comme responsables de tous les maux sociaux, réels ou non.;Nach längeren zivilen Unruhen in $PROVINCENAME$ ist die lokale Stimmung gegen Einwanderer nun in einem heftigen Aufstand explodiert. Da man die Immigranten für alle tatsächlichen und vermeintlichen sozialen Missstände verantwortlich macht, wurden mehrere der Neuankömmlinge ermordet. Außerdem wurden Schaufenster eingeworfen.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTDESC2110_NEW;Newly-arrived immigrants have brought with them the collected experiences of their home country, and their songs now blend with ours in the ever-changing symphony that is $COUNTRY$. Their customs have enriched our own, and created interesting new blends of cultural expression in the fields of art, science and architecture.;Les immigrés qui viennent de s'installer en $PROVINCENAME$ sont imprégnés de la culture de leur pays natal. Leurs chants se mêlent désormais aux nôtres pour former une symphonie en constante évolution, la symphonie de $COUNTRY$. Leurs coutumes ont enrichi les nôtres et ce mélange culturel a engendré de nouvelles formes d'expression dans les domaines des arts, des sciences et de l'architecture.;Die neu in $PROVINCENAME$ eingetroffenen Immigranten haben die kollektiven Erfahrungen ihres Heimatlandes mitgebracht. Ihre Lieder fließen nun in die in stetem Wandel befindliche Symphonie ein, die $COUNTRY$ darstellt. Ihre Gebräuche haben unsere eigenen bereichert und in den Bereichen Kunst, Wissenschaft und Architektur zu interessanten neuen kulturellen Ausdrucksformen geführt.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTDESC2120_NEW;A recent immigrant was put on the returning ship back home again, when local police caught him stealing from a local street vendor. The case has caused much alarm among the immigrant community, many of whom are unfamiliar with our justice system, who now fear that more deportations will follow.;Un immigré récemment installé en $PROVINCENAME$ a été expulsé vers son pays d'origine après avoir été arrêté pour vol à la tire. L'affaire a fait grand bruit dans la communauté immigrée locale, beaucoup redoutant de nouvelles expulsions par méconnaissance de notre système judiciaire.;Ein kürzlich in $PROVINCENAME$ eingetroffener Immigrant wurde mit einem Schiff zurück in seine Heimat geschickt, nachdem ihn die Polizei beim Bestehlen eines lokalen Straßenverkäufers ertappt hat. Dieser Fall hat die lokale Immigrantengemeinde, deren Angehörige sich meist mit unserem Rechtssystem nicht auskennen, stark alarmiert. Sie fürchten nun, weitere Deportationen könnten folgen.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;
EVTNAME2600;$STATENAME$ Integration;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2600;$COUNTRY$ has maintained control over $STATENAME$ for us to consider the possibility of integrating it into $COUNTRY$ as a whole. There are $COUNTRY_ADJ$ flags waving in $PROVINCENAME$, flown by $COUNTRY_ADJ$ citizens, so it does not seem so far-fetched an idea that $STATENAME$ be eventually considered $COUNTRY_ADJ$ territory by the world at large.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME2605;$PROVINCENAME$ Integrated into $COUNTRY$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2605;$COUNTRY$ has controlled $PROVINCENAME$ for a long time-- long enough for those within $PROVINCENAME$ to truly consider themselves $COUNTRY_ADJ$ citizens, and for the rest of the world to consider the $COUNTRY_ADJ$ claim to the province to be legitimate as well. Though there are still some unhappy with the development, $PROVINCENAME$ is now considered an integral part of $COUNTRY$.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME2610;$STATENAME$ Assimilation;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2610;$STATENAME$ is considered $COUNTRY_ADJ$ territory-- that is only in dispute by those neighbours who still have recognized claims on the area, and who maintain that many within $STATENAME$ consider themselves citizens of their country and not ours. The first step in rendering their claim invalid would be to enact a policy that encourages the assimilation of all people within $STATENAME$... they should be $COUNTRY_ADJ$ citizens, and hold no other nationality above ours.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME2611;Assimilation Policies Rescinded;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2611;With the new government in power and its more liberal views on minorities within $COUNTRY$, the policies of assimilation that attempted to stamp out minorities of other nationalities have all been rescinded. There are those within the $COUNTRY_ADJ$ military who warn that this is a dangerous idea, and that allowing these foreign identities to perpetuate will only lead to further conflict with our neighbours-- but, for now, their voices have been ignored.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME2615;Flags Burned in $PROVINCENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2615;A demonstration in $PROVINCENAME$ turned violent as minorities held up $COUNTRY_ADJ$ flags and burned them-- a demonstration of their rejection of our attempts to assimilate them into $COUNTRY$. Authorities broke up the demonstration, but there continues to be a growing discontent in the area. The turmoil has even spread to other citizens, who have begun calling on the $COUNTRY_ADJ$ government to end its assimilation policies and let the minority groups be.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME2616;Incident in $PROVINCENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2616;The recent arrest of a foreign national in $PROVINCENAME$ has led to a diplomatic incident. Many of the minorities within $PROVINCENAME$ claim that the man was arrested solely because he opposed the $COUNTRY_ADJ$ assimilation policies, and was trying to spread word of a peaceful resistance. The $COUNTRY_ADJ$ authorities say the man's interest was not peaceful in the least, and they suspect he in fact works for one of our neighbours with a claim on $PROVINCENAME$. Whatever the truth, the reaction has not been peaceful in the least-- riots are expected, and authorities say to be wary of rebellion in the area.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME2620;Flags Flying in $PROVINCENAME$!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2620;A parade has recently taken place in $PROVINCENAME$, with the $COUNTRY_ADJ$ flag flying high-- and being held by people who, until very recently, likely wouldn't have considered themselves $COUNTRY_ADJ$ citizens at all. $PROVINCENAME$ is still claimed by another country, but the acceptance of $PROVINCENAME$'s people is going a long way towards making elimination of that an inevitable fact.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME2625;$PROVINCENAME$ Assimilated!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2625;The $COUNTRY_ADJ$ flag is the only one that can now be found flying in the streets of $PROVINCENAME$. At long last, it can be considered $COUNTRY_ADJ$ and only $COUNTRY_ADJ$ territory. Even those who are members of other cultures no longer consider themselves truly part of our neighbours-- much as those neighbours might be unhappy with the situation.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME2626;Claims in $FROMCOUNTRY$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2626;$FROMCOUNTRY$ continues to hold some of our lands, lands which until today have always been considered part of $COUNTRY_ADJ$ national territory. A $FROMCOUNTRY_ADJ$ program of assimilation has succeeded, however, in weaning our own people away from any feeling as if this true. They no longer consider themselves $COUNTRY_ADJ$, and indeed the international community appears to agree with them.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME2650;$FROMCOUNTRY_ADJ$ Lands;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2650;According to our peace treaty with $FROMCOUNTRY$, we must give up lands that rightfully belong to them-- and only the ones that belong to them.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME2651;The $FROMCOUNTRY_ADJ$ Demand;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2651;According to our peace treaty with $FROMCOUNTRY$, we must give up lands that rightfully belong to another nation-- but only those lands.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME2660;Our Lands Returned;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC2660;As a result of the treaty with $FROMCOUNTRY$, some of $COUNTRY$'s lands are to be returned. We are, however, only entitled to those lands over which we have a claim. Any others should, by all rights, be returned to $FROMCOUNTRY$.\n\n§RNOTE: If you took $FROMCOUNTRY_ADJ$ core provinces which are not also your own core provinces in this war, enacting the 'return' option will give those lands back. Be careful!§W;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME10229;The $COUNTRY_ADJ$ Uprising;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC10229;With the people seemingly ready to break down our doors, demanding constitutional reform, perhaps we should consider giving it to them? Some moderate reforms, allowing the masses their vote but retaining ultimate power for the $COUNTRY_ADJ$ aristocracy and the Kaiser, should please them enough to dispel this rabble... for now.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME10400;The French Revolution of $YEAR$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC10400;The unrest in France hit its height recently, with crowds streaming through the streets of Paris and erecting barricades. In what was widely regarded as an accident, a French guardsmen fired his musket on the citizens and set off a massacre. The resulting conflagaration has swept the city, with crowds chanting 'Long live the Reform!' and 'Down with the King!'. Despite assurances that everything is under control, the king has abdicated and fled the country… leaving a provisional government to step in and declare the Second Republic.\n\nNow we have the task of building this new government, starting with a presidential election to determine its new Head of State. Considering the popularity of Louis-Napoléon Bonaparte among the masses, and the granting of universal voting rights, some are concerned that he may in fact take the leadership. If he does, who knows what this may mean for France?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME10401;The Presidential Election;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC10401;While it was expected that Louis-Napoléon Bonaparte would do well in the French presidential election, no one could have counted on the fact that he has done as well as this. Despite his autocratic leanings and lack of allies in Paris, he has managed to be something to everyone… even gaining the sponsorship of the Orleanists. The provisional government's candidate, Louis-Eugène Cavaignac, led the effort to quell an uprising in the city-- leading to resentment among the masses which has translated into Napoleon's landslide. Many fear the man takes too much after his infamous uncle, and thus the idea has arisen of fixing the elections to ensure Cavaignac's victory. This would require us to restrict universal sufferage, as well as muffle the newspapers and political opponents. Either way, the ideals of the Second Republic seem at risk of compromise.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME10402;Napoleon Wins Election!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTDESC10402;Louis-Napoléon Bonaparte has swept into power as France's new Head of State. The man carries with him the legacy of his infamous uncle, and with it the support of the masses. He has no friends in Paris, however, almost all of whom are nervous of the possibility that he might decide to follow in his uncle's footsteps.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
EVTNAME10405;Louis-Napoleon's Coup d'Etat;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;
