WAR_WE_ACCEPT_SETUP;When a nation declares war upon you;Si une nation vous déclare la guerre;Wenn Ihnen ein anderes Land den Krieg erklärt;Kiedy inny kraj wypowiada ci wojnê;Cuando una nación te declare la guerra.;Quando una nazione ti dichiara guerra;Mikor egy nemzet hadat üzen nekünk.;Když vám národ vyhlásí válku;;;;;;x,,,,,,
WAR_WE_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;The Foreign Minister informa que;;;;;;;;;x,,,,,,
WAR_WE_ACCEPT_1;WAR!;DÉCLARATION DE GUERRE !;KRIEG!;WOJNA!;¡GUERRA!;GUERRA!;HÁBORÚ!;VÁLKA!;;;;;;x,,,,,,
WAR_WE_ACCEPT_2;$MONARCHTITLE$, $BADWORD$ in;$MONARCHTITLE$, $BADWORD$ dans;$MONARCHTITLE$;$BADWORD$ z;$MONARCHTITLE$, $BADWORD$ en;$MONARCHTITLE$, $BADWORD$ di;Vezérünk, ;$MONARCHTITLE$, $BADWORD$ v;;;;;;x
WAR_WE_ACCEPT_3;$AGRESSOR$ declared war;$AGRESSOR$ nous ont déclaré la;$AGRESSOR$ hat uns den Krieg erklärt!;$AGRESSOR$ wypowiadaj¹ nam wojnê!;$AGRESSOR$ ha declarado la guerra;$AGRESSOR$ ci hanno dichiarato;$AGRESSOR$ nemzete hadat üzent nekünk!;$AGRESSOR$ vyhlásil válku;;;;;;x,,,,,,
WAR_WE_ACCEPT_4;upon us! Prepare for battle...;guerre ! Préparons-nous au combat...;Bereiten Sie sich auf den Kampf vor ...;Gotujmy siê do bitwy...;contra nosotros! Preparad la batalla...;guerra! Preparati a combattere...;Fel kell készülnünk a háborúra…;nám! Pøipravte se na boj...;;;;;;x,,,,,,
WAR_WE_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x,,,,,,
WAR_WE_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x,,,,,,
WAR_WE_ACCEPT_LOG;$AGRESSOR$ declared war on us!;$AGRESSOR$ nous a déclaré la guerre !;$AGRESSOR$ hat uns den Krieg erklärt!;$AGRESSOR$ wypowiada nam wojnê!;¡$AGRESSOR$ nos ha declarado la guerra!;$AGRESSOR$ ci ha dichiarato guerra!;$AGRESSOR$ hadat üzent nekünk!;$AGRESSOR$ nám vyhlásil válku!;;;;;;x,,,,,,
WAR_WE_ACCEPT_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,
WAR_WE_ACCEPT_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,
WAR_WE_ACCEPT_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Menj ide:;Pøejít na;;;;;;x,,,,,,
WAR_WE_ACCEPT_MAP;WAR!;DÉCLARATION DE GUERRE !;KRIEG!;WOJNA!;¡GUERRA!;GUERRA!;HÁBORÚ!;VÁLKA!;;;;;;x,,,,,,
WAR_OTHER_ACCEPT_SETUP;When a nation declares war on another nation;Si une nation déclare la guerre à une autre;Wenn ein Land einem anderen Land den Krieg erklärt;Kiedy jakiœ kraj wypowiada wojnê innemu pañstwu;Cuando una nación declare la guerra a otra nación.;Quando una nazione dichiara guerra a un'altra nazione;Mikor egy nemzet hadat üzen egy másik nemzetnek;Když národ vyhlásí válku jinému národu;;;;;;x,,,,,,
WAR_OTHER_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;The Foreign Minister informa que;;;;;;;;;x,,,,,,
WAR_OTHER_ACCEPT_1;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;$AGRESSOR$;;;;;;x,,,,,,
WAR_OTHER_ACCEPT_2;$MONARCHTITLE$, $AGRESSOR$;$MONARCHTITLE$, $AGRESSOR$;$MONARCHTITLE$, $AGRESSOR$;$AGRESSOR$;$MONARCHTITLE$, $AGRESSOR$;$MONARCHTITLE$, $BADWORD$;Vezérünk, $AGRESSOR$;$MONARCHTITLE$, $AGRESSOR$;;;;;;x
WAR_OTHER_ACCEPT_3;declared war;a déclaré la guerre;hat ihrem neuen Feind;wypowiedzia³ wojnê.;ha declarado la guerra;hanno dichiarato guerra;hadat üzent;vyhlásil válku;;;;;;x,,,,,,
WAR_OTHER_ACCEPT_4;on their new enemy;à ses nouveaux ennemis;$DEFENDER$;Jego nowym wrogiem jest:;a su nuevo enemigo;al loro nuovo nemico;és így új ellenfelet szerzett a következõ személyében:;svým nepøátelùm;;;;;;x,,,,,,
WAR_OTHER_ACCEPT_5;$DEFENDER$;$DEFENDER$.; den Krieg erklärt.;$DEFENDER$.;$DEFENDER$;$DEFENDER$;$DEFENDER$;$DEFENDER$;;;;;;x,,,,,,
WAR_OTHER_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x,,,,,,
WAR_OTHER_ACCEPT_LOG;$AGRESSOR$ declared war on $DEFENDER$.;$AGRESSOR$ a déclaré la guerre à $DEFENDER$.;$AGRESSOR$ hat $DEFENDER$ den Krieg erklärt.;Pañstwo $AGRESSOR$ wypowiedzia³o wojnê pañstwu $DEFENDER$.;¡$AGRESSOR$ nos ha declarado la guerra!;$AGRESSOR$ ha dichiarato guerra a $DEFENDER$.;$AGRESSOR$ hadat üzent a következõnek: $DEFENDER$.;$AGRESSOR$ vyhlásil válku $DEFENDER$.;;;;;;x,,,,,,
WAR_OTHER_ACCEPT_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,
WAR_OTHER_ACCEPT_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,
WAR_OTHER_ACCEPT_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Menj ide:;Pøejít na;;;;;;x
DECLWAR_LIMITED;This war is a limited war.;Cette guerre est un conflit limité.;Dies ist ein eingeschränkter Krieg.;;Esta es una guerra limitada.;;;;;;;;;x
WAR_THEY_ACCEPT_SETUP;When we declare war on another nation;Si nous déclarons la guerre à une autre nation;Wenn wir einem anderen Land den Krieg erklären;Kiedy wypowiadamy wojnê innemu pañstwu;Cuando declaramos la guerra a otra nación.;Quando noi dichiariamo guerra a un'altra nazione;Mikor mi üzenünk hadat egy másik nemzetnek;Když my vyhlásíme válku jinému národu;;;;;;x
WAR_THEY_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;The Foreign Minister informa que;;;;;;;;;x
WAR_THEY_ACCEPT_1;We declared war on;Nous avons déclaré la guerre à;Wir haben $DEFENDER$;$AGRESSOR$;Declaramos la guerra a ;Abbiamo dichiarato guerra a;Hadat üzentünk a következõnek:;Vyhlásili jsme válku;;;;;;x
WAR_THEY_ACCEPT_2;$DEFENDER$;$DEFENDER$.;den Krieg erklärt.;$DEFENDER$;$DEFENDER$;$DEFENDER$;$DEFENDER$;$DEFENDER$;;;;;;x
WAR_THEY_ACCEPT_3;*;*;*;*;*;*;*;;;;;;;x,,,,,,
WAR_THEY_ACCEPT_4;*;*;*;*;*;*;*;;;;;;;x
WAR_THEY_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x
WAR_THEY_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x
WAR_THEY_ACCEPT_LOG;We declared war on $DEFENDER$.;Nous avons déclaré la guerre à $DEFENDER$.;Wir haben $DEFENDER$ den Krieg erklärt.;Wypowiedzieliœmy wojnê $DEFENDER$.;¡$AGRESSOR$ nos ha declarado la guerra!;Abbiamo dichiarato guerra a $DEFENDER$.;Hadad üzentünk a következõnek: $DEFENDER$.;Vyhlásili jsme válku $DEFENDER$.;;;;;;x
WAR_THEY_ACCEPT_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WAR_THEY_ACCEPT_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
WAR_THEY_ACCEPT_BTN3;Go to;Aller à;Gehe zu;IdŸ do;Ir allí;Andare;Menj ide:;Pøejít na;;;;;;x
WAR_THEY_ACCEPT_MAP;WAR!;DÉCLARATION DE GUERRE !;KRIEG!;WOJNA!;¡GUERRA!;GUERRA!;HÁBORÚ!;VÁLKA!;;;;;;x
LOSE_CORE_EFFECT_2;$WHO$ lose core on $LOSE$.\n;$WHO$ perd le contrôle de $LOSE$.\n;$WHO$ verliert Kernprovinzanspruch auf $LOSE$.\n;;;;;;;;;;;x
INFRA_LEVEL_HERE;Infrastructure at §Y$VAL$%§W.;Infrastructure de §Y$VAL$%§W.;Infrastruktur in §Y$VAL$%§W.;;;;;;;;;;;x
fascist_group;Fascist parties;Partis fascistes;faschistischen Parteien;;;;;;;;;;;x
conservative_group;Conservative & Reactionary parties;Partis conservateurs et réactionnaires;konservativen & reaktionären Parteien;;;;;;;;;;;x
socialist_group;Socialist & Communist parties;Partis socialistes et communistes;sozialistischen & kommunistischen Parteien;;;;;;;;;;;x
liberal_group;Liberal & Anarcho-Liberal parties;Partis libéraux et libéraux-anarchistes;liberalen & anarcho-liberalen Parteien;;;;;;;;;;;x
COALITION_WIN;A coalition of §Y$IDE$§W got $VAL$% of the vote, and will form the basis of the government.;Une coalition de §Y$IDE$§W a obtenu $VAL$% du scrutin et formera la base du gouvernement.;Eine Koalition von §Y$IDE$§W erhielt $VAL$% der Stimmen und wird die Regierungsbasis bilden.;;;;;;;;;;;x
COLONY_SUCCESS_SETUP;When we succeed with the colonization of a province.;Si nous réussissons à coloniser une province.;Wenn Erfolg mit der Kolonisation einer Provinz haben.;;;;;;;;;;;x
COLONY_FAIL_SETUP;When we fail to colonize a province.;Si nous ne réussissons pas à coloniser une province.;Wenn wir mit der Kolonisation einer Provinz scheitern.;;;;;;;;;;;x
TOPBAR_INC_SPEED;Increase Speed;Augmenter la vitesse;Geschwindigkeit erhöhen;;;;;;;;;;;x
REMOVE_TOPBAR_DEC_SPEED;Increase Speed;Augmenter la vitesse;Geschwindigkeit erhöhen;;;;;;;;;;;x
TOPBAR_CLOSE_OUTLINER;Close Outliner;Fermer l'aperçu;Outliner schließen;;;;;;;;;;;x
TOPBAR_OPEN_OUTLINER;Open Outliner;Ouvrir l'aperçu;Outliner öffnen;;;;;;;;;;;x
SLOWEST_SPEED;Slowest Speed;Vitesse la plus lente;langsamster Geschwindigkeit;;;;;;;;;;;x
SLOW_SPEED;Slow Speed;Vitesse lente;langsamer Geschwindigkeit;;;;;;;;;;;x
NORMAL_SPEED;Normal Speed;Vitesse normale;normaler Geschwindigkeit;;;;;;;;;;;x
FAST_SPEED;Fast Speed;Vitesse rapide;schneller Geschwindigkeit;;;;;;;;;;;x
FASTEST_SPEED;Fastest Speed;Vitesse la plus rapide;schnellster Geschwindigkeit;;;;;;;;;;;x
TOPBAR_DATE;This is the current date.\n(click to pause);Il s'agit de la date du jour.\n(cliquer pour mettre en pause);Dies ist das aktuelle Datum.\n(zum Pausieren klicken);;;;;;;;;;;x
TOPBAR_DATE_IS_PAUSED;This is the current date.\n(click to unpause);Il s'agit de la date du jour.\n(cliquer pour continuer);Dies ist das aktuelle Datum.\n(zum Weiterspielen klicken);;;;;;;;;;;x
TOPBAR_PAUSE_INDICATOR;The game is currently paused.;La partie est actuellement mise en pause.;Das Spiel ist momentan pausiert.;;;;;;;;;;;x
TOPBAR_SPEED_INDICATOR;The game is running at §Y$SPEED$§W.;La partie évolue à §Y$SPEED$§W.;Das Spiel läuft mit §Y$SPEED$§W.;;;;;;;;;;;x
PLAYER_COUNTRY_TOPBAR_RANK;$NAME$ is a §Y$RANK$§W.;$NAME$ est §Y$RANK$§W.;$NAME$ ist ein §Y$RANK$§W.;;;;;;;;;;;x
HAS_TECH_SCHOOL;Currently §$TECH$§W.\n;Actuellement, §$TECH$§W.\n;Derzeit §$TECH$§W.\n;;;;;;;;;;;x
HAS_NOT_TECH_SCHOOL;Not embracing §Y$TECH$§W.\n;Ne pas opter pour §Y$TECH$§W.\n;Folgt nicht: §Y$TECH$§W.\n;;;;;;;;;;;x
NEW_CORE_EFFECT_TAG;$TAG$ will gain §Yall§W as core.\n;$TAG$ obtiendra §Ytout§W en tant que territoire clé.\n;$TAG$ erhält §Yall§W als Kernprovinz.\n;;;;;;;;;;;x
ANY_OWNED_LIMITED;For Any province that is\n;Pour toute province qui est\n;Für jede Provinz, die\n;;;;;;;;;;;x
TECH_MINE_SIZE;Mine Size;Taille de la mine;Minengröße;;;;;;;;;;;x
TECH_FARM_SIZE;Farm Size;Taille de la ferme;Farmgröße;;;;;;;;;;;x
TRIGGER_STATE;(State);(État);(Staat);;;;;;;;;;;x
NO_TECH_SELECTED;None Selected;Pas de sélection;Keine ausgewählt;;;;;;;;;;;x
IS_CIVILIZED;is civilized.;est civilisé.;ist zivilisiert.;;;;;;;;;;;x
IS_NOT_CIVILIZED;is NOT civilized.;n'est PAS civilisé.;ist NICHT zivilisiert.;;;;;;;;;;;x
IS_INDEP;is NOT under foreign influence.;n'est PAS sous influence étrangère.;steht NICHT unter ausländischem Einfluss.;;;;;;;;;;;x
IS_NOT_INDEP;is under foreign influence.;est sous influence étrangère.;steht unter ausländischem Einfluss.;;;;;;;;;;;x
ELECTION_INFO_IN_GOV;Election Campaign in Progress;Campagne électorale en cours;Wahlkampf im Verlauf;;;;;;;;;;;x
REGIMENT_POP_NAME;$NUM$$ORDER$ $POP$ $TYPE$;$NUM$$ORDER$ $POP$ $TYPE$;$NUM$$ORDER$ $POP$ $TYPE$;;;;;;;;;;;x
REGIMENT_HOME_NAME;$NUM$$ORDER$ $HOME$ $TYPE$;$NUM$$ORDER$ $HOME$ $TYPE$;$NUM$$ORDER$ $HOME$ $TYPE$;;;;;;;;;;;x
SUBUNIT_POP;§Y$CULTURE$§W $TYPE$ from §Y$LOCATION$§W.;§Y$CULTURE$§W $TYPE$ à partir de §Y$LOCATION$§W.;§Y$CULTURE$§W $TYPE$ von §Y$LOCATION$§W.;;;;;;;;;;;x
army_tech_research_bonus;Army Tech Research;Recherche de technologie militaire;Militärtechnologieforschung;;;;;;;;;;;x
commerce_tech_research_bonus;Commerce Tech Research;Recherche de technologie commerciale;Handelstechnologieforschung;;;;;;;;;;;x
culture_tech_research_bonus;Culture Tech Research;Recherche de technologie culturelle;Kulturtechnologieforschung;;;;;;;;;;;x
industry_tech_research_bonus;Industry Tech Research;Recherche de technologie industrielle;Industrietechnologieforschung;;;;;;;;;;;x
navy_tech_research_bonus;Navy Tech Research;Recherche de technologie navale;Marinetechnologieforschung;;;;;;;;;;;x
THERE_ARE_BACKING;§Y$VAL$§W of the population want this reform.;§Y$VAL$§W de la population veulent cette réforme.;§Y$VAL$§W der Bevölkerung will diese Reform.;;;;;;;;;;;x
BREAKCOUNTRY_SETUP;When our nation is broken by rebellion;Si notre nation est en proie à la rébellion;Wenn unser Land zerbricht;Kiedy nasze pañstwo upada;Cuando nuestra nación esté desintegrada por la rebelión.;Quando la nostra nazione crolla;Mikor a nemzetünk részekre szakad;Když se náš národ rozdìlí;;;;;;x
BREAKCOUNTRY_HEADER;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;$MESSENGER$;;;;;;x
BREAKCOUNTRY_1;Our Nation has collapsed!;Notre nation s'effondre !;Unser Land ist kollabiert!;Nasze pañstwo upad³o!;¡Nuestra nación se ha derrumbado!;La nostra nazione si sta sfaldando!;A nemzetünk összeomlik!;Náš národ se rozdìlil!;;;;;;x
BREAKCOUNTRY_2;$MONARCHTITLE$, traitor factions have broken the back of our country.;$MONARCHTITLE$, les factions traîtresses ont mis à mal notre pays.;$MONARCHTITLE$, Verräterfraktionen haben unserer Nation das Rückgrat gebrochen;;$MONARCHTITLE$, las facciones traidoras se la han jugado a nuestro país.;;;;;;;;;x
BREAKCOUNTRY_3;We have no choice but to accept their outrageous demands.;Nous n'avons pas d'autre choix que d'accepter leurs exigences scandaleuses.;Effekte:;;No tenemos más elección que aceptar sus escandalosas exigencias.;;;;;;;;;x
BREAKCOUNTRY_4;*;*;$EFFECTS$;*;*;*;*;;;;;;;x
BREAKCOUNTRY_5;*;*;*;*;*;*;*;;;;;;;x
BREAKCOUNTRY_6;*;*;*;*;*;*;*;;;;;;;x
BREAKCOUNTRY_LOG;Our nation has Collapsed!;Notre nation s'est effondrée !;Unser Land ist zusammengebrochen!;Nasze pañstwo upad³o!;¡Nuestra nación se ha derrumbado!;La nostra nazione è crollata!;A nemzetünk összeomlott!;Národ se rozdìlil!;;;;;;x
BREAKCOUNTRY_BTN1;Horror!;Horreur !;Grausam!;To straszne!;¡Qué horror!;Orrore!;Rettegés!;Hrùza!;;;;;;x
BREAKCOUNTRY_BTN2;Horror!;Horreur !;Grausam!;To straszne!;¡Qué horror!;Orrore!;Rettegés!;Hrùza!;;;;;;x
BREAKCOUNTRY_BTN3;Goto;Aller à;GOTO;IdŸ do;Ir allí;Andare;Menj ide;Pøejít na;;;;;;x
BREAKCOUNTRY_MAP;*;*;*;*;*;*;*;;;;;;;x
BREAKCOUNTRYOTHER_SETUP;When another nation is broken by rebellion;Si une autre nation est en proie à la rébellion;Wenn ein anderes Land zerbricht;Kiedy jedno z pañstw upada;Cuando otra nación esté desintegrada por la rebelión.;Quando un'altra nazione crolla;Mikor egy másik nemzet szakad részekre;Když se jiný národ rozdìlí;;;;;;x
BREAKCOUNTRYOTHER_HEADER;Herald from;Message de;Herold aus;Wys³annik pañstwa:;Un heraldo de;Messaggero da;Hírnök érkezett innen:;Herold od;;;;;;x
BREAKCOUNTRYOTHER_1;$OTHER$;$OTHER$;$OTHER$;$OTHER$;$OTHER$;$OTHER$;$OTHER$;$OTHER$;;;;;;x
BREAKCOUNTRYOTHER_2;$MONARCHTITLE$, those fools!;$MONARCHTITLE$, quels pauvres fous !;$MONARCHTITLE$;A to g³upcy!;¡$MONARCHTITLE$, vaya insensatos!;$MONARCHTITLE$, che stolti!;Azok a bolondok!;$MONARCHTITLE$, ti blázni!;;;;;;x
BREAKCOUNTRYOTHER_3;$OTHER$ has Collapsed.;$OTHER$ s'effondre.;$OTHER$ ist kollabiert.;Pañstwo $OTHER$ upad³o.;$OTHER$ se ha derrumbado.;$OTHER$: è crollato.;$OTHER$ összeomlott.;$OTHER$ kolaboval.;;;;;;x
BREAKCOUNTRYOTHER_4;They could not even fight a proper war.;Ils n'ont même pas été capables de se battre correctement.;In einem regulären Krieg waren sie völlig unterlegen.;Nie umieli nawet porz¹dnie walczyæ.;No eran capaces ni de librar una batalla en condiciones.;Non sono neppure riusciti ad affrontare una vera guerra.;Még egy valamire való háborút sem tudtak megvívni.;Nedovedou ani vést øádnou válku.;;;;;;x
BREAKCOUNTRYOTHER_5; Their cities have been reduced to smoldering ruins and their armies have been routed.; Leurs cités ne sont plus que ruines fumantes et leurs armées en déroute.;Ihre Städte sind nur noch rauchende Ruinen, ihre Armeen haben sich aufgelöst.;Z ich miast pozosta³y p³on¹ce zgliszcza, a armie posz³y w rozsypkê.; Sus ciudades han sido reducidas a escombros incandescentes y sus ejércitos han sido aplastados.; Le loro città sono ridotte a un cumulo di macerie e le truppe si sono disperse.;Városaik a földdel váltak egyenlõvé, seregeik megfutamodtak.;Jejich mìsta jsou v troskách a dýmu, jejich armády se hroutí.;;;;;;x
BREAKCOUNTRYOTHER_6;They have no option but to give up all occupied territory to gain peace.;Ils n'ont pas d'autre choix que d'abandonner tous les territoires occupés pour conclure la paix.;Sie haben keine andere Wahl, als für den Frieden all ihre besetzten Ländereien aufzugeben.;Nie maj¹ innego wyjœcia, jak zrezygnowaæ ze wszystkich terytoriów okupowanych, aby uzyskaæ pokój.;Para conseguir la paz no les queda más alternativa que entregar todos los territorios ocupados.;Non hanno altra scelta: devono cedere tutti i territori occupati se vogliono la pace.;Nincs más lehetõségük, fel kell adniuk minden birtokukban lévõ területet, hogy békét köthessenek;Nemají jinou možnost - musí se vzdát všech okupovaných teritorií.;;;;;;x
BREAKCOUNTRYOTHER_LOG;$OTHER$ is Broken!;$OTHER$ : ce pays est à genoux !;$OTHER$ ist zerbrochen!;Pañstwo $OTHER$ upad³o!;¡$OTHER$ se ha derrumbado!;$OTHER$: è caduto!;$OTHER$ összeomlott.;$OTHER$ jsou zlomeni!;;;;;;x
BREAKCOUNTRYOTHER_BTN1;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BREAKCOUNTRYOTHER_BTN2;OK;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
BREAKCOUNTRYOTHER_BTN3;Goto;Aller à;GOTO;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x
BREAKCOUNTRYOTHER_MAP;*;*;*;*;*;*;*;;;;;;;x
ORG_EXPLANATION_TT;The higher this percentage is, the stronger the rebel uprising will become.;Plus ce pourcentage est élevé, plus le soulèvement rebelle se renforce.;Je höher dieser Prozentwert ist, desto stärker wird der Rebellenaufstand.;;;;;;;;;;;x
COLONIAL_MIGRATION_TECH;Colonial Migration;Immigration coloniale;Kolonialabwanderung;;;;;;;;;;;x
COMBAT_WIDTH_TECH;Combat Width;Aire de combat;Gefechtsbreite;;;;;;;;;;;x
PLURALITY_EXPLANATION;Plurality is the shared level of consciousness in our country. The memories of the past victories and defeats in the name of liberty remind our people of what could be.;La pluralité correspond au niveau partagé de conscience nationale. Les souvenirs des victoires et défaites passées au nom de la liberté rappellent à notre peuple ce qui aurait pu arriver.;Die Pluralität ist das allgemeine Bewusstseinsniveau in Ihrem Land. Die Erinnerungen an vergangene Siege und Niederlagen im Namen der Freiheit erinnern Ihre Bevölkerung daran, was möglich sein könnte.;;;;;;;;;;;x
REMOVE_REVANCHISM_EXPLANATION;From the French word revenge, Revanchism is the yearning for the return for our rightful land. Our people are ready to make greater sacrifices for their return.;Dérivé du terme revanche, le revanchisme correspond au désir de retrouver notre terre légitime. Notre peuple est prêt à de grands sacrifices pour y parvenir.;Revanchismus ist von dem französischen Wort für Rache abgeleitet und steht für das Verlangen nach der Rückkehr unseres rechtmäßigen Territoriums. Unser Volk ist bereit, dafür große Opfer zu bringen.;;;;;;;;;;;x
GAIN_PROVINCE;Gain §Y$WHERE$§W from §Y$WHO$§W.\n;Obtention de §Y$WHERE$§W de §Y$WHO$§W.\n;§Y$WHERE$§W muss §Y$WHO$§W abgerungen werden.\n;;;;;;;;;;;x
build_kiel_canal_title;Build the Kiel Canal;Construire le canal de Kiel;Nord-Ostsee-Kanal bauen;;;;;;;;;;;x
build_kiel_canal_desc;Building a canal between the Baltic and The North Sea would be a tremendous boon to our shipping, and we are in a position to build one in Kiel.;La construction d'un canal entre la Baltique et la mer du Nord apporterait un essor considérable à notre flotte et nous sommes en mesure de construire un tel canal à Kiel.;Der Bau eines Kanals zwischen der Ost- und Nordsee könnte eine Wohltat für unsere Schifffahrt sein. Wir sind nun in der Lage, von Kiel aus so einen Kanal zu bauen.;;;;;;;;;;;x
build_suez_canal_title;Build the Suez Canal;Construire le canal de Suez;Suezkanal bauen;;;;;;;;;;;x
