;;;;;;;;;;;;x,,,,,,,
######################################################################;;;;;;;;;;;;;;x,,,,,,,
##### extra_decisions.txt (Extra Decisions) ;;;;;;;;;;;;;;x,,,,,,,
######################################################################;;;;;;;;;;;;;;x,,,,,,,
tonghak_reforms_title;Donghak Reforms;;;;;;;;;;;;x,,,,,,,
tonghak_reforms_desc; The peasant class of Korea has suffered as of late under the corrupt officials of the current system. Currently the floods and famines that have taken its toll on the lands has hit them quite hard, with increased taxes current aristocrats and officials have put in place has brought the peasant classes to the point of revolution. In response to this, the government has instituted a number of social, economic and military reforms in order to placate the peasantry. May Korea have some peace for now.;;;;;;;;;;;;x,,,,
whistlestop_tour_title;Whistle Stop Tour;;;;;;;;;;;;x,,,,,,,
whistlestop_tour_desc;With the advent of railways in our nation, the idea has been suggested that our monarch tour the nation, traveling from city to city by train. Some urge caution, however, for such public appearances could provide assassins with the opportunity to strike in provinces that are simmering with rebellion.;;;;;;;;;;;;x,,,
Will_Of_The_People_title;The Will of the People;;;;;;;;;;;;x,,,,,,,
Will_Of_The_People_desc;Through the social contract,or the 'Will of the People', may the Workers of the World Unite in Proletariat Revolution!;;;;;;;;;;;;x,,,,,
You_are_no_parliament!_title; Abolish the Parliament;;;;;;;;;;;;x,,,,,,,
You_are_no_parliament!_desc; The military has taken control in the recent election and have abolished the parliament in which they control. As such, the state is fully under the control of the military.;;;;;;;;;;;;x,,,,,,
gesture_of_defiance_title;Gesture of Defiance;;;;;;;;;;;;x,,,,,,,
gesture_of_defiance_desc;We are a nation of growing power. It falls upon us to display to the so-called 'civilized' nations of the world that they cannot act with impunity. We will resist aggression in kind.;;;;;;;;;;;;x,,,,,,,
grand_exhibition_title;Grand Exhibition;;;;;;;;;;;;x,,,,,,,
grand_exhibition_desc;Let us display to the world our nation's advanced culture.;;;;;;;;;;;;x,,,,,,,
grand_exhibition2_title;Grand Exhibition;;;;;;;;;;;;x,,,,,,,
grand_exhibition2_desc;Let us display to the world our nation's advanced culture.;;;;;;;;;;;;x,,,,,,,
grand_exhibition3_title;Grand Exhibition;;;;;;;;;;;;x,,,,,,,
grand_exhibition3_desc;Let us display to the world our nation's advanced culture.;;;;;;;;;;;;x,,,,,,,
grand_exhibition4_title;Grand Exhibition;;;;;;;;;;;;x,,,,,,,
grand_exhibition4_desc;Let us display to the world our nation's advanced culture.;;;;;;;;;;;;x,,,,,,,
grand_exhibition5_title;Grand Exhibition;;;;;;;;;;;;x,,,,,,,
grand_exhibition5_desc;Let us display to the world our nation's advanced culture.;;;;;;;;;;;;x,,,,,,,
grand_exhibition6_title;Grand Exhibition;;;;;;;;;;;;x,,,,,,,
grand_exhibition6_desc;Let us display to the world our nation's advanced culture.;;;;;;;;;;;;x,,,,,,,
lavish_exhibition_title;Lavish Exhibition;;;;;;;;;;;;x,,,,,,,
lavish_exhibition_desc;We shall put on the finest display of our culture the world has ever seen!;;;;;;;;;;;;x,,,,,,,
lavish_exhibition2_title;Lavish Exhibition;;;;;;;;;;;;x,,,,,,,
lavish_exhibition2_desc;We shall put on the finest display of our culture the world has ever seen!;;;;;;;;;;;;x,,,,,,,
lavish_exhibition3_title;Lavish Exhibition;;;;;;;;;;;;x,,,,,,,
lavish_exhibition3_desc;We shall put on the finest display of our culture the world has ever seen!;;;;;;;;;;;;x,,,,,,,
lavish_exhibition4_title;Lavish Exhibition;;;;;;;;;;;;x,,,,,,,
lavish_exhibition4_desc;We shall put on the finest display of our culture the world has ever seen!;;;;;;;;;;;;x,,,,,,,
lavish_exhibition5_title;Lavish Exhibition;;;;;;;;;;;;x,,,,,,,
lavish_exhibition5_desc;We shall put on the finest display of our culture the world has ever seen!;;;;;;;;;;;;x,,,,,,,
lavish_exhibition6_title;Lavish Exhibition;;;;;;;;;;;;x,,,,,,,
lavish_exhibition6_desc;We shall put on the finest display of our culture the world has ever seen!;;;;;;;;;;;;x,,,,,,,
the_open_door_title;The Open Door;;;;;;;;;;;;x,,,,,,,
the_open_door_desc;The 'Open Door' immigration policy meant that racial and cultural barriers to immigration were lifted, and began a wave of immigration in the New World that was previously unprecedented.;;;;;;;;;;;;x,,,,,,
embrace_czech_minority_title;Embrace the Czech Minority;;;;;;;;;;;;x,,,,,,,
embrace_czech_minority_desc;We shall embrace our Czech citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;x,,,,,,
embrace_slovene_minority_title;Embrace the Slovene Minority;;;;;;;;;;;;x,,,,,,,
embrace_slovene_minority_desc;We shall embrace our Slovene citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;x,,,,,,
embrace_croat_minority_title;Embrace the Croat Minority;;;;;;;;;;;;x,,,,,,,
embrace_croat_minority_desc;We shall embrace our Croat citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;x,,,,,,
embrace_polish_minority_title;Embrace the Polish Minority;;;;;;;;;;;;x,,,,,,,
embrace_polish_minority_desc;We shall embrace our Polish citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;x,,,,,,
purge_the_traitors_title;Purge the Traitors!;;;;;;;;;;;;x,,,,,,,
purge_the_traitors_desc;The proletarian state has many enemies, ones that do not see the larger plan and how it benefits us all. We must locate them and keep them from harming our nation.;;;;;;;;;;;;x,,,,,,
conference1_title;National Conference;;;;;;;;;;;;x,,,,,,,
conference1_desc;A grand display of our nation's scientific prowess. Let us bring the intelligentsia together in the capital, so that great minds may share ideas and advance our country's interests.;;;;;;;;;;;;x,,,,,,
conference2_title;National Conference;;;;;;;;;;;;x,,,,,,,
conference2_desc;A grand display of our nation's scientific prowess. Let us bring the intelligentsia together in the capital, so that great minds may share ideas and advance our country's interests.;;;;;;;;;;;;x,,,,,,
conference3_title;National Conference;;;;;;;;;;;;x,,,,,,,
conference3_desc;A grand display of our nation's scientific prowess. Let us bring the intelligentsia together in the capital, so that great minds may share ideas and advance our country's interests.;;;;;;;;;;;;x,,,,,,
conference4_title;National Conference;;;;;;;;;;;;x,,,,,,,
conference4_desc;A grand display of our nation's scientific prowess. Let us bring the intelligentsia together in the capital, so that great minds may share ideas and advance our country's interests.;;;;;;;;;;;;x,,,,,,
conference5_title;National Conference;;;;;;;;;;;;x,,,,,,,
conference5_desc;A grand display of our nation's scientific prowess. Let us bring the intelligentsia together in the capital, so that great minds may share ideas and advance our country's interests.;;;;;;;;;;;;x,,,,,,
conference6_title;National Conference;;;;;;;;;;;;x,,,,,,,
conference6_desc;A grand display of our nation's scientific prowess. Let us bring the intelligentsia together in the capital, so that great minds may share ideas and advance our country's interests.;;;;;;;;;;;;x,,,,,,
reclaim_herat_title;Reclaim Herat;;;;;;;;;;;;x,,,,,,,
reclaim_herat_desc;Herat has and always will rightfully belong to Persia. We will retake it!;;;;;;;;;;;;x,,,,,,,
military_parade_title;Military Parade;;;;;;;;;;;;x,,,,,,,
military_parade_desc;Let us display our nation's armed forces in the streets. We are a power to be reckoned with, and all the world will know it!;;;;;;;;;;;;x,,,,,,
treaty_of_aigun_title;The Treaty of Aigun;;;;;;;;;;;;x,,,,,,,
treaty_of_aigun_desc;The time has come to approach the Chinese, and make our demand that they turn over northern Manchuria to us. It is the only way there will be peace.;;;;;;;;;;;;x,,,,,,
citizenship_tests_title;Citizenship Tests;;;;;;;;;;;;x,,,,,,,
citizenship_tests_desc;Those many immigrants that make their way to our lands will prove that they know what it means to be free.;;;;;;;;;;;;x,,,,,,,
passports_title;Passports;;;;;;;;;;;;x,,,,,,,
passports_desc;The demand on our government's immigration system has been immense. We must come up with new ways to ensure that the rights of our new citizens are protected and recognized by the world.;;;;;;;;;;;;x,,,,,,,
conduct_census_title;Conduct Census;;;;;;;;;;;;x,,,,,,,
conduct_census_desc;The make-up of our country's population has changed so much and so rapidly that it is clear an effort must be undertaken to catalogue our population. Let us discover who is who in our nation.;;;;;;;;;;;;x,,,,,,,
census;National Census;;;;;;;;;;;;x,,,,,,,
census_desc;A national census is currently being conducted.;;;;;;;;;;;;x,,,,,,,
recognize_the_csa_title;Officially recognize the CSA;;;;;;;;;;;;x,,,,,,,
recognize_the_csa_desc;We will extend formal recognition of the Confederate States of America, opening an embassy in their capital and formally establishing relations. The Yankees will, of course, not approve.;;;;;;;;;;;;x,,,,
right_to_secede_title;The Right to Secede;;;;;;;;;;;;x,,,,,,,
right_to_secede_desc;The Civil War is over, and despite our wishes the United States stands divided. Our only option is to extend official recognition of the south's right to secede. If we cannot live under the same roof, we shall be kind neighbors, and perhaps even brothers in arms. May God help us all.;;;;;;;;;;;;x,,,,
second_declaration_of_independence_title;The Second Declaration of Independence;;;;;;;;;;;;x,,,,,,,
second_declaration_of_independence_desc;As the founding fathers did before us, so shall we stand up for our sovereign rights and not permit the interests of the North override what the South knows to be right and proper in our eyes. We shall be free, and let no free man say otherwise.;;;;;;;;;;;;x,,,,,
the_rights_of_man_title;The Rights of Man;;;;;;;;;;;;x,,,,,,,
the_rights_of_man_desc;A recognition has begun among our people of the basic fundamental rights that all humanity shares. This is the first step in becoming a truly modern civilization.;;;;;;;;;;;;x,,,,,,,
political_ideology_title;The New Ideology;;;;;;;;;;;;x,,,,,,,
political_ideology_desc;New ideas have come to our nation, and with them come new doctrines and principles that will change the foundations of how our people live.;;;;;;;;;;;;x,,,,,,
of_state_n_government_title;Of State and Government;;;;;;;;;;;;x,,,,,,,
of_state_n_government_desc;Our state is changing, evolving from a simple government of bureaucrats and despots to a true organism of the state. We march into a modern era, one where new ideas will tranform the way we live.;;;;;;;;;;;;x,,,,,
dreams_of_empire_title;Dreams of Empire;;;;;;;;;;;;x,,,,,,,
dreams_of_empire_desc;We dream not only of an empire to span the world, but also of a cultural empire. Our people stand as civilized beings, and it is our imperative to bestow the gift of our knowledge upon others. Let the world know of our desires, for we shall find a place of prominence within it.;;;;;;;;;;;;x,,,,
the_means_of_production_title;The Means of Production;;;;;;;;;;;;x,,,,,,,
the_means_of_production_desc;We have the means at our hands to be a nation of power and significance. We must exert that power responsibly, for now we are a true citizen of the world.;;;;;;;;;;;;x,,,,,,
the_flaws_of_democracy_title;The Flaws of Democracy;;;;;;;;;;;;x,,,,,,,
the_flaws_of_democracy_desc;The world is changing rapidly, and bringing with it dangerous new doctines that threaten democratic principle. Whether our nation stands with those who desire freedom, or seeks a different path will be ours to decide and ours alone.;;;;;;;;;;;;x,,,,,
the_art_of_war_title;The Art of War;;;;;;;;;;;;x,,,,,,,
the_art_of_war_desc;It falls upon our nation to learn the arts of war practiced by the more advanced countries of the world. We must modernize our armed forces, for one day they will learn we are more than their equal. We are their match.;;;;;;;;;;;;x,,,,,,
the_art_of_diplomacy_title;The Art of Diplomacy;;;;;;;;;;;;x,,,,,,,
the_art_of_diplomacy_desc;The ways of other nations are not ours, yet if we are to stand on our own we must learn their ways. We must embrace the use of diplomats and treaties, not because their way is superior but because if we are to find our own path we must first learn to play their game.;;;;;;;;;;;;x,,,,,
the_art_of_science_title;The Art of Science;;;;;;;;;;;;x,,,,,,,
the_art_of_science_desc;It is true that our nation lags behind the scientific prowess of other countries. But all things can change.;;;;;;;;;;;;x,,,,,,,
the_art_of_business_title;The Art of Business;;;;;;;;;;;;x,,,,,,,
the_art_of_business_desc;We shall embrace the arts of commerce employed by the greater powers, for it is with the power of coin and the lure of prosperity that we shall achieve true independence.;;;;;;;;;;;;x,,,,,,
new_capital_in_the_east_title;A New Capital in the East;;;;;;;;;;;;x,,,,,,,
new_capital_in_the_east_desc;We will create a new capital for Japan in the city of Edo, giving it a new name and building it into a glorious place that will show the world that Japan is a power to be reckoned with.;;;;;;;;;;;;x,,,,,,
establish_panslavism_title;Establish Pan-Slavism;;;;;;;;;;;;x,,,,,,,
establish_panslavism_desc;The Orthodox Christians of the Balkans have lived under the boot of Muslim oppression for too long. The time has come to call on them to rise up against their oppressors. All Yugoslavia must unite!;;;;;;;;;;;;x,,,,,,,
encourage_arab_nationalism_title;Encourage Arab Nationalism;;;;;;;;;;;;x,,,,,,,
encourage_arab_nationalism_desc;The way to truly fight the Ottoman Empire is to dismantle it from within. We must encourage their Arab minorities to rise up and seek their own destiny as independent nations.;;;;;;;;;;;;x,,,,,,,
unite_with_moldavia_title;Unite with Moldavia;;;;;;;;;;;;x,,,,,,,
unite_with_moldavia_desc;The Romanian peoples must stand together as one nation, now and forever more. Together we shall forge a new destiny and reclaim the lands that have been taken from us over the centuries.;;;;;;;;;;;;x,,,,,,
the_great_game_bukhara_title;The Great Game Comes to Bukhara;;;;;;;;;;;;x,,,,,,,
the_great_game_bukhara_desc;We must press our domination of Central Asia. This means that Bukhara must join our nation, or stand forever more subject to British aggression in the region.;;;;;;;;;;;;x,,,,,,
the_great_game_kokand_title;The Great Game Comes to Kokand;;;;;;;;;;;;x,,,,,,,
the_great_game_kokand_desc;We must press our domination of Central Asia. This means that Kokand must join our nation, or stand forever more subject to British aggression in the region.;;;;;;;;;;;;x,,,,,,
the_great_game_khiva_title;The Great Game Comes to Khiva;;;;;;;;;;;;x,,,,,,,
the_great_game_khiva_desc;We must press our domination of Central Asia. This means that Khiva must join our nation, or stand forever more subject to British aggression in the region.;;;;;;;;;;;;x,,,,,,
change_national_value_on_title;Change National Value (Active);;;;;;;;;;;;x,,,,,,,
change_national_value_on_desc;Turn on the function to change the National Value.;;;;;;;;;;;;x,,,,,,,
change_national_value_off_title;Change National Value (Inactive);;;;;;;;;;;;x,,,,,,,
change_national_value_off_desc;Turn off the function to change the National Value.;;;;;;;;;;;;x,,,,,,,
the_holy_city_title;The Holy City;;;;;;;;;;;;x,,,,,,,
the_holy_city_desc;Mecca is the center of all Islam. To hold it is to stand above all others, and prove to them that the fate of all Islam lies in our hands.;;;;;;;;;;;;x,,,,,,
ibn_saud_title;Ibn Saud;;;;;;;;;;;;x,,,,,,,
ibn_saud_desc;The time has come to unite all of the Arabian peninsula under our rule. Hedjaz must be taken, in order for the Saudi nation to truly stand on its own.;;;;;;;;;;;;x,,,,,,
total_war_in_taiping_title;Total War in Taiping;;;;;;;;;;;;x,,,,,,,
total_war_in_taiping_desc;The glorious revolution awaits. We must call upon all our citizens to fight, lest our cause die before it has even achieved the first step towards victory.;;;;;;;;;;;;x,,,,,,
total_war_in_peking_title;Total War in Peking;;;;;;;;;;;;x,,,,,,,
total_war_in_peking_desc;The Taiping Rebellion threatens the dynasty and, indeed, the entire Empire. We must call on all our citizens to rise up and fight against these Christian infidels!;;;;;;;;;;;;x,,,,,
leave_soi_title;We Will Stand on our Own;;;;;;;;;;;;x,,,,,,,
leave_soi_desc;Too long have we bent knee to unwanted foreigners. We must prove to them that our nation is a power to be reckoned with, and reject their influence within our nation.;;;;;;;;;;;;x,,,,,,
firepower_doctrine;Firepower Doctrine;;;;;;;;;;;;x,,,,,,,
firepower_doctrine_desc;A doctrine of warfare that takes advantage of new types of weapons, and the ability to overwhelm an enemy with superior firepower.;;;;;;;;;;;;x,,,,,,
superior_mobility_doctrine;Superior Mobility Doctrine;;;;;;;;;;;;x,,,,,,,
superior_mobility_doctrine_desc;No longer are armies reliant on horses to provide greater mobility. The invention of tanks and motorized infantry means an army's ability to outflank the enemy has greatly increased. Warfare is about to be changed forever.;;;;;;;;;;;;x,,,,,,,
motorised_infantry;Motorized Infantry;;;;;;;;;;;;x,,,,,,,
motorised_infantry_desc;Motorising infantry is the first stage towards the mechanisation of an army. Civilian trucks are readily adaptable to military uses of transporting soldiers, towing guns, and carrying equipment and supplies. This greatly increases the strategic mobility of infantry units, which would otherwise rely on marches or railroads.;;;;;;;;;;;;x,,,,
motorised_infantry_doctrine;Motorized Infantry Doctrine;;;;;;;;;;;;x,,,,,,,
motorised_infantry_doctrine_desc;Supplying units of infantry with vehicles that could speedily transport them from one war zone to the next is the first step in the evolution of a truly modern armed forces.;;;;;;;;;;;;x,,,,,,,
heavy_support_doctrine;Heavy Support Doctrine;;;;;;;;;;;;x,,,,,,,
heavy_support_doctrine_desc;The addition of heavy artillery to our arsenal of weaponry means changing the way we provide attrition in war.;;;;;;;;;;;;x,,,,,,,
siege_doctrine;Siege Doctrine;;;;;;;;;;;;x,,,,,,,
siege_doctrine_desc;Methods of improving fortifications have improved rapidly since the days of castles and forts, thus the way we lay siege must also change.;;;;;;;;;;;;x,,,,,,
grand_battle_plan_doctrine;Grand Battle Plan Doctrine;;;;;;;;;;;;x,,,,,,,
grand_battle_plan_doctrine_desc;The traditional ways of planning our battles has changed, primarily because the old ways of thinking no longer apply. Our generals must remain up-to-date, or all our advanced technology will be useless.;;;;;;;;;;;;x,,,,,
superior_firepower_doctrine;Superior Firepower Doctrine;;;;;;;;;;;;x,,,,,,,
superior_firepower_doctrine_desc;As our weapons continue to advance in strength and the ability to inflict damage, so too must our ability to take those changes into account. We must develop new doctines of warfare to compensate not only for our superior firepower, but for that of other nations.;;;;;;;;;;;;x,,,,,
human_wave_doctrine;Human Wave Doctrine;;;;;;;;;;;;x,,,,,,,
human_wave_doctrine_desc;Not every nation has the ability to field mass amounts of soldiers, poorly-equipped or no, but those that are must learn to take advantage of the 'human wave' that results. Even the most advanced defenders cannot endure an assault that simply never ends.;;;;;;;;;;;;x,,,,,
spearhead_doctrine;Spearhead Doctrine;;;;;;;;;;;;x,,,,,,,
spearhead_doctrine_desc;The increasing mobility of our armed forces means the development of a 'spearhead' maneuver which allows us to thrust our forces past the enemy's front lines, allowing them to flank and surround enemy forces before they're even aware what's happened. This is the future of armed combat.;;;;;;;;;;;;x,,,,,,
iron_small_arms_production;Iron Small Arms Production;;;;;;;;;;;;x,,,,,,,
iron_small_arms_production_desc;We have developed means of producing new firearms. These should be communicated to our factories, so they may be mass-produced.;;;;;;;;;;;;x,,,,,,
steel_small_arms_production;Steel Small Arms Production;;;;;;;;;;;;x,,,,,,,
steel_small_arms_production_desc;We have developed means of producing new firearms. These should be communicated to our factories, so they may be mass-produced.;;;;;;;;;;;;x,,,,,,
bronze_artillery_production;Bronze Artillery Production;;;;;;;;;;;;x,,,,,,,
bronze_artillery_production_desc;We have advanced our methods of producing artillery. These must be communicated to our factories,so modern artillery may be mass-produced for our armies.;;;;;;;;;;;;x,,,,,,
carronade;Carronade;;;;;;;;;;;;x,,,,,,,
carronade_desc;The carronade was a short smoothbore,cast iron cannon, It was used from the 1770s to the 1850s. Its main function was to serve as a powerful, short-range anti-ship and anti-crew weapon. While considered very successful early on, carronades eventually disappeared as long-range naval artillery led to fewer and fewer close-range engagements.;;;;;;;;;;;;x,,,
iron_artillery_production;Iron Artillery Production;;;;;;;;;;;;x,,,,,,,
iron_artillery_production_desc;We have advanced our methods of producing artillery. These must be communicated to our factories,so modern artillery may be mass-produced for our armies.;;;;;;;;;;;;x,,,,,,
twelve_pounder;Twelve Pounder;;;;;;;;;;;;x,,,,,,,
twelve_pounder_desc;The twelve-pound cannon is a cannon that fires twelve-pound projectiles from its barrel, as well as grapeshot,chainshot, shrapnel, and later shells and canister shot.;;;;;;;;;;;;x,,,
rifled_barrels;Rifled Barrels;;;;;;;;;;;;x,,,,,,,
rifled_barrels_desc;Rifling is the process of making helical grooves in the barrel of a gun or firearm, which imparts a spin to a projectile around its long axis. This spin serves to gyroscopically stabilize the projectile, improving its aerodynamic stability and accuracy.;;;;;;;;;;;;x,,,,,
76_millimeter_gun;76 Millimeter Gun;;;;;;;;;;;;x,,,,,,,
76_millimeter_gun_desc;Artillery weapons have become even larger, and capable of delivering even larger ordinance. These weapons are the future of modern warfare.;;;;;;;;;;;;x,,,,,,
railroad_guns;Railroad Guns;;;;;;;;;;;;x,,,,,,,
railroad_guns_desc;A railroad gun is a large artillery piece, often surplus naval ordnance, mounted on, transported by and fired from a specially-designed railway wagon.;;;;;;;;;;;;x,,,,
howitzer;Howitzer;;;;;;;;;;;;x,,,,,,,
howitzer_desc;A howitzer is a type of artillery piece characterized by a relatively short barrel and the use of comparatively small propellant charges to propel projectiles at relatively high trajectories, with a steep angle of descent.;;;;;;;;;;;;x,,,,,,
mortar;Mortar;;;;;;;;;;;;x,,,,,,,
mortar_desc;A mortar is an indirect fire weapon that fires shells at low velocities, short ranges, and high-arcing ballistic trajectories. It is typically muzzle-loading and has a barrel length less than 15 times its caliber.;;;;;;;;;;;;x,,,,,
self_propelled_artillery;Self-Propelled Artillery;;;;;;;;;;;;x,,,,,,,
self_propelled_artillery_desc;The weakness of artillery has always been its lack of mobility, and considering that mobility is quickly becoming the hallmark of a modern army, it is becoming increasingly clear that new methods must be developed to move artillery from one front to the next.;;;;;;;;;;;;x,,,,,
tinned_fruit;Tinned Fruit;;;;;;;;;;;;x,,,,,,,
tinned_fruit_desc;The process of preserving fruit in tin cans was one of the earliest methods of mass food production, and led to the consumption of produce in places that weren't already near farming areas.;;;;;;;;;;;;x,,,,,,
The_New_Deal;The 'New Deal';;;;;;;;;;;;x,,,,,,,
The_New_Deal_desc;The New Deal is a system of economic programs designed to combat economic depression and focused on the 3 R's: relief, recovery, and reform. That is, relief for the unemployed and poor, recovery of the economy to normal levels, and reform of the financial system to prevent a repeat depression.;;;;;;;;;;;;x,,
inclosure;Inclosure;;;;;;;;;;;;x,,,,,,,
inclosure_desc;Inclosure is the process which was used in order to end some traditional rights, such as mowing meadows for hay, or grazing livestock on land which is owned by another person. Under inclosure, such land is fenced and deeded or entitled to one or more owners. By the 19th century, unenclosed commons had become largely restricted to rough pasture in mountainous areas and in relatively small parts of the lowlands.;;;;;;;;;;;;x,,,
regenerative_forestry;Regenerative Forestry;;;;;;;;;;;;x,,,,,,,
regenerative_forestry_desc;New methods of harvesting our nation's forests must be undertaken, in order to ensure that these resources remain sustainable as techniques for harvesting lumber become more advanced.;;;;;;;;;;;;x,,,,,,
freud;Sigmund Freud;;;;;;;;;;;;x,,,,,,,
freud_desc;Sigmund Freud was an Austrian neurologist who founded the disciple of psychoanalysis. He is best known for his theories on the unconscious mind and the mechanism of repression, and for creating the clinical method of psychoanalysis for investigating the mind and treating psychpathology through dialogue between a patient and a psychoanalyst. Freud established sexual drives as the primary motivational forces of human life, developed therapeutic techniques such as the use of free association, discovered the phenomenon of transference in the therapeutic relationship and established its central role in the analytic process.;;;;;;;;;;;;x,,,,
jung;Carl Jung;;;;;;;;;;;;x,,,,,,,
jung_desc;Carl Gustav Jung was a Swiss psychiatrist, an influential thinker, and the founder of analytical psychology. Jung is often considered the first modern psychologist to state that the human psyche is 'by nature religious' and to explore it in depth. Those not the first to analyze dreams, he has become perhaps one of the most well-known pioneers in the field of dream analysis. Unlike Freud, he was a self-described natural scientist and not a theoretical psychologist. For Jung this salient distinction revolved around his initial process of deep observation followed by categorizations rather than the reverse process of imagining what categories exist and then proceeding to seek for proof of and then discover that one was correct.;;;;;;;;;;;;x,,,
military_psychology;Military Psychology;;;;;;;;;;;;x,,,,,,,
military_psychology_desc;Military psychology is the research, design and application of psychological theories and experimentation data towards understanding, predicting and countering behaviours either in friendly or enemy forces or civilian populations that may be undesirable, threatening or potentially dangerous to the conduct of military operations. Military psychology is applied towards counseling and treatment of stress and fatigue of military personnel or military families as well as treatment of psychological trauma suffered as a result of military operations.;;;;;;;;;;;;x,,,,
spinning_jenny;Spinning Jenny;;;;;;;;;;;;x,,,,,,,
spinning_jenny_desc;The spinning jenny is a multi-tool spinning frame. The device reduced the amount of work needed to produce yarn, with a worker able to work eight or more spools at once. It advanced the efficiency of the textile industry a great deal, and was one of the driving forces behind the Industrial Revolution in many textile-based countries.;;;;;;;;;;;;x,,,,,
seafood_packing;Seafood Packing;;;;;;;;;;;;x,,,,,,,
seafood_packing_desc;The ability to preserve seafood was the first step in permitting such food to reach parts of the country that did not live by the coast, thereby assisting in the growth of large urban centers.;;;;;;;;;;;;x,,,,,,
logging;Logging;;;;;;;;;;;;x,,,,,,,
logging_desc;Logging is the process of systematically harvesting a country's timber resources, replacing traditional methods of lumberjacking that relied primarily on disorganized groups of laborers cutting down what trees they could find and selling the timber on the market in a manner similar to farmers.;;;;;;;;;;;;x,,,,,,
alite;Alite;;;;;;;;;;;;x,,,,,,,
alite_desc;Alite is a name for tricalcium silicate. It is the major, and characteristic, mineral phases in Portland cement.;;;;;;;;;;;;x,,,,,
mechanised_plantations;Mechanized Plantations;;;;;;;;;;;;x,,,,,,,
mechanised_plantations_desc;The introduction of mechanization to plantations allowed for harvesting to occur more rapidly, and for far more land to be manageable by the individual farmer. This freed up a great deal of labor, and led to the growth of urban centers.;;;;;;;;;;;;x,,,,,
portland_cement;Portland Cement;;;;;;;;;;;;x,,,,,,,
portland_cement_desc;Portland cement is the most common type of cement in general use around the world because it is a basic ingredient of concrete, mortar, stucco and most non-specialty grout.;;;;;;;;;;;;x,,,,,
cattle_breeding_program;Cattle Breeding Program;;;;;;;;;;;;x,,,,,,,
cattle_breeding_program_desc;New methods of breeding livestock have led to a boom in cattle and horse populations, and permitted the average rancher far more control over the quality of his stock.;;;;;;;;;;;;x,,,,,,
cattle_trucks;Cattle Trucks;;;;;;;;;;;;x,,,,,,,
