;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2120_NEW;一位最近才来的移民被迫乘上返回家乡的船，因为当地警察发现他偷了街上摊贩的东西。这引起了移民群体的警觉，他们很多人不熟悉我们的法律制度，害怕更多的遣返会紧随其后。;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2600;整合$STATENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2600;既然$COUNTRY$已确立对$STATENAME$的控制，那么是我们考虑将其整合进$COUNTRY$这一整体的时候了。在$PROVINCENAME$，$COUNTRY_ADJ$国民们挥舞着$COUNTRY_ADJ$国旗，看来最终让全世界都认可$STATENAME$为$COUNTRY_ADJ$领土也并非牵强附会。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2605;$PROVINCENAME$整合于$COUNTRY$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2605;$COUNTRY$已控制$PROVINCENAME$多年，这一时间已足够让$PROVINCENAME$的人们将他们自己当做$COUNTRY_ADJ$国民，也足够让世界认可$COUNTRY$对该省的主权宣称。尽管依旧有人对这一进展不满，$PROVINCENAME$现在已被认为是$COUNTRY$神圣又不可分割的一部分。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2610;同化$STATENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2610;$STATENAME$已被当作$COUNTRY_ADJ$领土，除了由少数依旧对这一地区持有宣称权的邻国发起的争议，以及许多$STATENAME$人认为他们不是我们的国民而是他们自己国家的国民以外。应对他们的非法宣称的第一步即是颁布政策鼓励同化$STATENAME$的所有人。他们应该是$COUNTRY_ADJ$国民，而不是其他国家的民族。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2611;同化政策被废除;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2611;新上台的政府用更自由主义的视角看待$COUNTRY$内的少数民族，因此彻底废除了以消灭少数民族为目的的同化政策。部分$COUNTRY_ADJ$军方人士警告称这是一个危险的主意，允许外国民族身份的存在只会导致我们与邻居的更进一步冲突。但现在，我们绝对不能听他们的话。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2615;国旗在$PROVINCENAME$被烧毁;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2615;当$PROVINCENAME$的少数民族举起$COUNTRY_ADJ$国旗并烧毁它时，示威游行升级成了暴力。这一示威游行旨在反对我们试图将他们同化进$COUNTRY$的政策。政府迅速解散了游行，但是不满情绪在这一区域仍节节攀升。骚乱甚至蔓延到了其他国民，他们开始呼吁$COUNTRY_ADJ$政府结束同化政策，不用太管少数民族群体。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2616;$PROVINCENAME$事件;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2616;最近一名外国公民在$PROVINCENAME$被逮捕，这引起了一场外交事件。许多$PROVINCENAME$的少数民族声称此人被逮捕仅仅是因为他反对$COUNTRY_ADJ$同化政策，以及他散布关于和平抗议的言论。$COUNTRY_ADJ$当局说此人至少意图就并非和平，而且他们怀疑他实际上为非法宣称$PROVINCENAME$主权的某邻国工作。无论真相如何，至少社会的回应是不会风平浪静的，暴乱已蓄势待发，政府认为应警惕这一地区可能的反叛活动。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2620;国旗在$PROVINCENAME$飘扬！;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2620;一场群众游行在$PROVINCENAME$举行，$COUNTRY_ADJ$国旗迎风招展。实际上，正是不久前还不把自己当做$COUNTRY_ADJ$国民的人们手持这些国旗。$PROVINCENAME$依旧被其他国家宣称主权，但是$PROVINCENAME$人民对本国的接受度已经向彻底清除其他国家宣称本省份主权的事实前进了一大步。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2625;$PROVINCENAME$被同化！;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2625;$COUNTRY_ADJ$国旗现在是唯一能在$PROVINCENAME$的街上发现的国旗。经过漫长的等待，该省终于彻底成为了$COUNTRY_ADJ$领土，而且只能是$COUNTRY_ADJ$领土。即便是本省的少数民族也不认为自己是邻国的国民了，大多数邻国都不乐见这一情况。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2626;$FROMCOUNTRY$内的失地;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2626;$FROMCOUNTRY$继续占领着一些我们的土地，这些土地直到今天还一直被认为是$COUNTRY$国家领土的一部分。然而，一个$FROMCOUNTRY_ADJ$同化计划已取得成功, 他们用洗脑的方式切断了我们与当地人民的联系，现在当地人感觉自己本来就应生活在$FROMCOUNTRY$。当地人已经不再把自己当做$COUNTRY_ADJ$国民了，而且事实上国际社会似乎也接受了这一切。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2650;$FROMCOUNTRY_ADJ$领土;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2650;根据我们与$FROMCOUNTRY$的和约，我们一定要交还理应属于他们的领土，除此以外的皆可以保留。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2651;$FROMCOUNTRY_ADJ$要求;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2651;根据我们与$FROMCOUNTRY$的和约，我们一定要交还理应属于其他国家的领土，除此以外的皆可以保留。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME2660;领土归还;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC2660;由于我们与$FROMCOUNTRY$签订的和约，$COUNTRY$的一些领土即将被归还。然而，我们也只能持有那些我们有宣称权的土地。其他的土地无论如何都必须归还$FROMCOUNTRY$。\n\n注意：如果你在这场战争中夺去了$FROMCOUNTRY_ADJ$核心领土，但是这些核心领土又不是你的核心领土，选择”归还“的话将会把这些领土都还回去。小心！;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4435;非法越境;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4435;今天，有一家人在试图偷越边境时被抓，这是近期频发的同类事件中的最新一起。本来，这起事件不会受到关注，但是这个家庭被监禁的消息通过亲属泄露了出去，并成为了舆论的焦点。在$CAPITAL$，示威者要求重开$COUNTRY$的边境。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4436;遭质疑的移民定额;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4436;一个已经花费三年试图获准让外地亲戚移入$COUNTRY$的家庭之情况最近收到了政府的关注。要求迁入的家庭已满足除一条以外的所有条件：移民定额已满，官员们毫无商讨余地，有时候更拒绝了那些本来可以进来的移民。身在其他国家的$COUNTRY_ADJ$侨民举行了游行示威反对这一政策，声称这一政策是基于种族主义与旧式思维的。但保守主义者认为这是防止移民给国家带来重负和制造混乱的唯一方法。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4437;$COUNTRY_ADJ$公民入籍问题;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4437;“我们已经在$COUNTRY$住了一辈子。当还是小孩时，我们就来了。我们既不懂如何说别的语言，也不以别的习俗生活。但我们仍然没法成为$COUNTRY_ADJ$公民。”\n\n目前$COUNTRY_ADJ$移民政策拒绝非本国出生的人成为正式公民，然而最近关于政府是不是应该修改此政策的质疑升起。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4438;一位自豪的公民;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4438;“十三年前我来到$COUNTRY$，将饥饿与更糟的苦难抛至身后。如今我是一名$COUNTRY_ADJ$公民，我的孩子也一样，没有比为自己的新祖国战斗而更自豪的事情了。”\n\n一位最近成为老兵和爱国者的入籍移民的故事得到$CAPITAL$报纸的广泛报道。这是一个激励人心的故事，况且我们还可以利用一下。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME4439;$COUNTRY$历史协会;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC4439;一群“关心社会的公民”在首都组织了一个历史协会，表面上许诺为住在散布于全国各处历史建筑内的$COUNTRY_ADJ$家庭提供支持；事实上，协会的存在是为了对抗移民法律，甚至是不遗余力地企图将之废止。有些成员还是政府要员，他们已被要求为协会提供支持。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10100_NEW;马铃薯晚疫病已经袭击了我国的一个农业省份。现在那儿的小农只能挨饿。在某些地方，一些家庭甚至不得不离开自己的家园以寻找食物。马铃薯晚疫病已经导致地方上的饥荒并有持续扩散的危险。;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME10120_NEW;$COUNTRY$先驱报;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10120_NEW;一份新的日报已经在$COUNTRY$发行。$COUNTRY$先驱报提供有影响力的政治评论、文学评论以及当地新闻，并已迅速成为自由主义政治的旗舰。;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10130_NEW;一家呼吁扩大投票权且隶属于宪章协会的地方分会在$COUNTRY$开办。;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10140_NEW;自由主义的因子已经开始逐渐渗入$COUNTRY$。虽然没人能够确信，突然增多的自由主义宣传是源自最近建立的一个秘密会社。该会社曾经以合法的方式反对执政党，却因此遭到迫害，于是只能藏起来。无论是玫瑰十字会还是光照派，它的组织成员会持续活跃于阴影之下，直到$COUNTRY$允许政治里有自由的辩论以及异议声。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10150_NEW;从工厂冒出的浓烟低低地浮在如血般颜色单调的炭灰色的天空中。在遥远的城市的深处，在工业化机器的最深处，可以听到正在形成的群众的呐喊在排水管与烟囱间回响。被糟糕的工作环境所激怒并强烈要求回归记忆中的田园生活的勒德分子走上$COUNTRY$的街头。;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10160_NEW;不道德行为就像流水，流过每一处合法权威堤坝上可以想象到的缝隙。$COUNTRY$的自由主义者因为公共集会的禁令而开始举办宴会。表面上没有特定目的，可以是朋友聚会、庆祝会、节日宴会。大家公认却不敢说的秘密是这些宴会实际上是合法粉饰下的政治集会。;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10170_NEW;如同耗子携带传染病，现代化的鼓吹者不费吹灰之力地反复跨越边境。自由主义的煽动已经从邻省传播到了$PROVINCENAME$，现在有点燃整个地区的危险。我们或许应该派些军队过去。;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10200_NEW;“国王去死！”嘶哑的声音在叫喊着。$PROVINCENAME$的街头人满为患。当地的不公正已经激起平民百姓揭竿而起反抗我们的统治并有叛乱扩张到地区其他部分的危险。叛乱还是很小，显然它的未来仍是未知数，或许我们应该对其宽大处理，还是最好来个杀鸡儆猴？;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME10205;大街上的争斗;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10205;自由主义者和反动主义者正在街上斗殴，我国某个省份的紧张局势已到了沸腾的边缘。$COUNTRY_ADJ$警察迅速介入，但是人们的情绪依旧激动，并有报告说斗殴在地区内其他地方仍有发生。官员正在催促结束暴力的果断行动。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME10215;被鼓动的民族主义者;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10215;$COUNTRY$的民族主义者受到邻国自由主义运动的鼓动开始起事。煽动者奔过街道挥舞旗子号召同胞为自由而战。尽管暴力式的回应可能点燃整个地区，但是$COUNTRY_ADJ$官员们一致认为事态必须中止。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME10155;泛民族主义热情;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10155;一种泛民族主义热情正席卷$COUNTRY$的一部分，富有自由思想的革命者号召$COUNTRY_ADJ$民众起来建立统一的$CULTURE_GROUP_UNION$。革命者们已经开始在街上挥舞$UNION_ADJ$旗帜并挑起一波又一波的骚乱与暴力。警察已经疲于应付如此事态。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME10190_NEW;$PROVINCENAME$的激情布道;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME10200_NEW;$PROVINCENAME$的自由主义叛乱;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME10210_NEW;$PROVINCENAME$的自由主义暴乱;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME10216;$PROVINCENAME$的民族主义热情;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10216;$PROVINCENAME$的民族主义者受到席卷$COUNTRY$的自由主义的激励，开始起事。煽动者奔跑着穿过街道挥舞旗子号召同胞为自由而战。尽管暴力式的回应可能点燃整个地区，但是$COUNTRY_ADJ$官员们一致认为事态必须中止。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME10221;肯宁顿公地的宪章主义者集会;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTDESC10221;一场宪章主义者的庞大游行示威在肯宁顿公地举行。自由主义者要求立即实现《人民宪章》的主张——给予每一个人不分贵贱平等的投票权，实行不记名投票以及公平的选区分配。许多政府内部人士提议应禁止这样的公共集会，英国政府最好不要向这些煽动群众者做出任何承诺。其他人害怕拒绝他们的要求会最终导致君主制被叛乱推翻。;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTNAME10225;$YEAR$年匈牙利革命;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
