##################################################;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
# Trait Tags;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
##################################################;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
imaginative;Imaginative;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
indecisive;Indecisive;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
inspiring;Inspiring;Stimulant;Inspirierend;;;;;;;;;;;;x;;;;;;;;;;;;;;
impetuous;Impetuous;Impétueux;Ungestüm;;;;;;;;;;;;x;;;;;;;;;;;;;;
implacable;Implacable;Implacable;Unerbittlich;;;;;;;;;;;;x;;;;;;;;;;;;;;
imperious;Imperious;Autoritaire;Herrisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
irate;Irate;Furieux;Aufbrausend;;;;;;;;;;;;x;;;;;;;;;;;;;;
intuitive;Intuitive;Intuitif;Intuitiv;;;;;;;;;;;;x;;;;;;;;;;;;;;
impulsive;Impulsive;Impulsif;Impulsiv;;;;;;;;;;;;x;;;;;;;;;;;;;;
incapable;Incapable;Incapable;Unfähig;;;;;;;;;;;;x;;;;;;;;;;;;;;
indifferent;Indifferent;Indifférent;Gleichgültig;;;;;;;;;;;;x;;;;;;;;;;;;;;
intelligent;Intelligent;Intelligent;Intelligent;;;;;;;;;;;;x;;;;;;;;;;;;;;
inept;Inept;Inepte;Untauglich;;;;;;;;;;;;x;;;;;;;;;;;;;;
inefficient;Inefficient;Inefficace;Ineffizient;;;;;;;;;;;;x;;;;;;;;;;;;;;
keen;Keen;Enthousiaste;Gewitzt;;;;;;;;;;;;x;;;;;;;;;;;;;;
lilylivered;Lilylivered;Froussard;Feige;;;;;;;;;;;;x;;;;;;;;;;;;;;
lackluster;Lackluster;Terne;Lustlos;;;;;;;;;;;;x;;;;;;;;;;;;;;
merciless;Merciless;Impitoyable;Gnadenlos;;;;;;;;;;;;x;;;;;;;;;;;;;;
meticulous;Meticulous;Méticuleux;Genau;;;;;;;;;;;;x;;;;;;;;;;;;;;
manful;Manful;Ardent;Männlich;;;;;;;;;;;;x;;;;;;;;;;;;;;
madman;Madman;Fou;Irrer;;;;;;;;;;;;x;;;;;;;;;;;;;;
mediocre;Mediocre;Médiocre;Mittelmäßig;;;;;;;;;;;;x;;;;;;;;;;;;;;
maladroit;Maladroit;Maladroit;Unbeholfen;;;;;;;;;;;;x;;;;;;;;;;;;;;
openminded;Openminded;Ouvert d'esprit;Offen;;;;;;;;;;;;x;;;;;;;;;;;;;;
persistant;Persistant;Persévérant;Hartnäckig;;;;;;;;;;;;x;;;;;;;;;;;;;;
pompous;Pompous;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
paranoid;Paranoid;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
polite;Polite;Poli;Höflich;;;;;;;;;;;;x;;;;;;;;;;;;;;
pusillanimous;Pusillanimous;Pusillanime;Verzagt;;;;;;;;;;;;x;;;;;;;;;;;;;;
pisspoor;Pisspoor;Pitoyable;Arm;;;;;;;;;;;;x;;;;;;;;;;;;;;
perverse;Perverse;Entêté;Pervers;;;;;;;;;;;;x;;;;;;;;;;;;;;
resourceful;Resourceful;Ingénieux;Findig;;;;;;;;;;;;x;;;;;;;;;;;;;;
respectful;Respectful;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
romantic;Romantic;Romantique;Romantisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
relentless;Relentless;Implacable;Unbarmherzig;;;;;;;;;;;;x;;;;;;;;;;;;;;
reserved;Reserved;Réservé;Reserviert;;;;;;;;;;;;x;;;;;;;;;;;;;;
resolute;Resolute;Résolu;Resolut;;;;;;;;;;;;x;;;;;;;;;;;;;;
ruthless;Ruthless;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
rebellious;Rebellious;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
skilled;Skilled;Talentueux;Geschickt;;;;;;;;;;;;x;;;;;;;;;;;;;;
secretive;Secretive;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
shrinking_violet;Shrinking Violet;Timoré;Mauerblümchen;;;;;;;;;;;;x;;;;;;;;;;;;;;
strange;Strange;Étrange;Merkwürdig;;;;;;;;;;;;x;;;;;;;;;;;;;;
stout;Stout;Solide;Beherzt;;;;;;;;;;;;x;;;;;;;;;;;;;;
soldierly;Soldierly;Militaire;Soldatisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
spirited;Spirited;Fougueux;Sprühend;;;;;;;;;;;;x;;;;;;;;;;;;;;
stalwart;Stalwart;Robuste;Robust;;;;;;;;;;;;x;;;;;;;;;;;;;;
soft;Soft;Indolent;Weich;;;;;;;;;;;;x;;;;;;;;;;;;;;
spineless;Spineless;Mou;Rückgratlos;;;;;;;;;;;;x;;;;;;;;;;;;;;
stouthearted;Stouthearted;Intrépide;Beherzt;;;;;;;;;;;;x;;;;;;;;;;;;;;
steadfast;Steadfast;Inébranlable;Solide;;;;;;;;;;;;x;;;;;;;;;;;;;;
scared;Scared;Craintif;Verängstigt;;;;;;;;;;;;x;;;;;;;;;;;;;;
shirker;Shirker;Tire-au-flanc;Drückeberger;;;;;;;;;;;;x;;;;;;;;;;;;;;
smart_p;Smart;Habile;Schlau;;;;;;;;;;;;x;;;;;;;;;;;;;;
sharp;Sharp;Malin;Klug;;;;;;;;;;;;x;;;;;;;;;;;;;;
timid;Timid;Timide;Furchtsam;;;;;;;;;;;;x;;;;;;;;;;;;;;
tactful;Tactful;Délicat;Taktvoll;;;;;;;;;;;;x;;;;;;;;;;;;;;
unflinching;Unflinching;Opiniâtre;Entschlossen;;;;;;;;;;;;x;;;;;;;;;;;;;;
unruly;Unruly;Insoumis;Widerborstig;;;;;;;;;;;;x;;;;;;;;;;;;;;
undisciplined;Undisciplined;Indiscipliné;Undiszipliniert;;;;;;;;;;;;x;;;;;;;;;;;;;;
unforgiving;Unforgiving;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
unmanly;Unmanly;Lâche;Unmännlich;;;;;;;;;;;;x;;;;;;;;;;;;;;
unsound;Unsound;Dangereux;Unzuverlässig;;;;;;;;;;;;x;;;;;;;;;;;;;;
vainglorious;Vainglorious;Vaniteux;Prahlerisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
vicious;Vicious;Violent;Bösartig;;;;;;;;;;;;x;;;;;;;;;;;;;;
wrathful;Wrathful;Courroucé;Zornerfüllt;;;;;;;;;;;;x;;;;;;;;;;;;;;
wretched;Wretched;Misérable;Jämmerlich;;;;;;;;;;;;x;;;;;;;;;;;;;;
yellow;Yellow;Trouillard;Memme;;;;;;;;;;;;x;;;;;;;;;;;;;;
##################################################;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
# Background Tags;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
##################################################;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
no_background;No Background;Aucun(e);Nichts;;;;;;;;;;;;x;;;;;;;;;;;;;;
ambitious_careerist;Ambitious Careerist;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
architect;Architect;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
armchair_general;Armchair General;Général de façade;Sesselgeneral;;;;;;;;;;;;x;;;;;;;;;;;;;;
artillerist;Artillerist;Artilleur;Artillerist;;;;;;;;;;;;x;;;;;;;;;;;;;;
amateur;Amateur;Amateur;Amateur;;;;;;;;;;;;x;;;;;;;;;;;;;;
aristocrat;Aristocrat;Aristocrate;Aristokrat;;;;;;;;;;;;x;;;;;;;;;;;;;;
adventurer;Adventurer;Aventurier;Abenteurer;;;;;;;;;;;;x;;;;;;;;;;;;;;
butcher;Butcher;Boucher;Schlächter;;;;;;;;;;;;x;;;;;;;;;;;;;;
bureaucrat_speed;Bureaucrat Speed;Vitesse de bureaucrate;Bürokratische Geschwindigkeit;;;;;;;;;;;;x;;;;;;;;;;;;;;
brownnoser;Brownnoser;Lèche-cul;Stiefellecker;;;;;;;;;;;;x;;;;;;;;;;;;;;
brilliant_strategist;Brilliant Strategist;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
bootlicker;Bootlicker;Lèche-bottes;Speichellecker;;;;;;;;;;;;x;;;;;;;;;;;;;;
cavalry_school;Cavalry School;École de cavalerie;Kavallerieschule;;;;;;;;;;;;x;;;;;;;;;;;;;;
colonial_recruit;Colonial Recruit;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
colonial_b;Colonial;Colonial;Kolonial;;;;;;;;;;;;x;;;;;;;;;;;;;;
cartographer;Cartographer;Cartographe;Kartograf;;;;;;;;;;;;x;;;;;;;;;;;;;;
clerk;Clerk;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
cursed_luck;Cursed Luck;Malchanceux;Vom Pech verflucht;;;;;;;;;;;;x;;;;;;;;;;;;;;
corrupt;Corrupt;Corrompu;Korrupt;;;;;;;;;;;;x;;;;;;;;;;;;;;
clueless;Clueless;Ignorant;Ahnungslos;;;;;;;;;;;;x;;;;;;;;;;;;;;
debutante;Debutante;Débutant;Debütant;;;;;;;;;;;;x;;;;;;;;;;;;;;
disgraced;Disgraced;Déshonoré;In Ungnade Gefallener;;;;;;;;;;;;x;;;;;;;;;;;;;;
drillmaster;Drillmaster;Sergent instructeur;Zuchtmeister;;;;;;;;;;;;x;;;;;;;;;;;;;;
diplomat;Diplomat;Diplomate;Diplomat;;;;;;;;;;;;x;;;;;;;;;;;;;;
engineer;Engineer;Génie;Ingenieur;;;;;;;;;;;;x;;;;;;;;;;;;;;
entrepreneur;Entrepreneur;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
exranker;Exranker;Ancien militaire;Ex-Gefreiter;;;;;;;;;;;;x;;;;;;;;;;;;;;
expert_raider;Expert Raider;Commando expérimenté;Überfallexperte;;;;;;;;;;;;x;;;;;;;;;;;;;;
eccentric_genius;Eccentric Genius;Génie excentrique;Exzentrisches Genie;;;;;;;;;;;;x;;;;;;;;;;;;;;
elder_statesmen;Elder Statesman;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
elderly;Elderly;Âgé;Älter;;;;;;;;;;;;x;;;;;;;;;;;;;;
ethnic;Ethnic;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
gifted_administrator;Gifted Administrator;Administrateur doué;Begabter Administrator;;;;;;;;;;;;x;;;;;;;;;;;;;;
generals_aide;General's Aide;Aide de camp;Generalsadjutant;;;;;;;;;;;;x;;;;;;;;;;;;;;
hated;Hated;Odieux;Gehasst;;;;;;;;;;;;x;;;;;;;;;;;;;;
innovative_tactician;Innovative Tactician;Tacticien novateur;Innovativer Taktiker;;;;;;;;;;;;x;;;;;;;;;;;;;;
immoral;Immoral;Immoral;Unmoralisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
introverted_philosopher;Introverted Philosopher;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
incompetent;Incompetent;Incompétent;Inkompetent;;;;;;;;;;;;x;;;;;;;;;;;;;;
intellectual;Intellectual;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
military_theoretician;Military Theoretician;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
megalomaniac;Megalomaniac;Mégalomane;Megalomane;;;;;;;;;;;;x;;;;;;;;;;;;;;
mercenary;Mercenary;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
member_of_elite;Member of the Elite;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
natural_born_leader;Natural Born Leader;Leader naturel;Geborener Anführer;;;;;;;;;;;;x;;;;;;;;;;;;;;
nationalist;Nationalist;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
old_school;Old School;Vieille école;Alte Schule;;;;;;;;;;;;x;;;;;;;;;;;;;;
poet;Poet;Poète;Poet;;;;;;;;;;;;x;;;;;;;;;;;;;;
priest;Priest;Prêtre;Priester;;;;;;;;;;;;x;;;;;;;;;;;;;;
professor;Professor;Professeur;Professor;;;;;;;;;;;;x;;;;;;;;;;;;;;
powerful_friends;Powerful Friends;Amis puissants;Mächtige Freunde;;;;;;;;;;;;x;;;;;;;;;;;;;;
pawn;Pawn;Pion;Pfand;;;;;;;;;;;;x;;;;;;;;;;;;;;
questionable_loyalties;Questionable Loyalties;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
renowned_adventurer;Renowned Adventurer;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
politician;Politician;Politicien;Politiker;;;;;;;;;;;;x;;;;;;;;;;;;;;
rising_star;Rising Star;Étoile montante;Aufsteigender Stern;;;;;;;;;;;;x;;;;;;;;;;;;;;
religious_fanatic;Religious Fanatic;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
religious_leader;Religious Leader;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
railroad_man;Railroad Man;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
rags_to_riches;Rags to Riches;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
son_of_hero;Hero's Son;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
spoiled;Spoiled;Gâté;Verwöhnt;;;;;;;;;;;;x;;;;;;;;;;;;;;
school_of_defense;School of Defense;École de défense;Schule der Verteidigung;;;;;;;;;;;;x;;;;;;;;;;;;;;
school_of_offense;School of Offense;École d'attaque;Schule der Offensive;;;;;;;;;;;;x;;;;;;;;;;;;;;
school_of_the_bayonet;School of the Bayonet;École de la baïonnette;Schule des Bajonetts;;;;;;;;;;;;x;;;;;;;;;;;;;;
school_of_firepower;School of Firepower;École de la puissance de feu;Schule der Feuerkraft;;;;;;;;;;;;x;;;;;;;;;;;;;;
sad_sack;Sad Sack;Raté;Trauriger Sack;;;;;;;;;;;;x;;;;;;;;;;;;;;
state_ideologue;State Ideologue;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
sucker;Sucker;Gogo;Trottel;;;;;;;;;;;;x;;;;;;;;;;;;;;
sycophant;Sycophant;Flagorneur;Kriecher;;;;;;;;;;;;x;;;;;;;;;;;;;;
toady;Toady;Flatteur;Schleimer;;;;;;;;;;;;x;;;;;;;;;;;;;;
turncoat;Turncoat;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
university_educated;University Educated;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
uncommonly_young;Uncommonly Young;Singulièrement jeune;Ungewöhnlich jung;;;;;;;;;;;;x;;;;;;;;;;;;;;
unfit;Unfit;Inapte;Ungeeignet;;;;;;;;;;;;x;;;;;;;;;;;;;;
unqualified;Unqualified;Non qualifié;Unqualifiziert;;;;;;;;;;;;x;;;;;;;;;;;;;;
unfulfilled_potential;Unfulfilled Potential;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
warmonger;Warmonger;Belliciste;Kriegstreiber;;;;;;;;;;;;x;;;;;;;;;;;;;;
war_college;War College;École militaire;Militärakademie;;;;;;;;;;;;x;;;;;;;;;;;;;;
wounded_veteran;Wounded Veteran;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
womanizer;Womanizer;Coureur de jupons;Schürzenjäger;;;;;;;;;;;;x;;;;;;;;;;;;;;
yesman;Yesman;Béni-oui-oui;Jasager;;;;;;;;;;;;x;;;;;;;;;;;;;;
;;;;*;*;*;*;;;;;;;x
