;;;;;;;;;;;;;x
ALS_ADJ;阿尔萨斯的;;;;;;;;;;;;;x
ALS_liberal;自由党;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALS_conservative;中央党;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALS_liberal_2;民族自由派;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALS_socialist;德意志工人协会;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALS_reactionary;民族党;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALS_anarcho_liberal;激进工党;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALS_communist;共产主义工人党;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALS_fascist;国家社会主义德意志党;;;;;;;;;;;;;x;;;;;;;;;;;;;;
ALT;阿尔泰共和国;;;;;;;;;;;;x
ALT_absolute_monarchy;阿尔泰联邦;;;;;;;;;;;;x
ALT_hms_government;阿尔泰联邦;;;;;;;;;;;;x
ALT_prussian_constitutionalism;阿尔泰联邦;;;;;;;;;;;;x
ALT_ADJ;阿尔泰的;;;;;;;;;;;;x
ALT_conservative;保守派;;;;;;;;;;;x
ALT_liberal;自由派;;;;;;;;;;;x
ALT_reactionary;可汗派;;;;;;;;;;;x
ALT_anarcho_liberal;无政府主义派;;;;;;;;;;;x
ALT_socialist;社会主义派;左翼派系;社会主义集团;;;;;;;;;;;x
ALT_communist;共产主义派;共产主义小组;;;;;;;;;;;x
ALT_fascist;蒙古派;;;;;;;;;;;x
ANG;安哥拉;;;;;;;;;;;;x
ANG_ADJ;安哥拉的;;;;;;;;;;;;x
ANI_absolute_monarchy;安的列斯帝国;;;;;;;;;x ;
ANI_proletarian_dictatorship;安的列斯共和国;;;;;;;;;x ;
ANI_presidential_dictatorship;安的列斯共和国;;;;;;;;;;x ;
ANI_fascist_dictatorship;安的列斯共和国;;;;;;;;;x ;
ANI_bourgeois_dictatorship;安的列斯共和国;;;;;;;;;x ;
ANI;安的列斯;;;;;;;;;x
ANI_ADJ;安的列斯的;;;;;;;;;x
ANT;安提瓜;;;;;;;;;;;;x
ANT_ADJ;安提瓜的;;;;;;;;;;;;x
AOT;奥特亚罗瓦;;;;;;;;;;;x
AOT_ADJ;毛利的;;;;;;;;;;;x
AOT_conservative;国王运动;;;;;;;;;;x
AOT_liberal;青年党;;;;;;;;;;x
AOT_socialist;拉塔纳运动;;;;;;;;;;x
AOT_communist;自然部落;;;;;;;;;;x
AOT_reactionary;毛利议会;;;;;;;;;;x
AOT_anarcho_liberal;毛利独立力量;;;;;;;;;;x
AOT_fascist;资源主权党;;;;;;;;;;x
ARB;阿拉伯;;;;;;;;;;;;x
ARB_ADJ;阿拉伯的;;;;;;;;;;;;x
ARB_democracy;阿拉伯共和国;;;;;;;;;;;;x
ARB_proletarian_dictatorship;阿拉伯共和国;;;;;;;;;;;;x
ARB_bourgeois_dictatorship;阿拉伯共和国;;;;;;;;;;;;x
ARB_fascist_dictatorship;自由阿拉伯国;;;;;;;;;;;;x
ARB_reactionary;沙特家族;;;;;;;;;;;;;x
ARB_reactionary2;拉希德家族;;;;;;;;;;;;;x
ARB_conservative;保守派;;;;;;;;;;;;;x
ARB_liberal;自由派;;;;;;;;;;;;;x
ARB_anarcho_liberal;无政府自由派;;;;;;;;;;;;;x
ARB_socialist;社会主义派;;;;;;;;;;;;;x
ARB_communist;共产主义派;;;;;;;;;;;;;x
ARB_fascist;法西斯派;;;;;;;;;;;;;x
ARU;阿拉伯联邦;;;;;;;;;;;;;x
ARU_ADJ;阿拉伯的;;;;;;;;;;;;;x
ARU_proletarian_dictatorship;阿拉伯人民共和国;;;;;;;;;;;;;x
ARU_fascist_dictatorship;阿拉伯共和国;;;;;;;;;;;;;x
ARU_presidential_dictatorship;阿拉伯共和国;;;;;;;;;;;;;x
ARU_bourgeois_dictatorship;阿拉伯共和国;;;;;;;;;;;;;x
ARU_democracy;阿拉伯联合共和国;;;;;;;;;;;;;x
ASR;阿西尔;;;;;;;;;;;;x
ASR_ADJ;阿西尔的;;;;;;;;;;;;x
ASR_absolute_monarchy_ADJ;伊德里斯的;;;;;;;;;;;;x
ASR_prussian_constitutionalism_ADJ;伊德里斯的;;;;;;;;;;;;x
ASR_hms_government_ADJ;伊德里斯的;;;;;;;;;;;;x
ASR_reactionary;阿西尔阿拉伯党;;;;;;;;;;;;;x
ASR_conservative;穆斯林中央党;;;;;;;;;;;;;x
ASR_liberal;阿西尔左翼民主党;;;;;;;;;;;;;x
ASR_anarcho_liberal;无政府自由派;;;;;;;;;;;;;x
ASR_socialist;阿西尔阿拉伯社会复兴党;;;;;;;;;;;;;x
ASR_communist;阿西尔共产党;;;;;;;;;;;;;x
ASR_fascist;未来党;;;;;;;;;;;;;x
ASM;阿萨姆;;;;;;;;;;;;x
ASM_ADJ;阿萨姆的;;;;;;;;;;;;x
ASM_fascist_dictatorship;阿萨姆共和国;;;;;;;;;;;;x
ASM_presidential_dictatorship;阿萨姆共和国;;;;;;;;;;;;x
ASM_bourgeois_dictatorship;阿萨姆共和国;;;;;;;;;;;;x
ASM_conservative;皇室派;;;;;;;;;;;;x
ASM_liberal;自由派;;;;;;;;;;;;x
ASM_reactionary;民族主义派;;;;;;;;;;;;x
ASM_anarcho_liberal;激进派;;;;;;;;;;;;x
ASM_socialist;社会主义派;;;;;;;;;;;;x
ASM_communist;共产主义派;;;;;;;;;;;;x
ASM_fascist;法西斯派;;;;;;;;;;;;x
ASY;亚述;;;;;;;;;;;;x
ASY_ADJ;亚述的;;;;;;;;;;;;x
ASY_fascist_dictatorship;亚拉姆;;;;;;;;;;;;x
ASY_fascist_dictatorship_ADJ;亚拉姆的;;;;;;;;;;;;x
ATR;阿斯图里亚斯;;;;;;;;;x
ATR_ADJ;阿斯图里亚斯的;;;;;;;;;x
ATR_conservative;温和党;;;;;;;;;;;x
ATR_liberal;进步党;;;;;;;;;;x
ATR_reactionary;卡洛斯圣团;;;;;;;;;x
ATR_socialist;社会党;;;;;;;;;;;x
ATR_communist;地区联盟;;;;;;;;;;;x
ATR_anarcho_liberal;激进党;;;;;;;;;;;x
ATR_fascist;长枪党;;;;;;;;;;x
BAH;巴伊亚;;;;;;;;;;;;;x
BAH_ADJ;巴伊亚的;;;;;;;;;;;;;x
BAH_liberal;自由党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BAH_conservative;保守党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BAH_reactionary;卡拉穆鲁党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BAH_conservative_2;保利斯塔党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BAH_liberal_2;卡里奥卡党;;;;;;;;;x;;;;;;;;;;;;;;
BAH_anarcho_liberal;激进党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BAH_socialist;社会党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BAH_communist;共产党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BAH_fascist;法西斯党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BAN;巴纳特;;;;;;;;;;;;x
BAN_democracy;巴纳特共和国;;;;;;;;;;;;x
BAN_ADJ;巴纳特的;;;;;;;;;;;;x
BAN_conservative;保守派;;;;;;;;;;;x
BAN_liberal;自由派;;;;;;;;;;;x
BAN_reactionary;保王派;;;;;;;;;;x
BAN_anarcho_liberal;无政府主义派;;;;;;;;;;;x
BAN_socialist;社会主义派;;;;;;;;;;;x
BAN_communist;共产主义派;;;;;;;;;;;x
BAN_fascist;民族主义派;;;;;;;;;;;x
BAR;巴巴多斯;;;;;;;;;;;;x
BAR_ADJ;巴巴多斯的;;;;;;;;;;;;x
BHM;巴哈马;;;;;;;;;;;;x
BHM_ADJ;巴哈马的;;;;;;;;;;;;x
BHR;巴林;;;;;;;;;;;;x
BHR_ADJ;巴林的;;;;;;;;;;;;x
BHR_reactionary;巴林阿拉伯党;;;;;;;;;;;;x
BHR_conservative;穆斯林中央党;;;;;;;;;;;;x
BHR_liberal;巴林左翼民主党;;;;;;;;;;;;x
BHR_anarcho_liberal;无政府自由派;;;;;;;;;;;;x
BHR_socialist;巴林阿拉伯社会复兴党;;;;;;;;;;;;x
BHR_communist;巴林共产党;;;;;;;;;;;;x
BHR_fascist;未来党;;;;;;;;;;;;x
BIH;比哈尔;;;;;;;;;;;;x
BIH_ADJ;比哈尔的;;;;;;;;;;;;x
BIH_proletarian_dictatorship;比哈尔人民共和国;;;;;;;;;;;;x
BIH_conservative;人民力量党;;;;;;;;;;;x
BIH_liberal;平等党;;;;;;;;;;;x
BIH_reactionary;比哈尔发展党;;;;;;;;;;x
BIH_anarcho_liberal;比哈尔激进党;;;;;;;;;;;;x
BIH_socialist;人民党;;;;;;;;;;;;x
BIH_communist;比哈尔共产党;;;;;;;;;;;;x
BIH_fascist;比哈尔法西斯党;;;;;;;;;;;;x
BIM;比马;;;;;;;;;;;;x
BIM_ADJ;比马的;;;;;;;;;;;;x
BKV;布科维纳;;;;;;;;;;;;x
BKV_ADJ;布科维纳的;;;;;;;;;;;;x
BLC;俾路支斯坦;;;;;;;;;;;;x
BLC_ADJ;俾路支的;;;;;;;;;;;;x
BMK;马里;;;;;;;;;;;;x
BMK_ADJ;马里的;;;;;;;;;;;;x
BRZ_absolute_monarchy;巴西帝国;;;;;;;;;;;;x
BRZ_hms_government;巴西帝国;;;;;;;;;;;;x
BRZ_prussian_constitutionalism;巴西帝国;;;;;;;;;;;;x
BYE;白俄罗斯;;;;;;;;;;;;;x
BYE_ADJ;白俄罗斯的;;;;;;;;;;;;;x
BYE_conservative;斯拉夫派;;;;;;;;;;x;;;;;;;;;;;;;;
BYE_liberal;西方派;;;;;;;;;;;x;;;;;;;;;;;;;;
BYE_communist;社会民主主义派;;;;;;;;;;;;x;;;;;;;;;;;;;;
BYE_communist_2;布尔什维克;;;;;;;;;;;;x;;;;;;;;;;;;;;
BYE_socialist;孟什维克;;;;;;;;;;;;x;;;;;;;;;;;;;;
BYE_reactionary;泛斯拉夫派;;;;;;;;;;;;x;;;;;;;;;;;;;;
BYE_liberal_2;宪政民主党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BYE_conservative_2;十月党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BYE_socialist_2;民粹派;人民党;;;;;;;;;;;x;;;;;;;;;;;;;;
BYE_socialist_3;革命社会党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BYE_anarcho_liberal;激进党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BYE_fascist;法西斯党;;;;;;;;;;;;x;;;;;;;;;;;;;;
BLZ;伯利兹;;;;;;;;;;;;x
BLZ_ADJ;伯利兹的;;;;;;;;;;;;x
BNG;孟加拉;;;;;;;;;;;;x
BNG_ADJ;孟加拉的;;;;;;;;;;;;x
BNG_proletarian_dictatorship;孟加拉人民共和国;;;;;;;;;;;;x
BNG_conservative;人民联盟;;;;;;;;;;;;x
BNG_liberal;自由民主党
BNG_reactionary;伊斯兰党;;;;;;;;;;;;x
BNG_anarcho_liberal;激进派;;;;;;;;;;;;x
BNG_socialist;民族社会党;;;;;;;;;;;;x
BNG_communist;孟加拉共产党;;;;;;;;;;;;x
BNG_fascist;民族党;;;;;;;;;;;;x
breton;布列塔尼人;;;;;;;;;;;x
BRT;布列塔尼;;;;;;;;;;;;;x
BRT_ADJ;布列塔尼的;;;;;;;;;;;;;x
BRT_fascist;布列塔尼民族党;;;;;;;;;x
BRT_reactionary;民族党;;;;;;;;;;;;;;x
BRT_communist;共产党;;;;;;;;;;;;;x
BRT_socialist;民主联盟;;;;;;;;;;;;;x
BRT_liberal;自由党;;;;;;;;;;;;;x
BRT_anarcho_liberal;激进党;;;;;;;;;;;;;x
BRT_conservative;保守党;;;;;;;;;;;;;x
BRU_ADJ;文莱的;;;;;;;;;;;;;x
BSQ;瓦斯科尼亚;;;;;;;;;;;;;x
BSQ_ADJ;巴斯克的;;;;;;;;;;;;;x
BSQ_socialist;民族行动党;;;;;;;;;;;;x
BSQ_conservative;国民党;;;;;;;;;;;;x
BSQ_liberal;民族共和党;;;;;;;;;;;;x
BSQ_reactionary;君王党;;;;;;;;;;;;x
BSQ_communist;共产主义运动;;;;;;;;;;;;x
BSQ_fascist;巴斯克祖国和自由;;;;;;;;;;;;x
BSQ_anarcho_liberal;无政府党;;;;;;;;;;;;x
BSQ_fascist_dictatorship;艾斯卡迪;;;;;;;;;;;;;x
CAR;中非共和国;;;;;;;;;;;;x
CAR_ADJ;中非的;;;;;;;;;;;;x
CAR_fascist_dictatorship;中非帝国;;;;;;;;;;;;x
CAR_absolute_monarchy;中非帝国;;;;;;;;;;;;x
CAR_prussian_constitutionalism;乌班吉沙里;;;;;;;;;;;;x
CAR_prussian_constitutionalism_ADJ;乌班吉的;;;;;;;;;;;;x
CAR_hms_government;乌班吉-沙里;;;;;;;;;;;;x
CAR_hms_government_ADJ;乌班吉的;;;;;;;;;;;;x
CEQ;厄瓜多尔邦联;;;;;;;;;;;;;x
CEQ_proletarian_dictatorship;理想国;;;;;;;;;;;;;x
CEQ_ADJ;诺德斯提诺的;;;;;;;;;;;;;x
CEQ_liberal;自由党;;;;;;;;;;;;x;;;;;;;;;;;;;;
CEQ_conservative;保守党;;;;;;;;;;;;x;;;;;;;;;;;;;;
CEQ_reactionary;卡拉穆鲁党;;;;;;;;;;;;x;;;;;;;;;;;;;;
CEQ_conservative_2;保利斯塔党;;;;;;;;;;;x;;;;;;;;;;;;;;
CEQ_liberal_2;卡里奥卡党;;;;;;;;;;;x;;;;;;;;;;;;;;
CEQ_anarcho_liberal;激进党;;;;;;;;;;;;x;;;;;;;;;;;;;;
CEQ_socialist;社会党;;;;;;;;;;;;x;;;;;;;;;;;;;;
CEQ_communist;共产党;;;;;;;;;;;;x;;;;;;;;;;;;;;
CEQ_fascist;法西斯党;;;;;;;;;;;;x;;;;;;;;;;;;;;
CGO;刚果;;;;;;;;;;;;x
CGO_ADJ;刚果的;;;;;;;;;;;;x
CHD;乍得;;;;;;;;;;;;x
CHD_ADJ;乍得的;;;;;;;;;;;;x
CHI_presidential_dictatorship;中华民国;;;;;;;;;;;;;x
CHI_proletarian_dictatorship;中华人民共和国;;;;;;;;;;;;;x
CHI_democracy;中华民国;;;;;;;;;;;;;x
CHI_absolute_monarchy;中华帝国;;;;;;;;;;;;;x
CHK;占巴塞;;;;;;x;
CHK_ADJ;占巴塞的;;;;;x;
CHK_conservative;皇室派;;;;;;;;;;;;x
CHK_liberal;自由派;;;;;;;;;;;;x
CHK_reactionary;民族主义派;;;;;;;;;;;;x
CHK_anarcho_liberal;激进派;;;;;;;;;;;;x
CHK_socialist;社会主义派;;;;;;;;;;;;x
CHK_communist;共产主义派;;;;;;;;;;;;x
CHK_fascist;法西斯派;;;;;;;;;;;;x
CHO;中国;;;;;;;;;;;;;x
CHO_ADJ;中国的;;;;;;;;;;;;;x
CHO_absolute_monarchy;长州;;;;;;;;;;;;;x
CHO_prussian_constitutionalism;长州;;;;;;;;;;;;;x
CHO_hms_government;长州;;;;;;;;;;;;;x
CHO_absolute_monarchy_ADJ;毛利的;;;;;;;;;;;;;x
CHO_prussian_constitutionalism_ADJ;毛利的;;;;;;;;;;;;;x
CHO_hms_government_ADJ;毛利的;;;;;;;;;;;;;x
CHP;恰帕斯;;;;;;;;;;;;;x
CHP_ADJ;恰帕斯的;;;;;;;;;;;;;x
CHP_liberal;自由党;;;;;;;;;;;x
CHP_socialist;社会党;;;;;;;;;;;x
CHP_conservative;共和政治家党;;;;;;;;;;;x
CHP_anarcho_liberal;无政府党;;;;;;;;;;;x
CHP_communist;共产党;;;;;;;;;;;x
CHP_fascist;国家党;;;;;;;;;;;x
CHP_reactionary;共和联盟;;;;;;;;;;;x
CIR;扎伊尔;;;;;;;;;;;;;x
CIR_ADJ;扎伊尔的;;;;;;;;;;;;;x
CIR_liberal;自由党;;;;;;;;;;;;;x
CIR_conservative;保守党;;;;;;;;;;;;;x
CIR_socialist;社会党;;;;;;;;;;;;;x
CIR_reactionary;民族党;;;;;;;;;;;;;x
CIR_anarcho_liberal;激进党;;;;;;;;;;;;;x
CIR_communist;共产党;;;;;;;;;;;;;x
CIR_fascist;法西斯党;;;;;;;;;;;;;x
CLM_absolute_monarchy;新格兰纳达;;;;;;;;;;;;;x
CLM_prussian_constitutionalism;新格兰纳达;;;;;;;;;;;;;x
CLM_hms_government;新格兰纳达;;;;;;;;;;;;;x
CMR;喀麦隆;;;;;;;;;;;;x
CMR_ADJ;喀麦隆的;;;;;;;;;;;;x
CNG;扎伊尔;;;;;;;;;;;;x
CNG_ADJ;扎伊尔的;;;;;;;;;;;;x
CNG_absolute_monarchy;扎伊尔;;;;;;;;;;;;x
CNG_hms_government;扎伊尔;;;;;;;;;;;;x
CPL;会议波兰;;;;;;;;;;x;;;;;;;;;;;;;;
CPL_ADJ;波兰的;;;;;;;;;;x;;;;;;;;;;;;;;
CRS;科西嘉;;;;;;;;;;;;;x
CRS_ADJ;科西嘉的;;;;;;;;;;;;;x
CRS_conservative;保守党;;;;;;;;;;;;;x
CRS_liberal;自由党;;;;;;;;;;;;;x
CRS_reactionary;波拿巴党;;;;;;;;;;;;;x
CRS_socialist;社会党;;;;;;;;;;;;;x
CRS_communist;共产党;;;;;;;;;;;;;x
CRS_anarcho_liberal;无政府党;;;;;;;;;;;;;x
CRS_fascist;法西斯党;;;;;;;;;;;;;x
CSA;美利坚联盟国;;;;;;;;;;;;x
CSA_democracy;美利坚联盟国;;;;;;;;;;;;x
CSA_presidential_dictatorship;美利坚联盟国;;;;;;;;;;;;x
CSA_bourgeois_dictatorship;美利坚联盟国;;;;;;;;;;;;x
CSA_fascist_dictatorship;美利坚联盟国;;;;;;;;;;;;x
CSA_absolute_monarchy;帝国联盟;;;;;;;;;;;;x
CSA_prussian_constitutionalism;帝国联盟;;;;;;;;;;;;x
CSA_proletarian_dictatorship;人民联盟;;;;;;;;;;;;x
CYR;昔兰尼加;;;;;;;;;;;;x
CYR_ADJ;昔兰尼加的;;;;;;;;;;;;x
CYR_conservative;皇室派;;;;;;;;;;;;x
CYR_liberal;自由派;;;;;;;;;;;;x
CYR_reactionary;民族主义派;;;;;;;;;;;;x
CYR_anarcho_liberal;激进派;;;;;;;;;;;;x
CYR_socialist;社会主义派;;;;;;;;;;;;x
CYR_communist;共产主义派;;;;;;;;;;;;x
CYR_fascist;法西斯派;;;;;;;;;;;;x
DAG;高加索伊斯兰国;;;;;;;;;;;;;x
DAG_ADJ;达吉斯坦的;;;;;;;;;;;;;x
DAG_presidential_dictatorship;达吉斯坦;;;;;;;;;;;;;x
DAG_proletarian_dictatorship;达吉斯坦;;;;;;;;;;;;;x
DAG_bourgeois_dictatorship;达吉斯坦;;;;;;;;;;;;;x
DAG_democracy;达吉斯坦;;;;;;;;;;;;;x
DAG_fascist_dictatorship;达吉斯坦;;;;;;;;;;;;;x
DAG_liberal;自由党;;;;;;;;;;;;;x
DAG_conservative;保守党;;;;;;;;;;;;;x
DAG_socialist;社会党;;;;;;;;;;;;;x
DAG_reactionary;民族党;;;;;;;;;;;;;x
DAG_anarcho_liberal;激进党;;;;;;;;;;;;;x
DAG_communist;共产党;;;;;;;;;;;;;x
DAG_fascist;法西斯党;;;;;;;;;;;;;x
DAG_conservative;皇室派;;;;;;;;;;;;;x
DAK;达科他共和国;;;;;;;;;;;;x;;;
DAK_ADJ;达科他的;;;;;;;;;;;;x;;;
DAK_absolute_monarchy;达科他;;;;;;;;;;;;x;
DAK_prussian_constitutionalism;达科他联邦;;;;;;;;;;;;x
DAK_hms_government;达科他联邦;;;;;;;;;;;;;x
DAK_reactionary;白鹰派;;;;;;;;;;;;;x
DAK_conservative;传统派;;;;;;;;;;;;;x
DAK_liberal;共和派;;;;;;;;;;;;;x
DAK_anarcho_liberal;自在派;;;;;;;;;;;;;x
DAK_socialist;社会主义派;;;;;;;;;;;;;x
DAK_communist;共产主义派;;;;;;;;;;;;;x
DAK_fascist;东进派;;;;;;;;;;;;;x
DJA;占碑;;;;;;;;;;;;;x
DJA_ADJ;占碑的;;;;;;;;;;;;;x
DLM;达尔马提亚;;;;;;;;;;;;;x
DLM_ADJ;达尔马提亚的;;;;;;;;;;;;;x
DNB;多瑙联邦;;;;;;;;;;;;;x
DNB_ADJ;多瑙的;;;;;;;;;;;;;x
DNB_proletarian_dictatorship;多瑙共和国;;;;;;;;;;;;;x
DNB_fascist_dictatorship;多瑙共和国;;;;;;;;;;;;;x
DNB_presidential_dictatorship;多瑙共和国;;;;;;;;;;;;;x
DNB_bourgeois_dictatorship;多瑙共和国;;;;;;;;;;;;;x
DOI;多米尼加;;;;;;;;;;;;x
DOI_ADJ;多米尼加的;;;;;;;;;;;;x
DON;哥萨克共和国;;;;;;;;;;;;x
DON_absolute_monarchy;哥萨克酋长国;;;;;;;;;;;;x
DON_hms_government;哥萨克联邦;;;;;;;;;;;;x
DON_prussian_constitutionalism;哥萨克;;;;;;;;;;;;x
