LEDGER_HEADER_RANK;国家等级;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
LEDGER_HEADER_PROVINCEPRODUCTION;省份生产;;;;;;;;;;X,,
LEDGER_STATE_NAME;地区;;;;;;;;;;X,,
LEDGER_GOODS;物资;;;;;;;;;;X,,
LEDGER_OUTPUT;产量;;;;;;;;;;X,,
LEDGER_INCOME;收益;;;;;;;;;;X,,
LEDGER_EMPLOYED;雇佣工人;;;;;;;;;;X,,
LEDGER_LEVEL;等级;;;;;;;;;;X,,
LEDGER_HEADER_FACTORYPRODUCTION;工厂生产;;;;;;;;;;X,,
BUDGET;财政;;;;;;;;;;X,,
BUDGET_TAX_POOR;税收（贫困阶层）;;;;;;;;;;X,,
BUDGET_TAX_POOR_DESC;;;;;;;;;;;X,,
BUDGET_TAX_MIDDLE;税收（中产阶层）;;;;;;;;;;X,,
BUDGET_TAX_MIDDLE_DESC;;;;;;;;;;;X,,
BUDGET_TAX_RICH;税收（富裕阶层）;;;;;;;;;;X,,
BUDGET_TAX_RICH_DESC;;;;;;;;;;;X,,
BUDGET_TOTAL_FUNDS;总资产;;;;;;;;;;X,,
BUDGET_TOTAL_DEBT;总债务;;;;;;;;;;X,,
BUDGET_TAKE_LOAN;申请贷款;;;;;;;;;;X,,
BUDGET_REPAY_LOAN;偿还贷款;;;;;;;;;;X,,
BUDGET_DAILY_INCOME;每日收入;;;;;;;;;;X,,
BUDGET_DAILY_EXPENSES;每日花费;;;;;;;;;;X,,
BUDGET_MILITARY_COST;军事消耗;;;;;;;;;;X,,
BUDGET_NATIONAL_STOCKPILE;仓储开支;;;;;;;;;;X,,
BUDGET_INDUSTRIAL_SUBSIDIES;工业补贴;;;;;;;;;;X,,
BUDGET_TARIFFS;关税;;;;;;;;;;X,,
BUDGET_DAILY_BALANCE;每日总体收支;;;;;;;;;;X,,
BUDGET_GOLD_DESC;;;;;;;;;;;X,,
BUDGET_MIL_COST_DESC;;;;;;;;;;;X,,
BUDGET_NAT_STOCK_DESC;;;;;;;;;;;X,,
BUDGET_IND_SUP_DESC;;;;;;;;;;;X,,
BUDGET_EDUCATION_DESC;;;;;;;;;;;X,,
BUDGET_ADMIN_DESC;;;;;;;;;;;X,,
BUDGET_SOCIAL_SPEND_DESC;;;;;;;;;;;X,,
BUDGET_MIL_SPEND_DESC;;;;;;;;;;;X,,
BUDGET_TARIFF_DESC;;;;;;;;;;;X,,
BUDGET_TOTAL_FUNDS_DESC;;;;;;;;;;;X,,
BUDGET_BALANCE_DESC;;;;;;;;;;;X,,
BUDGET_DEBT_DESC;;;;;;;;;;;X,,
BUDGET_NATIONAL_BANK_DESC;;;;;;;;;;;X,,
BUDGET_INTEREST_DESC;;;;;;;;;;;X,,
BUDGET_CLOSE_WINDOW;关闭财政窗口;;;;;;;;;;X,,
BUDGET_TOTAL_EXPENSE;总支出：$VAL$;;;;;;;;;;X,,
BUDGET_SLIDER_ADMINISTRATION;行政开支：$VAL$;;;;;;;;;;X,,
BUDGET_EXPENSE_SLIDER_EDUCATION;教育开支：$VAL$;;;;;;;;;;X,,
BUDGET_SLIDER_SOCIAL_SPENDING;社会开支：$VAL$;;;;;;;;;;X,,
BUDGET_SLIDER_MILITARY_SPENDING;军事开支：$VAL$;;;;;;;;;;X,,
BUDGET_INTEREST;支付利息：$VAL$;;;;;;;;;;X,,
REMOVE_BUDGET_IMPORTS;进口消耗：$VAL$;;;;;;;;;;X,,
BUDGET_SUPPLYCOSTS;补给消耗：$VAL$;;;;;;;;;;X,,
BUDGET_TAX;$VAL$;;;;;;;;;;X,,
BUDGET_BASE_TAX;基本征税效率：$VAL$%;;;;;;;;;;X,,
BUDGET_TECH_TAX;来自科技：$VAL$%;;;;;;;;;;X,,
BUDGET_STRATA_NEED;$VAL$% 获得他们的 $TYPE$;;;;;;;;;;X,,
BUDGET_STRATA_NO_NEED;$VAL$% 没有获得任何所需物资。;;;;;;;;;;X,,
BUDGET_TOTAL_INCOME;总收入：$VAL$;;;;;;;;;;X,,
TAXES_POOR;穷困阶层税收：$VAL$;;;;;;;;;;X,,
TAXES_MIDDLE;中产阶层税收：$VAL$;;;;;;;;;;X,,
TAXES_RICH;富裕阶层税收：$VAL$;;;;;;;;;;X,,
TARIFFS_INCOME;关税：$VAL$;;;;;;;;;;X,,
REMOVE_BUDGET_EXPORTS;出口：$VAL$;;;;;;;;;;X,,
BUDGET_GOLD;黄金：$VAL$;;;;;;;;;;X,,
BUDGET_ADMIN_EFFICIENCY;行政效率：$PERC$%;;;;;;;;;;X,,
BUDGET_ADMIN_EFFICIENCY_DESC;我们国民中有$PERC$%的人是行政官员。\n为了达到最高的行政效率，我们需要至少$MAX$% 行政官员。\n;;;;;;;;;;X,,
ADM_EXPLAIN_DESC;这个所需行政官员的百分比基于以下各项。\n;;;;;;;;;;X,,
SHADOWY_INVESTOR;私人投资者;;;;;;;;;;X,,
GUNBOAT_ALERT;$COUNTRY$ 用他们的海军力量迫使我们以偿还每天债务 $VALUE$ ? 。;;;;;;;;;;X,,
BUDGET_COUNTRY;国家;;;;;;;;;;X,,
BUDGET_AMOUNT;总额;;;;;;;;;;X,,
BUDGET_LOANS_TAKEN;借款;;;;;;;;;;X,,
BUDGET_LOANS_GIVEN;放贷;;;;;;;;;;X,,
DIPLOMATIC_BALANCE_DESC;外交收支;;;;;;;;;;X,,
BUDGET_LOAN_CANT_REPAY;我们已经没有资金偿还债务;;;;;;;;;;X,,
BUDGET_CANT_LOAN;没有可用资金借贷给你;;;;;;;;;;X,,
#;;;;;;;;;;;X,,
WORLD_YEAR;公元 $YEAR$ 年的世界;;;;;;;;;;X,,
FE_PLAYABLE_COUNTRIES;可玩国家;;;;;;;;;;X,,
FE_COUNTRY;国家;;;;;;;;;;X,,
FE_WARS;战争：;;;;;;;;;;X,,
FE_POP;人口;;;;;;;;;;X,,
FE_IDEOLOGY;意识形态;;;;;;;;;;X,,
FE_INDUSTRY;工业：;;;;;;;;;;X,,
FE_PRESTIGE;威望：;;;;;;;;;;X,,
FE_RANK;排名;;;;;;;;;;X,,
FE_SCORE;分数;;;;;;;;;;X,,
######################################################################;;;;;;;;;;;X,,
# Savegame transfers;;;;;;;;;;;X,,
######################################################################;;;;;;;;;;;X,,
SAVE_PROG;存档处理进度：$VALUE$ %;;;;;;;;;;X,,
TRANSERING_SAVE;开始传输存档……;;;;;;;;;;X,,
LOADING_LOCAL_SAVE;读取本地存档……;;;;;;;;;;X,,
PLR_DISC;玩家 $NAME$ 离开了游戏。;;;;;;;;;;X,,
PLR_CONNECT;玩家 $NAME$ 加入了游戏。;;;;;;;;;;X,,
REVERT_SAVE_CAL;返回默认剧本……;;;;;;;;;;X,,
SAVE_TRANSFER_DONE;游戏存档解析完毕……;;;;;;;;;;X,,
######################################################################;;;;;;;;;;;X,,
# Loading texts;;;;;;;;;;;X,,
######################################################################;;;;;;;;;;;X,,
LOADING_MAP_SPRITES;读取地图……;;;;;;;;;;X,,
LOADING_GUI_DEF;读取图形界面……;;;;;;;;;;X,,
LOADING_DATABASES;读取数据库……;;;;;;;;;;X,,
LOADING_DATABASES2;读取数据库II……;;;;;;;;;;X,,
INIT_MAP_LOGIC;初始化地图……;;;;;;;;;;X,,
CREATING_CHKSUM;创建校验点……;;;;;;;;;;X,,
LOADING_HISTORY;读取历史文件……;;;;;;;;;;X,,
LOADING_SOUNDS;读取声音……;;;;;;;;;;X,,
PROC_FLAGS;处理变量……;;;;;;;;;;X,,
LOAD_FLAGS;读取变量……;;;;;;;;;;X,,
LOAD_GFX;读取图像……;;;;;;;;;;X,,
CREATING_THE_WORLD;创建世界……;;;;;;;;;;X,,
CREATING_TREES;创建树木……;;;;;;;;;;X,,
CREATING_BORDERS;创建边界……;;;;;;;;;;X,,
CREATING_RIVERS;创建河流……;;;;;;;;;;X,,
MAP_PROPERLY_INIT;地图完全初始化……;;;;;;;;;;X,,
CREATING_PROVINCE;创建省份 #;;;;;;;;;;X,,
CREATING_TEXTS;创建文本……;;;;;;;;;;X,,
LOAD_EVENTS;读取事件……;;;;;;;;;;X,,
ADAPTING_HISTORY;调节历史……;;;;;;;;;;X,,
CALC_PATHS;计算路径……\n这将需要几分钟。;;;;;;;;;;X,,
FE_TOGGLE;快速开始;;;;;;;;;;X,,
FE_TOGGLE_NORMAL;自定义开始;;;;;;;;;;X,,
######################################################################;;;;;;;;;;;X,,
######################################################################;;;;;;;;;;;X,,
# Settings ;;;;;;;;;;;X,,
FE_SETTING_DIPLOMACY;外交;;;;;;;;;;X,,
FE_SETTING_PRODUCTION;生产;;;;;;;;;;X,,
FE_SETTING_POLITICS;政治;;;;;;;;;;X,,
FE_SETTING_INTEL;情报;;;;;;;;;;X,,
FE_SETTING_TECHNOLOGY;科技;;;;;;;;;;X,,
FE_SETTING_UNITINTERFACE;军队;;;;;;;;;;X,,
DIFF_VERY_EASY;非常简单;;;;;;;;;;X,,
DIFF_EASY;简单;;;;;;;;;;X,,
DIFF_NORMAL;正常;;;;;;;;;;X,,
DIFF_HARD;困难;;;;;;;;;;X,,
DIFF_VERY_HARD;非常困难;;;;;;;;;;X,,
######################################################################;;;;;;;;;;;X,,
######################################################################;;;;;;;;;;;X,,
# Misc ;;;;;;;;;;;X,,
CORE_PAUSED;暂停;;;;;;;;;;X,,
SM_SETTINGS;设置;;;;;;;;;;X,,
SM_GAME;游戏;;;;;;;;;;X,,
SM_VIDEO;视频;;;;;;;;;;X,,
SM_AUDIO;音频;;;;;;;;;;X,,
SM_CONTROLS;控制;;;;;;;;;;X,,
SM_MASTER_VOLUME;主音量;;;;;;;;;;X,,
SM_EFFECT_VOLUME;效果音量;;;;;;;;;;X,,
SM_MUSIC_VOLUME;音乐音量;;;;;;;;;;X,,
SM_SCROLL_SPEED;滚屏速度;;;;;;;;;;X,,
SM_ZOOM_SPEED;缩放速度;;;;;;;;;;X,,
SM_MOUSE_SPEED;鼠标速度;;;;;;;;;;X,,
SM_RESOLUTION;分辨率;;;;;;;;;;X,,
SM_REFRESH_RATE;刷新率;;;;;;;;;;X,,
SM_GAMMA;亮度;;;;;;;;;;X,,
SM_SHADOWS;阴影;;;;;;;;;;X,,
SM_TREES;树木;;;;;;;;;;X,,
SM_DIFFICULTY;困难度;;;;;;;;;;X,,
SM_AUTOSAVE_INTERVAL;自动储存间隔;;;;;;;;;;X,,
SM_APPLY;应用;;;;;;;;;;X,,
SM_BACK;返回;;;;;;;;;;X,,
SM_ALERT;警报;;;;;;;;;;X,,
SM_RESTART;你需要重启游戏以实现更改后的效果。;;;;;;;;;;X,,
SM_WP;设置文件写入错误，确认文件没有写保护后重试;;;;;;;;;;X,,
FE_HOST;主机;;;;;;;;;;X,,
FE_JOIN_LAN_GAME;加入局域网游戏;;;;;;;;;;X,,
FE_JOIN_INTERNET_GAME;加入互联网游戏;;;;;;;;;;X,,
FE_SCAN;搜索;;;;;;;;;;X,,
FE_METASERVER;元数据服务器;;;;;;;;;;X,,
FE_BACK;返回;;;;;;;;;;X,,
FE_PLAYER;玩家;;;;;;;;;;X,,
FE_PLAYER_NAME;玩家名：;;;;;;;;;;X,,
FE_SINGLE_PLAYER;单人游戏;;;;;;;;;;X,,
FE_MULTI_PLAYER;多人游戏;;;;;;;;;;X,,
FE_OPTIONS;选项;;;;;;;;;;X,,
FE_CREDITS;制作名单;;;;;;;;;;X,,
FE_EXIT;退出;;;;;;;;;;X,,
FE_NATION_TO_PLAY;选择你想要使用的国家……;;;;;;;;;;X,,
FE_NEW_GAME;开始新游戏;;;;;;;;;;X,,
FE_SAVE_GAME;储存游戏;;;;;;;;;;X,,
FE_HISTORICAL_START;史实开局;;;;;;;;;;X,,
FE_SAVED_GAMES;从存档开始;;;;;;;;;;X,,
FE_SELECT_NATION;点击地图以选择国家……;;;;;;;;;;X,,
FE_NO_COUNTRY_SELECTED;尚未选择国家;;;;;;;;;;X,,
FE_MILITARY;军事：;;;;;;;;;;X,,
FE_ECONOMY;经济;;;;;;;;;;X,,
FE_DIPLOMACY;外交;;;;;;;;;;X,,
FE_DIFFICULTY;难度：;;;;;;;;;;X,,
FE_AT_WAR;战争状态：;;;;;;;;;;X,,
FE_ALLIES;同盟：;;;;;;;;;;X,,
FE_LOAD;读取;;;;;;;;;;X,,
FE_BOOKEDMARKED;战役时间：;;;;;;;;;;X,,
FE_STARTING_DATE;开始时间;;;;;;;;;;X,,
FE_BOOKMARK_TITLE;战役名称;;;;;;;;;;X,,
FE_BOOKMARK_DATE;战役时间;;;;;;;;;;X,,
FE_LOCAL_GAMES;本地游戏;;;;;;;;;;X,,
FE_MY_GAME;我的游戏;;;;;;;;;;X,,
FE_CANCEL;取消;;;;;;;;;;X,,
PLAYER_LOST_TITLE;玩家已经断开连接。;;;;;;;;;;X,,
PLAYER_LOST_DESC;玩家 $playername$ 已经断开连接。请选择你的行动。;;;;;;;;;;X,,
SERVER_LOST_TITLE;丢失服务器!;;;;;;;;;;X,,
REMOVE_SERVER_LOST_DESC;服务器已经丢失。游戏即将结束。;;;;;;;;;;X,,
OK;好的;;;;;;;;;;X,,
CANCEL;取消;;;;;;;;;;X,,
SAVE;储存;;;;;;;;;;X,,
QUIT;退出;;;;;;;;;;X,,
START;开始;;;;;;;;;;X,,
CONTINUE;继续;;;;;;;;;;X,,
CONNECTED;已经连接。;;;;;;;;;;X,,
NAME_TAKEN;你的名字已被使用。请离开并选择另外的名字。;;;;;;;;;;X,,
CONNECTING;连接中……;;;;;;;;;;X,,
BANNED;你已经被此游戏封禁;;;;;;;;;;X,,
CONNECTION_FAILED;连接失败!;;;;;;;;;;X,,
GAME_NOT_FOUND;没有找到游戏。;;;;;;;;;;X,,
WAITING_FOR_PLAYERS;等待玩家……;;;;;;;;;;X,,
ALL_PLAYERS_HERE;所有玩家就位。;;;;;;;;;;X,,
LOOKING_FOR_HOST;搜寻主机……;;;;;;;;;;X,,
LOST_PLAYER;一个玩家已经丢失……;;;;;;;;;;X,,
SERVER_LOST;服务器已经丢失。;;;;;;;;;;X,,
JOIN_IP_TITLE;输入IP地址……;;;;;;;;;;X,,
HOST_TITLE;输入你的游戏名称……;;;;;;;;;;X,,
HOST_BUTTON;主机;;;;;;;;;;X,,
JOIN_BUTTON;加入;;;;;;;;;;X,,
LOG_SETTING_LOG;在日志中显示。;;;;;;;;;;X,,
LOG_SETTING_POPUP;打开弹出窗口。;;;;;;;;;;X,,
LOG_SETTING_MAP;在地图上显示。;;;;;;;;;;X,,
LOG_SETTING_IDLE;显示为闲置信息。;;;;;;;;;;X,,
QUIT_TITLE;退出游戏;;;;;;;;;;X,,
QUIT_DESC;你确定要退出游戏并返回桌面吗？;;;;;;;;;;X,,
ZOOM_IN;放大;;;;;;;;;;X,,
ZOOM_OUT;缩小;;;;;;;;;;X,,
RESIGN_TITLE;放弃游戏;;;;;;;;;;X,,
RESIGN_DESC;你确定要放弃游戏并返回主菜单吗？;;;;;;;;;;X,,
SCAN;搜索;;;;;;;;;;X,,
STOP_SCAN;停止搜索;;;;;;;;;;X,,
TIP_KICK;踢出玩家;;;;;;;;;;X,,
TIP_BAN;在本次通讯中封禁玩家;;;;;;;;;;X,,
PLAYER_KICKED;$NAME$ 被主机踢除.;;;;;;;;;;X,,
PLAYER_BANNED;$NAME$ 被主机封禁.;;;;;;;;;;X,,
YOUKICKED;由于你的不当行为，你已经被主机踢除!;;;;;;;;;;X,,
BAD_VERSION;主机游戏为另一个版本!;;;;;;;;;;X,,
JOINED_CHANNEL;加入频道$CHAN$。;;;;;;;;;;X,,
USER_JOINED_CHANNEL;$NAME$ 加入了频道。;;;;;;;;;;X,,
USER_LEFT_CHANNEL;$NAME$ 离开了频道。;;;;;;;;;;X,,
METASERVER_GAME_INFO;创建者： $CREATOR$ \n 日期： $DATE$;;;;;;;;;;X,,
MENU_BAR_SAVE_GAME;储存游戏;;;;;;;;;;X,,
MENU_BAR_GAME_OPTIONS;游戏选项;;;;;;;;;;X,,
MENU_BAR_GAME_RESIGN;放弃;;;;;;;;;;X,,
MENU_BAR_MESSAGE_SETTINGS;信息设置;;;;;;;;;;X,,
MENU_BAR_QUIT;退出;;;;;;;;;;X,,
MENU_BAR_CLOSE;关闭;;;;;;;;;;X,,
MENU_BAR_SAVE;保存;;;;;;;;;;X,,
MENU_BAR_SAVE_GAME_FILENAME;游戏存档文件名：;;;;;;;;;;X,,
CHAT_ALLIES;盟国;;;;;;;;;;X,,
CHAT_FOES;敌国;;;;;;;;;;X,,
CHAT_ALL;所有;;;;;;;;;;X,,
CHATMESSAGE_SETUP;当你收到一条聊天信息;;;;;;;;;;X,,
CHATMESSAGE_HEADER;聊天信息;;;;;;;;;;X,,
CHATMESSAGE_1;通讯接入，;;;;;;;;;;X,,
CHATMESSAGE_2;$TEXT$;;;;;;;;;;X,,
CHATMESSAGE_3;*;;;;;;;;;;X,,
CHATMESSAGE_4;*;;;;;;;;;;X,,
CHATMESSAGE_5;*;;;;;;;;;;X,,
CHATMESSAGE_6;*;;;;;;;;;;X,,
CHATMESSAGE_LOG;$TEXT$;;;;;;;;;;X,,
CHATMESSAGE_BTN1;好的;;;;;;;;;;X,,
CHATMESSAGE_BTN2;好的;;;;;;;;;;X,,
CHATMESSAGE_BTN3;查看;;;;;;;;;;X,,
CHATMESSAGE_MAP;*;;;;;;;;;;X,,
######################################################################;;;;;;;;;;;X,,
######################################################################;;;;;;;;;;;X,,
# Meta Server;;;;;;;;;;;X,,
MS_USERNAME;用户名：;;;;;;;;;;X,,
MS_PASSWORD;密码：;;;;;;;;;;X,,
MS_CREATE_GAME;创建游戏;;;;;;;;;;X,,
MS_NAME;名称：;;;;;;;;;;X,,
MS_USE_PASSWORD;密码保护;;;;;;;;;;X,,
MS_JOIN_GAME;加入游戏;;;;;;;;;;X,,
MS_PASSWD;密码;;;;;;;;;;X,,
MS_ALERT;警报;;;;;;;;;;X,,
MS_CONNECTION_FAILED;连接失败!;;;;;;;;;;X,,
MS_CHANNELS;频道;;;;;;;;;;X,,
MS_METASERVER_LOGIN;元数据服务器登录;;;;;;;;;;X,,
MS_JOINGAME;加入游戏;;;;;;;;;;X,,
MS_REFRESH;刷新;;;;;;;;;;X,,
MS_START;开始;;;;;;;;;;X,,
MS_BACK;返回;;;;;;;;;;X,,
MS_JOIN;加入;;;;;;;;;;X,,
MS_JOIN_CHANNEL;加入频道;;;;;;;;;;X,,
MS_LOGIN;登陆;;;;;;;;;;X,,
MS_CREATE;创建;;;;;;;;;;X,,
MS_GAMES;游戏列表;;;;;;;;;;X,,
MS_INFORMATION;信息;;;;;;;;;;X,,
MS_CHAT;聊天;;;;;;;;;;X,,
MS_CHANNEL_PLAYER;#频道名称/玩家列表;;;;;;;;;;X,,
MS_CONNECTION_LOST;连接丢失。;;;;;;;;;;X,,
PAUSE_RESUME;继续;;;;;;;;;;X,,
MESSAGECAT_COMBAT;战斗信息;;;;;;;;;;X,,
MESSAGECAT_DIPLOMACY;外交信息;;;;;;;;;;X,,
MESSAGECAT_UNITS;单位信息;;;;;;;;;;X,,
MESSAGECAT_PROVS;省份信息;;;;;;;;;;X,,
MESSAGECAT_EVENTS;事件信息;;;;;;;;;;X,,
MESSAGECAT_OTHERS;其他信息;;;;;;;;;;X,,
MESSAGECAT_ALL;所有信息;;;;;;;;;;X,,
MS_PASS;密码：;;;;;;;;;;X,,
MS_NOT_CONNECTED;尚未连接;;;;;;;;;;X,,
MS_CONNECTING;连接中……;;;;;;;;;;X,,
MS_FAILED;连接失败;;;;;;;;;;X,,
MS_CANCEL;取消;;;;;;;;;;X,,
MS_CONNECT;连接;;;;;;;;;;X,,
MS_EMPTY_USERNAME;你必须输入用户名!;;;;;;;;;;X,,
MS_LOGGED_AS;已经登陆为：;;;;;;;;;;X,,
MS_CREDITS;可用点数：;;;;;;;;;;X,,
MS_MY_ITEMS;我的项目;;;;;;;;;;X,,
MS_CLOSE;关闭;;;;;;;;;;X,,
MS_PURCHASE_BONUS_CONTENT;购买增值内容;;;;;;;;;;X,,
MS_DOWNLOAD;下载;;;;;;;;;;X,,
MS_INSTALL;安装;;;;;;;;;;X,,
MS_BUY_ITEM;购买项目;;;;;;;;;;X,,
ME_ERROR;错误：;;;;;;;;;;X,,
ME_STATUS_OK;状态确认;;;;;;;;;;X,,
GGCOINS_ERR_NO_MEM;内存分配错误;;;;;;;;;;X,,
GGCOINS_ERR_NET;网络错误;;;;;;;;;;X,,
GGCOINS_ERR_HANDSHAKE;连接错误-请检查你的防火墙设置;;;;;;;;;;X,,
GGCOINS_ERR_INVALID_RESPONSE;用户名或密码错误;;;;;;;;;;X,,
GGCOINS_ERR_NOT_SIGNED_IN;尚未登陆;;;;;;;;;;X,,
GGCOINS_ERR_NOT_FOUND;项目未找到;;;;;;;;;;X,,
GGCOINS_ERR_PRICE_INCREASED;商品已经添加，请更新你的列表;;;;;;;;;;X,,
GGCOINS_ERR_OUT_OF_CREDITS;你没有足够的点数。;;;;;;;;;;X,,
GGCOINS_ERR_DUPLICATE;你已经拥有这个项目;;;;;;;;;;X,,
ME_PURCHASE_SUCCESSFUL;购买成功! 请查看已有项目的说明并安装。;;;;;;;;;;X,,
ME_BUY_ITEM;购买项目;;;;;;;;;;X,,
ME_BUY_ITEM_DESC;你确认将以$CREDITS$点数购买$NAME$？这个命令无法撤销。;;;;;;;;;;X,,
MS_AVAILABLE_ITEMS;可用项目;;;;;;;;;;X,,
MESSAGESETTINGS_ALL;所有;;;;;;;;;;X,,
MESSAGESETTINGS_COMBAT;战斗;;;;;;;;;;X,,
MESSAGESETTINGS_DIPLOMACY;外交;;;;;;;;;;X,,
MESSAGESETTINGS_UNITS;单位;;;;;;;;;;X,,
MESSAGESETTINGS_PROVINCES;省份;;;;;;;;;;X,,
MESSAGESETTINGS_EVENTS;事件;;;;;;;;;;X,,
MESSAGESETTINGS_OTHER;其他;;;;;;;;;;X,,
ME_CLICK_BUY;点击这里用你的蓝色点数购买项目;;;;;;;;;;X,,
ME_DOWNLOAD;点击这里下载你的项目;;;;;;;;;;X,,
ME_DOWNLOAD_ERROR;下载错误!;;;;;;;;;;X,,
ME_INSTALL;点击这里安装你的项目。要让其产生效果你可能需要重新运行游戏。;;;;;;;;;;X,,
ME_BAD_VERSION;这个点数是提供给更高版本游戏的，你至少需要更新到$NUMBER$版本。;;;;;;;;;;X,,
ME_NO_FILE;这个项目并不包括文件;;;;;;;;;;X,,
ME_INSTALL_SUCCESS;安装成功!;;;;;;;;;;X,,
ME_INSTALL_FAIL;安装失败!;;;;;;;;;;X,,
MESSAGE_IS_PAUSE;这种类型的信息将 $TRUTH$ 显示为一个弹出窗口并暂停游戏。;;;;;;;;;;X,,
MICRO_ERROR_TITLE;错误!;;;;;;;;;;X,,
MICRO_ERROR_DESC;无法打开 ggcoins.dll。\n请确认这个文件存在或者重新安装游戏。;;;;;;;;;;X,,
VERY_EASY;非常简单;;;;;;;;;;X,,
EASY;简单;;;;;;;;;;X,,
NORMAL;正常;;;;;;;;;;X,,
HARD;困难;;;;;;;;;;X,,
VERY_HARD;非常困难;;;;;;;;;;X,,
NEVER;从不;;;;;;;;;;X,,
MONTHLY;每月;;;;;;;;;;X,,
HALFYEAR;每半年;;;;;;;;;;X,,
YEARLY;每年;;;;;;;;;;X,,
FIVE_YEAR;每五年;;;;;;;;;;X,,
YEARS;年;;;;;;;;;;X,,
MONTHS;月;;;;;;;;;;X,,
LOST_PLR;丢失玩家;;;;;;;;;;X,,
SAVE_LOADED;游戏存档读取完毕……;;;;;;;;;;X,,
COMPRESS_ERROR;解压错误……;;;;;;;;;;X,,
MS_LOGOUT;退出;;;;;;;;;;X,,
on;打开;;;;;;;;;;X,,
off;关闭;;;;;;;;;;X,,
very easy;非常简单;;;;;;;;;;X,,
easy;简单;;;;;;;;;;X,,
normal;正常;;;;;;;;;;X,,
hard;困难;;;;;;;;;;X,,
very hard;非常困难;;;;;;;;;;X,,
SM_MULTISAMPLE;多样性;;;;;;;;;;X,,
RESTART_REQ;需要重新启动游戏;;;;;;;;;;X,,
RESTART_REQ_DESC;为使设置生效，请重新启动游戏。;;;;;;;;;;X,,
very_easy_player;难度：非常简单;;;;;;;;;;X,,
easy_player;难度：简单;;;;;;;;;;X,,
hard_player;难度：困难;;;;;;;;;;X,,
very_hard_player;难度：非常困难;;;;;;;;;;X,,
very_easy_ai;难度：非常简单;;;;;;;;;;X,,
easy_ai;难度：简单;;;;;;;;;;X,,
hard_ai;难度：困难;;;;;;;;;;X,,
very_hard_ai;难度：非常困难;;;;;;;;;;X,,
CORE_MP_PAUSED_NAME;$PLAYER$暂停了游戏。;;;;;;;;;;X,,
