VIJ_reactionary;民族派;;;;;;;;;;;x
VIJ_anarcho_liberal;激进派;;;;;;;;;;;x
VIJ_socialist;社会主义派;;;;;;;;;;;x
VIJ_communist;共产主义派;;;;;;;;;;;x
VIJ_fascist;法西斯党;;;;;;;;;;;x
VIN_liberal;自由党;;;;;;;;;;;x
VIN_conservative;保守党;;;;;;;;;;X
VIN_liberal_2;民族自由党;;;;;;;;;;;x
VIN_socialist;社会民主党;;;;;;;;;;;x
VIN_reactionary;昆解党;;;;;;;;;;;x
VIN_anarcho_liberal;激进自由党;;;;;;;;;;;x
VIN_communist;共产党;;;;;;;;;;;x
VIN_fascist;法西斯党;;;;;;;;;;;x
SAN_anarcho_liberal;联邦党;;;;;;;;;;;x
SAN_conservative;保守党;;;;;;;;;;;x
SAN_liberal;自由党;;;;;;;;;;;x
SAN_liberal_2;民族党;;;;;;;;;;;x
SAN_reactionary;国家党;;;;;;;;;;;x
SAN_socialist;社会党;;;;;;;;;;;x
SAN_communist;共产党;;;;;;;;;;;x
SAN_fascist;法西斯党;;;;;;;;;;;x
GUY_anarcho_liberal;联邦党;;;;;;;;;;;x
GUY_conservative;保守党;;;;;;;;;;;x
GUY_liberal;自由党;;;;;;;;;;;x
GUY_liberal_2;民族党;;;;;;;;;;;x
GUY_reactionary;国家党;;;;;;;;;;;x
GUY_socialist;社会党;;;;;;;;;;;x
GUY_communist;共产党;;;;;;;;;;;x
GUY_fascist;法西斯党;;;;;;;;;;;x
ASK_conservative;皇家派;;;;;;;;;;;x
ASK_liberal;自由派;;;;;;;;;;;x
ASK_reactionary;民族派;;;;;;;;;;;x
ASK_anarcho_liberal;激进派;;;;;;;;;;;x
ASK_socialist;社会主义派;;;;;;;;;;;x
ASK_communist;共产主义派;;;;;;;;;;;x
ASK_fascist;法西斯派;;;;;;;;;;;x
BEN_conservative;皇家派;;;;;;;;;;;x
BEN_liberal;自由派;;;;;;;;;;;x
BEN_reactionary;民族派;;;;;;;;;;;x
BEN_anarcho_liberal;激进派;;;;;;;;;;;x
BEN_socialist;社会主义派;;;;;;;;;;;x
BEN_communist;共产主义派;;;;;;;;;;;x
BEN_fascist;法西斯派;;;;;;;;;;;x
FRA_reactionary;保皇党;;;;;;;;;;;x
FRA_liberal;自由党;;;;;;;;;;;x
FRA_conservative;联合党;;;;;;;;;;;x
FRA_socialist;劳工党;;;;;;;;;;;x
FRA_anarcho_liberal;共和党;;;;;;;;;;;x
FRA_communist;劳工党;;;;;;;;;;;x
FRA_fascist;民族党;;;;;;;;;;;x
TUR_liberal;人民同盟;;;;;;;;;;;x
TUR_socialist;民主阵线;;;;;;;;;;;x
OYO_conservative;皇家派;;;;;;;;;;;x
OYO_liberal;自由派;;;;;;;;;;;x
OYO_reactionary;民族派;;;;;;;;;;;x
OYO_anarcho_liberal;激进派;;;;;;;;;;;x
OYO_communist;共产主义派;;;;;;;;;;;x
OYO_socialist;社会主义派;;;;;;;;;;;x
OYO_fascist;法西斯派;;;;;;;;;;;x
NRI_conservative;皇家派;;;;;;;;;;;x
NRI_liberal;自由派;;;;;;;;;;;x
NRI_reactionary;民族派;;;;;;;;;;;x
NRI_anarcho_liberal;激进派;;;;;;;;;;;x
NRI_communist;共产主义派;;;;;;;;;;;x
NRI_socialist;社会主义派;;;;;;;;;;;x
NRI_fascist;法西斯派;;;;;;;;;;;x
KGO_conservative;皇家派;;;;;;;;;;;x
KGO_liberal;自由派;;;;;;;;;;;x
KGO_reactionary;民族派;;;;;;;;;;;x
KGO_anarcho_liberal;激进派;;;;;;;;;;;x
KGO_communist;共产主义派;;;;;;;;;;;x
KGO_socialist;社会主义派;;;;;;;;;;;x
KGO_fascist;法西斯派;;;;;;;;;;;x
UGA_conservative;皇家派;;;;;;;;;;;x
UGA_liberal;自由派;;;;;;;;;;;x
UGA_reactionary;民族派;;;;;;;;;;;x
UGA_anarcho_liberal;激进派;;;;;;;;;;;x
UGA_communist;共产主义派;;;;;;;;;;;x
UGA_socialist;社会主义派;;;;;;;;;;;x
UGA_fascist;法西斯派;;;;;;;;;;;x
AVA_conservative;皇家派;;;;;;;;;;;x
AVA_liberal;自由派;;;;;;;;;;;x
AVA_reactionary;民族派;;;;;;;;;;;x
AVA_anarcho_liberal;激进派;;;;;;;;;;;x
AVA_communist;共产主义派;;;;;;;;;;;x
AVA_socialist;社会主义派;;;;;;;;;;;x
AVA_fascist;法西斯派;;;;;;;;;;;x
ANI_conservative;皇家派;;;;;;;;;;;x
ANI_liberal;自由派;;;;;;;;;;;x
ANI_reactionary;民族派;;;;;;;;;;;x
ANI_anarcho_liberal;激进派;;;;;;;;;;;x
ANI_communist;共产主义派;;;;;;;;;;;x
ANI_socialist;社会主义派;;;;;;;;;;;x
ANI_fascist;法西斯派;;;;;;;;;;;x
ARU_conservative;皇家派;;;;;;;;;;;x
ARU_liberal;自由派;;;;;;;;;;;x
ARU_reactionary;民族派;;;;;;;;;;;x
ARU_anarcho_liberal;激进派;;;;;;;;;;;x
ARU_communist;共产主义派;;;;;;;;;;;x
ARU_socialist;社会主义派;;;;;;;;;;;x
ARU_fascist;法西斯派;;;;;;;;;;;x
TAP_conservative;皇家派;;;;;;;;;;;x
TAP_liberal;自由派;;;;;;;;;;;x
TAP_reactionary;民族派;;;;;;;;;;;x
TAP_anarcho_liberal;激进派;;;;;;;;;;;x
TAP_communist;共产主义派;;;;;;;;;;;x
TAP_socialist;社会主义派;;;;;;;;;;;x
TAP_fascist;法西斯派;;;;;;;;;;;x
OCE_conservative;皇家派;;;;;;;;;;;x
OCE_liberal;自由派;;;;;;;;;;;x
OCE_reactionary;民族派;;;;;;;;;;;x
OCE_anarcho_liberal;激进派;;;;;;;;;;;x
OCE_communist;共产主义派;;;;;;;;;;;x
OCE_socialist;社会主义派;;;;;;;;;;;x
OCE_fascist;法西斯派;;;;;;;;;;;x
DIN_conservative;皇家派;;;;;;;;;;;x
DIN_liberal;自由派;;;;;;;;;;;x
DIN_reactionary;民族派;;;;;;;;;;;x
DIN_anarcho_liberal;激进派;;;;;;;;;;;x
DIN_communist;共产主义派;;;;;;;;;;;x
DIN_socialist;社会主义派;;;;;;;;;;;x
DIN_fascist;法西斯派;;;;;;;;;;;x
AZT_conservative;皇家派;;;;;;;;;;;x
AZT_liberal;自由派;;;;;;;;;;;x
AZT_reactionary;民族派;;;;;;;;;;;x
AZT_anarcho_liberal;激进派;;;;;;;;;;;x
AZT_communist;共产主义派;;;;;;;;;;;x
AZT_socialist;社会主义派;;;;;;;;;;;x
AZT_fascist;法西斯派;;;;;;;;;;;x
HHR_conservative;皇家派;;;;;;;;;;;x
HHR_liberal;自由派;;;;;;;;;;;x
HHR_reactionary;民族派;;;;;;;;;;;x
HHR_anarcho_liberal;激进派;;;;;;;;;;;x
HHR_communist;共产主义派;;;;;;;;;;;x
HHR_socialist;社会主义派;;;;;;;;;;;x
HHR_fascist;法西斯派;;;;;;;;;;;x
DAR_conservative;皇家派;;;;;;;;;;;x
DAR_liberal;自由派;;;;;;;;;;;x
DAR_reactionary;民族派;;;;;;;;;;;x
DAR_anarcho_liberal;激进派;;;;;;;;;;;x
DAR_communist;共产主义派;;;;;;;;;;;x
DAR_socialist;社会主义派;;;;;;;;;;;x
DAR_fascist;法西斯派;;;;;;;;;;;x
ZIM_conservative;皇家派;;;;;;;;;;;x
ZIM_liberal;自由派;;;;;;;;;;;x
ZIM_reactionary;民族派;;;;;;;;;;;x
ZIM_anarcho_liberal;激进派;;;;;;;;;;;x
ZIM_communist;共产主义派;;;;;;;;;;;x
ZIM_socialist;社会主义派;;;;;;;;;;;x
ZIM_fascist;法西斯派;;;;;;;;;;;x
IRO_conservative;皇家派;;;;;;;;;;;x
IRO_liberal;自由派;;;;;;;;;;;x
IRO_reactionary;民族派;;;;;;;;;;;x
IRO_anarcho_liberal;激进派;;;;;;;;;;;x
IRO_communist;共产主义派;;;;;;;;;;;x
IRO_socialist;社会主义派;;;;;;;;;;;x
IRO_fascist;法西斯派;;;;;;;;;;;x
FJA_conservative;皇家派;;;;;;;;;;;x
FJA_liberal;自由派;;;;;;;;;;;x
FJA_reactionary;民族派;;;;;;;;;;;x
FJA_anarcho_liberal;激进派;;;;;;;;;;;x
FJA_communist;共产主义派;;;;;;;;;;;x
FJA_socialist;社会主义派;;;;;;;;;;;x
FJA_fascist;法西斯派;;;;;;;;;;;x
NUN_conservative;皇家派;;;;;;;;;;;x
NUN_liberal;自由派;;;;;;;;;;;x
NUN_reactionary;民族派;;;;;;;;;;;x
NUN_anarcho_liberal;激进派;;;;;;;;;;;x
NUN_communist;共产主义派;;;;;;;;;;;x
NUN_socialist;社会主义派;;;;;;;;;;;x
NUN_fascist;法西斯派;;;;;;;;;;;x
BHA_conservative;皇家派;;;;;;;;;;;x
BHA_liberal;自由派;;;;;;;;;;;x
BHA_reactionary;民族派;;;;;;;;;;;x
BHA_anarcho_liberal;激进派;;;;;;;;;;;x
BHA_communist;共产主义派;;;;;;;;;;;x
BHA_socialist;社会主义派;;;;;;;;;;;x
BHA_fascist;法西斯派;;;;;;;;;;;x
NUS_conservative;皇家派;;;;;;;;;;;x
NUS_liberal;自由派;;;;;;;;;;;x
NUS_reactionary;民族派;;;;;;;;;;;x
NUS_anarcho_liberal;激进派;;;;;;;;;;;x
NUS_communist;共产主义派;;;;;;;;;;;x
NUS_socialist;社会主义派;;;;;;;;;;;x
NUS_fascist;法西斯派;;;;;;;;;;;x
DRA_conservative;皇家派;;;;;;;;;;;x
DRA_liberal;自由派;;;;;;;;;;;x
DRA_reactionary;民族派;;;;;;;;;;;x
DRA_anarcho_liberal;激进派;;;;;;;;;;;x
DRA_communist;共产主义派;;;;;;;;;;;x
DRA_socialist;社会主义派;;;;;;;;;;;x
DRA_fascist;法西斯派;;;;;;;;;;;x
YOL_conservative;皇家派;;;;;;;;;;;x
YOL_liberal;自由派;;;;;;;;;;;x
YOL_reactionary;民族派;;;;;;;;;;;x
YOL_anarcho_liberal;激进派;;;;;;;;;;;x
YOL_communist;共产主义派;;;;;;;;;;;x
YOL_socialist;社会主义派;;;;;;;;;;;x
YOL_fascist;法西斯派;;;;;;;;;;;x
NOO_conservative;皇家派;;;;;;;;;;;x
NOO_liberal;自由派;;;;;;;;;;;x
NOO_reactionary;民族派;;;;;;;;;;;x
NOO_anarcho_liberal;激进派;;;;;;;;;;;x
NOO_communist;共产主义派;;;;;;;;;;;x
NOO_socialist;社会主义派;;;;;;;;;;;x
NOO_fascist;法西斯派;;;;;;;;;;;x
ADW_conservative;皇家派;;;;;;;;;;;x
ADW_liberal;自由派;;;;;;;;;;;x
ADW_reactionary;民族派;;;;;;;;;;;x
ADW_anarcho_liberal;激进派;;;;;;;;;;;x
ADW_communist;共产主义派;;;;;;;;;;;x
ADW_socialist;社会主义派;;;;;;;;;;;x
ADW_fascist;法西斯派;;;;;;;;;;;x
KNO_conservative;皇家派;;;;;;;;;;;x
KNO_liberal;自由派;;;;;;;;;;;x
KNO_reactionary;民族派;;;;;;;;;;;x
KNO_anarcho_liberal;激进派;;;;;;;;;;;x
KNO_communist;共产主义派;;;;;;;;;;;x
KNO_socialist;社会主义派;;;;;;;;;;;x
KNO_fascist;法西斯派;;;;;;;;;;;x
ILO_conservative;皇家派;;;;;;;;;;;x
ILO_liberal;自由派;;;;;;;;;;;x
ILO_reactionary;民族派;;;;;;;;;;;x
ILO_anarcho_liberal;激进派;;;;;;;;;;;x
ILO_communist;共产主义派;;;;;;;;;;;x
ILO_socialist;社会主义派;;;;;;;;;;;x
ILO_fascist;法西斯派;;;;;;;;;;;x
GCO_anarcho_liberal;Confederalistas;;;;;;;;;;;;;x
GCO_conservative;Centralistas;;;;;;;;;;;;;x
GCO_conservative_2;Hacendados;;;;;;;;;;;;;x
GCO_liberal;Federalistas;;;;;;;;;;;;;x
GCO_liberal_2;Republicanos;;;;;;;;;;;;;x
GCO_social_liberal;Justicialistas;;;;;;;;;;;;;x
GCO_reactionary;Imperialistas;;;;;;;;;;;;;x
GCO_socialist;Populistas;;;;;;;;;;;;;x
GCO_socialist_2;Partido de la Liberaci髇;;;;;;;;;;;;;x
GCO_communist;Internacionalistas;;;;;;;;;;;;;x
GCO_fascist;Comuni髇 Libertaria Bolivariana;;;;;;;;;;;;;x
LWE_conservative_1;Aloysius' Party;Aloysius' Party;Aloysius' Party;;;;;;;;;;;x
LWE_conservative_2; United Boer Party; United Boer Party; United Boer Party;;;;;;;;;;;x
LWE_liberal_1;Bastaards' Party;Bastaards' Party;Bastaards' Party;;;;;;;;;;;x
LWE_socialist_1;South Afrikan Party;South Afrikan Party;South Afrikan Party;;;;;;;;;;;x
LWE_reactionary_1;Trekboer Party;Trekboer Party;Trekboer Party;;;;;;;;;;;x
LWE_reactionary_2;Ylnerdam Regulators;Ylnerdam Regulators;Ylnerdam Regulators;;;;;;;;;;;x
